,sentiment_score_mean,sentiment_score_mean,sentiment_score_mean,sentiment_dispersion,sentiment_dispersion,sentiment_dispersion,rating_mean,rating_mean,rating_mean,review_count,review_count,review_count
,mean,std,count,mean,std,count,mean,std,count,mean,std,count
POST_CHATGPT,,,,,,,,,,,,
0,-0.25033788674511875,0.18884726026655738,603,0.42951174125273217,0.11252120791211764,603,3.428323392215946,0.687618177363593,603,30.172470978441126,49.2283995334838,603
1,-0.2590910445179418,0.16170511335713786,205,0.4487943580244949,0.10356893498735276,205,3.5427021590633165,0.5877897378709208,205,48.03414634146341,89.69629478913859,205
