ticker,year,mnir_score_pros,mnir_score_cons,mnir_ai_productivity
AMH,2023,0.0,0.0,0.0
AMH,2024,0.0,0.0,0.0
AMH,2025,0.0,0.0,0.0
AMT,2008,0.0,0.0,0.0
AMT,2009,0.0,0.0,0.0
AMT,2010,0.0,0.0,0.0
AMT,2011,0.0,0.0,0.0
AMT,2012,0.0,0.0,0.0
AMT,2013,0.0,0.0,0.0
AMT,2014,0.0,0.0,0.0
AMT,2015,0.0,0.0,0.0
AMT,2016,0.0,0.0,0.0
AMT,2017,0.0,0.0,0.0
AMT,2018,0.0,0.0,0.0
AMT,2019,0.0,0.0,0.0
AMT,2020,0.0,0.0,0.0
AMT,2021,0.0,0.0,0.0
AMT,2022,0.0,0.0,0.0
AMT,2023,0.0,0.0,0.0
AMT,2024,0.0,0.0,0.0
AMT,2025,0.0,0.0,0.0
AOMR,2020,0.0,0.0,0.0
AOMR,2021,0.0,0.0,0.0
AOMR,2022,0.0,0.0,0.0
AOMR,2023,0.0,0.0,0.0
AOMR,2024,0.0,0.0,0.0
AOMR,2025,0.0,0.0,0.0
APLE,2015,0.0,0.0,0.0
APLE,2016,0.0,0.0,0.0
APLE,2017,0.0,0.0,0.0
APLE,2020,0.0,0.0,0.0
APLE,2021,0.0,0.0,0.0
APLE,2022,0.0,0.0,0.0
APLE,2023,0.0,0.0,0.0
APLE,2024,0.0,0.0,0.0
ARE,2013,0.0,0.0,0.0
ARE,2014,0.0,0.0,0.0
ARE,2015,0.0,0.0,0.0
ARE,2016,0.0,0.0,0.0
ARE,2017,0.0,0.0,0.0
ARE,2018,0.0,0.0,0.0
ARE,2019,0.0,0.0,0.0
ARE,2020,0.0,0.0,0.0
ARE,2021,0.0,0.0,0.0
ARE,2022,0.0,0.0,0.0
ARE,2023,0.0,0.0,0.0
ARE,2024,0.0,0.0,0.0
ARE,2025,0.0,0.0,0.0
BDN,2011,0.0,0.0,0.0
BDN,2012,0.0,0.0,0.0
BDN,2013,0.0,0.0,0.0
BDN,2014,0.0,0.0,0.0
BDN,2015,0.0,0.0,0.0
BDN,2016,0.0,0.0,0.0
BDN,2017,0.0,0.0,0.0
BDN,2018,0.0,0.0,0.0
BDN,2019,0.0,0.0,0.0
BDN,2020,0.0,0.0,0.0
BDN,2021,0.0,0.0,0.0
BDN,2022,0.0,0.0,0.0
BDN,2023,0.0,0.0,0.0
BDN,2024,0.0,0.0,0.0
BDN,2025,0.0,0.0,0.0
BFS,2016,0.0,0.0,0.0
BFS,2022,0.0,0.0,0.0
BFS,2025,0.0,0.0,0.0
BNL,2019,0.0,0.0,0.0
BNL,2022,0.0,0.0,0.0
BNL,2024,0.0,0.0,0.0
BNL,2025,0.0,0.0,0.0
BRG,2021,0.0,0.0,0.0
BRG,2022,0.0,0.0,0.0
BRSP,2025,0.0,0.0,0.0
BRX,2012,0.0,0.0,0.0
BRX,2013,0.0,0.0,0.0
BRX,2014,0.0,0.0,0.0
BRX,2015,0.0,0.0,0.0
BRX,2016,0.0,0.0,0.0
BRX,2017,0.0,0.0,0.0
BRX,2018,0.0,0.0,0.0
BRX,2019,0.0,0.0,0.0
BRX,2020,0.0,0.0,0.0
BRX,2021,0.0,0.0,0.0
BRX,2022,0.0,0.0,0.0
BRX,2023,0.0,0.0,0.0
BRX,2024,0.0,0.0,0.0
BRX,2025,0.0,0.0,0.0
BXP,2008,0.0,0.0,0.0
BXP,2009,0.0,0.0,0.0
BXP,2010,0.0,0.0,0.0
BXP,2011,0.0,0.0,0.0
BXP,2012,0.0,0.0,0.0
BXP,2013,0.0,0.0,0.0
BXP,2014,0.0,0.0,0.0
BXP,2015,0.0,0.0,0.0
BXP,2016,0.0,0.0,0.0
BXP,2017,0.0,0.0,0.0
BXP,2018,0.0,0.0,0.0
BXP,2019,0.0,0.0,0.0
BXP,2020,0.0,0.0,0.0
BXP,2021,0.0,0.0,0.0
BXP,2022,0.0,0.0,0.0
BXP,2023,0.0,0.0,0.0
BXP,2024,0.0,0.0,0.0
BXP,2025,0.0,0.0,0.0
CBL,2008,0.0,0.0,0.0
CBL,2010,0.0,0.0,0.0
CBL,2011,0.0,0.0,0.0
CBL,2012,0.0,0.0,0.0
CBL,2013,0.0,0.0,0.0
CBL,2014,0.0,0.0,0.0
CBL,2015,0.0,0.0,0.0
CBL,2016,0.0,0.0,0.0
CBL,2017,0.0,0.0,0.0
CBL,2018,0.0,0.0,0.0
CBL,2019,0.0,0.0,0.0
CBL,2020,0.0,0.0,0.0
CBL,2021,0.0,0.0,0.0
CBL,2022,0.0,0.0,0.0
CBL,2023,0.0,0.0,0.0
CBL,2024,0.0,0.0,0.0
CBL,2025,0.0,0.0,0.0
CCI,2012,0.0,0.0,0.0
CCI,2013,0.0,0.0,0.0
CCI,2014,0.0,0.0,0.0
CCI,2015,0.0,0.0,0.0
CCI,2016,0.0,0.0,0.0
CCI,2017,0.0,0.0,0.0
CCI,2018,0.0,0.0,0.0
CCI,2019,0.0,0.0,0.0
CCI,2020,0.0,0.0,0.0
CCI,2021,0.0,0.0,0.0
CCI,2022,0.0,0.0,0.0
CCI,2023,0.0,0.0,0.0
CCI,2024,0.0,0.0,0.0
CCI,2025,0.0,0.0,0.0
CDP,2012,0.0,0.0,0.0
CDP,2016,0.0,0.0,0.0
CDP,2017,0.0,0.0,0.0
CDP,2018,0.0,0.0,0.0
CDP,2019,0.0,0.0,0.0
CDP,2020,0.0,0.0,0.0
CDP,2021,0.0,0.0,0.0
CDP,2022,0.0,0.0,0.0
CDP,2023,0.0,0.0,0.0
CDP,2025,0.0,0.0,0.0
CLDT,2015,0.0,0.0,0.0
CLDT,2019,0.0,0.0,0.0
CLDT,2021,0.0,0.0,0.0
COLD,2010,0.0,0.0,0.0
COLD,2011,0.0,0.0,0.0
COLD,2012,0.0,0.0,0.0
COLD,2013,0.0,0.0,0.0
COLD,2014,0.0,0.0,0.0
COLD,2015,0.0,0.0,0.0
COLD,2016,0.0,0.0,0.0
COLD,2017,0.0,0.0,0.0
COLD,2018,0.0,0.0,0.0
COLD,2019,0.0,0.0,0.0
COLD,2020,0.0,0.0,0.0
COLD,2021,0.0,0.0,0.0
COLD,2022,0.0,0.0,0.0
COLD,2023,0.0,0.0,0.0
COLD,2024,0.0,0.0,0.0
COLD,2025,0.0,0.0,0.0
CPT,2010,0.0,0.0,0.0
CPT,2011,0.0,0.0,0.0
CPT,2012,0.0,0.0,0.0
CPT,2013,0.0,0.0,0.0
CPT,2014,0.0,0.0,0.0
CPT,2015,0.0,0.0,0.0
CPT,2016,0.0,0.0,0.0
CPT,2017,0.0,0.0,0.0
CPT,2018,0.0,0.0,0.0
CPT,2019,0.0,0.0,0.0
CPT,2020,0.0,0.0,0.0
CPT,2021,0.0,0.0,0.0
CPT,2022,0.0,0.0,0.0
CPT,2023,0.0,0.0,0.0
CPT,2024,0.0,0.0,0.0
CPT,2025,0.0,0.0,0.0
CSR,2013,0.0,0.0,0.0
CSR,2014,0.0,0.0,0.0
CSR,2015,0.0,0.0,0.0
CSR,2016,0.0,0.0,0.0
CSR,2017,0.0,0.0,0.0
CSR,2018,0.0,0.0,0.0
CSR,2019,0.0,0.0,0.0
CSR,2020,0.0,0.0,0.0
CSR,2021,0.0,0.0,0.0
CSR,2022,0.0,0.0,0.0
CSR,2023,0.0,0.0,0.0
CSR,2024,0.0,0.0,0.0
CSR,2025,0.0,0.0,0.0
CUBE,2009,0.0,0.0,0.0
CUBE,2010,0.0,0.0,0.0
CUBE,2011,0.0,0.0,0.0
CUBE,2012,0.0,0.0,0.0
CUBE,2013,0.0,0.0,0.0
CUBE,2014,0.0,0.0,0.0
CUBE,2015,0.0,0.0,0.0
CUBE,2016,0.0,0.0,0.0
CUBE,2017,0.0,0.0,0.0
CUBE,2018,0.0,0.0,0.0
CUBE,2019,0.0,0.0,0.0
CUBE,2020,0.0,0.0,0.0
CUBE,2021,0.0,0.0,0.0
CUBE,2022,0.0,0.0,0.0
CUBE,2023,0.0,0.0,0.0
CUBE,2024,0.0,0.0,0.0
CUBE,2025,0.0,0.0,0.0
CUZ,2015,0.0,0.0,0.0
CUZ,2016,0.0,0.0,0.0
CUZ,2017,0.0,0.0,0.0
CUZ,2018,0.0,0.0,0.0
CUZ,2019,0.0,0.0,0.0
CUZ,2020,0.0,0.0,0.0
CUZ,2021,0.0,0.0,0.0
CUZ,2022,0.0,0.0,0.0
CUZ,2023,0.0,0.0,0.0
CUZ,2024,0.0,0.0,0.0
CUZ,2025,0.0,0.0,0.0
DEA,2022,0.0,0.0,0.0
DEA,2025,0.0,0.0,0.0
DLR,2024,0.0,0.0,0.0
DLR,2025,0.0,0.0,0.0
DOC,2009,0.0,0.0,0.0
DOC,2010,0.0,0.0,0.0
DOC,2014,0.0,0.0,0.0
DOC,2017,0.0,0.0,0.0
DOC,2018,0.0,0.0,0.0
DOC,2020,0.0,0.0,0.0
DOC,2021,0.0,0.0,0.0
DOC,2022,0.0,0.0,0.0
DOC,2023,0.0,0.0,0.0
DOC,2024,0.0,0.0,0.0
DOC,2025,0.0,0.0,0.0
DRH,2015,0.0,0.0,0.0
DRH,2016,0.0,0.0,0.0
DRH,2024,0.0,0.0,0.0
DRH,2025,0.0,0.0,0.0
DX,2020,0.0,0.0,0.0
DX,2022,0.0,0.0,0.0
EGP,2014,0.0,0.0,0.0
EGP,2015,0.0,0.0,0.0
EGP,2022,0.0,0.0,0.0
EGP,2023,0.0,0.0,0.0
EGP,2024,0.0,0.0,0.0
ELME,2009,0.0,0.0,0.0
ELME,2013,0.0,0.0,0.0
ELME,2014,0.0,0.0,0.0
ELME,2015,0.0,0.0,0.0
