ticker,year,mnir_score_pros,mnir_score_cons,genai_productivity_index
FRT,2023,-0.06588138821747261,-0.07443623573047478,-0.0701588119739737
FRT,2024,-0.002795637410897311,-0.030546595701196652,-0.016671116556046982
FRT,2025,-0.03096749235634967,0.07242192293200553,0.02072721528782793
FSP,2018,-0.09014466132999407,-0.007173442272442902,-0.04865905180121849
FSP,2023,-0.08464433747866446,0.05643522675673993,-0.014104555360962261
GNL,2024,0.31390341161094487,0.1884473330629649,0.25117537233695486
GTY,2022,-0.10680505086637014,-0.020380079073763935,-0.06359256497006704
GTY,2023,0.09409641841975286,0.09677192103774007,0.09543416972874647
GTY,2024,-0.44005921130402326,-0.03323011988327855,-0.2366446655936509
HHH,2014,-0.054882668525380526,-0.015186499189403117,-0.03503458385739182
HHH,2015,-0.09859845230144305,-0.022126254734574094,-0.060362353518008574
HHH,2016,-0.013802216228171703,-0.02276133286710248,-0.01828177454763709
HHH,2017,-0.014390207022127387,-0.0035934975414143146,-0.008991852281770851
HHH,2018,-0.03002628774408498,0.04514606836556965,0.007559890310742334
HHH,2019,-0.059901918460582626,-0.030809749664156845,-0.04535583406236973
HHH,2020,-0.05349365524275727,-0.03171363049663593,-0.042603642869696604
HHH,2021,-0.051223737522855174,-0.034927469602424474,-0.04307560356263983
HHH,2022,-0.05916244304020538,-0.001146391700047696,-0.03015441737012654
HHH,2023,-0.06126928768566014,-0.029203515775627336,-0.045236401730643735
HHH,2024,-0.06633607396061479,-0.07670619944973299,-0.07152113670517389
HHH,2025,-0.10593502133496603,-0.016554411755787906,-0.06124471654537697
HIW,2014,-0.18593967806323303,0.016140323132303472,-0.08489967746546478
HIW,2015,-0.028620980360263042,0.008598716768316398,-0.010011131795973321
HIW,2016,-0.08936071669095337,-0.026246004632763262,-0.057803360661858316
HIW,2017,-0.09334655551580737,-0.07973654347561193,-0.08654154949570965
HIW,2019,-0.010656978189982853,0.0039564670196338214,-0.003350255585174516
HIW,2020,-0.0002962444217968138,-0.0029284409952969994,-0.0016123427085469066
HIW,2021,-0.0450323971272107,-0.096721676244567,-0.07087703668588885
HIW,2022,-0.10637529259120637,-0.02404400796934874,-0.06520965028027756
HIW,2023,-0.02482267435547379,-0.04209990724554303,-0.03346129080050841
HIW,2024,-0.193609904954553,-0.14009731451475865,-0.16685360973465582
HIW,2025,-0.08587213723537154,-0.04754207687088555,-0.06670710705312854
HPP,2014,-0.06125719503681229,-0.004111701028911291,-0.03268444803286179
HPP,2015,0.03110918495459652,-0.02048030480630698,0.00531444007414477
HPP,2016,-0.05533415008428273,-0.029107975838841553,-0.04222106296156214
HPP,2017,-0.09871120861922786,-0.045845558233751534,-0.07227838342648969
HPP,2018,-0.03471808706496239,-0.019542313915749572,-0.02713020049035598
HPP,2019,-0.08100108790923326,-0.08648511587758523,-0.08374310189340925
HPP,2020,-0.14219429593389782,-0.16296009598949093,-0.1525771959616944
HPP,2021,-0.05297461924761148,-0.0416788713422919,-0.04732674529495169
HPP,2022,-0.10833097612323349,-0.0666090631320081,-0.0874700196276208
HPP,2023,-0.12786461326350426,-0.07546962207371423,-0.10166711766860925
HPP,2024,-0.023984405770291494,0.005845099416005863,-0.009069653177142815
HPP,2025,-0.06916456303839956,-0.15188897212490216,-0.11052676758165086
HR,2016,-0.11818357025023074,-0.02903981473304673,-0.07361169249163874
HR,2017,-0.027123408409369647,0.03729215293820601,0.00508437226441818
HR,2018,-0.07417485463158367,0.020827232831218487,-0.026673810900182594
HR,2019,-0.008540395786290764,-0.02634935215292336,-0.01744487396960706
HR,2020,-0.07625973743053088,-0.07539648763390926,-0.07582811253222008
HR,2021,-0.029248276682268926,-0.019894216834370315,-0.02457124675831962
HR,2022,0.015367127598374813,-0.015080483066896066,0.00014332226573937363
HR,2023,-0.07339432115060056,-0.09102417005684664,-0.0822092456037236
HR,2024,-0.05093778291325114,-0.04894735894426057,-0.049942570928755856
HR,2025,-0.028125923876709622,0.0160745533826193,-0.0060256852470451615
HST,2014,-0.05412832803531523,-0.008392515645961733,-0.031260421840638486
HST,2015,0.014402128752128287,0.06619434962318411,0.0402982391876562
HST,2017,-0.038592353255784924,0.004313095106212013,-0.017139629074786455
HST,2019,0.0,0.026227060132018365,0.013113530066009182
HST,2020,-0.03026839419614435,0.028920740958770858,-0.0006738266186867466
HST,2021,-0.0018453278771944255,0.004527693840782035,0.001341182981793805
HST,2022,-0.03456927565679916,-0.023564547999720728,-0.029066911828259944
HST,2024,0.09565292292277378,-0.0229824887743154,0.03633521707422919
HST,2025,0.05950319574621104,0.03899142991077423,0.04924731282849264
INN,2014,-0.01698590816336501,0.0508521073718573,0.016933099604246146
INN,2016,-0.007545217932775631,-0.10990571598677801,-0.05872546695977682
INN,2019,0.2086672764080777,0.0,0.10433363820403885
INN,2021,-0.06460659712899082,-0.05228639365808498,-0.0584464953935379
INN,2022,0.029603513602374558,-0.002201416750181328,0.013701048426096615
INN,2023,0.07337184330690172,0.07358928176094044,0.07348056253392107
INN,2024,-0.0687948429855649,-0.038979423730487836,-0.05388713335802637
INN,2025,-0.3292253510145586,0.037530356838968715,-0.14584749708779493
INVH,2014,-0.027376057380159018,-0.04167494102275335,-0.034525499201456186
INVH,2015,-0.06725180122028125,-0.061676945873640476,-0.06446437354696086
INVH,2016,-0.08243066769247917,-0.09064286674440483,-0.086536767218442
INVH,2017,-0.04748842341754487,-0.019829385986003988,-0.03365890470177443
INVH,2018,-0.04357526338892937,-0.04841116694911794,-0.04599321516902366
INVH,2019,-0.019210253720197846,-0.04941893079512416,-0.034314592257661
INVH,2020,-0.10575041547471882,-0.059904381694002695,-0.08282739858436075
INVH,2021,-0.07794226413927195,-0.0583068911348464,-0.06812457763705917
INVH,2022,-0.08072955376737853,-0.0737739971458169,-0.07725177545659771
INVH,2023,-0.07473741762041781,-0.0397464199046093,-0.057241918762513555
INVH,2024,-0.057434310954259604,-0.028161445185810968,-0.04279787807003529
INVH,2025,-0.04057601522814313,-0.047218564926428376,-0.04389729007728575
IRM,2023,-0.07577313854343527,-0.05164318839966882,-0.06370816347155205
IRM,2024,-0.072808649259911,-0.05862413016979374,-0.06571638971485237
IRM,2025,-0.04954305767657768,-0.07498186503208752,-0.062262461354332596
IVT,2014,-0.2205670794872139,-0.11561677749251265,-0.16809192848986326
IVT,2015,-0.08950931259831497,-0.1918461240347065,-0.14067771831651074
IVT,2016,-0.05910710589182347,0.026354307627570742,-0.016376399132126365
IVT,2017,-0.08556023524088631,-0.05488081117621254,-0.07022052320854942
IVT,2019,-0.10412908235937594,-0.009567364452120992,-0.056848223405748466
IVT,2020,0.0,0.057969515955543005,0.028984757977771503
IVT,2021,0.09409641841975286,0.0,0.04704820920987643
IVT,2022,-0.06586118238845723,-0.0013243107203162936,-0.03359274655438676
IVT,2024,-0.040019351305579244,0.016361572893758912,-0.011828889205910166
IVT,2025,0.05087072838063274,0.08087303273026175,0.06587188055544724
JBGS,2014,-0.11314302421105092,-0.00449543257252901,-0.05881922839178996
JBGS,2015,-0.09213436199714199,-0.01096402176686877,-0.05154919188200538
JBGS,2016,-0.1043294517553109,-0.08075334245974768,-0.09254139710752929
JBGS,2017,-0.07798482651999694,-0.08824932446547748,-0.08311707549273721
JBGS,2018,-0.06432104747122981,-0.05749423886321261,-0.060907643167221207
JBGS,2019,-0.0141372383516497,-0.05813704147645102,-0.03613713991405036
JBGS,2020,-0.040598890448702026,-0.0961313707834527,-0.06836513061607737
JBGS,2021,-0.08105661054309324,-0.03512494062960636,-0.0580907755863498
JBGS,2022,-0.12595112192629518,-0.04499683128285867,-0.08547397660457692
JBGS,2023,-0.04201576442808993,-0.015721966696138387,-0.028868865562114158
JBGS,2024,-0.03100388068237945,-0.019010353932034655,-0.025007117307207054
JBGS,2025,-0.01582115484177866,-0.002274460737612256,-0.009047807789695458
KIM,2014,-0.02784612364496854,0.022800464381040192,-0.0025228296319641744
KIM,2015,-0.08752136235993571,-0.025943283650878005,-0.05673232300540686
KIM,2016,-0.0634422505559394,-0.0480021791377814,-0.0557222148468604
KIM,2017,-0.02083790649031567,-0.01802083186147389,-0.01942936917589478
KIM,2018,0.0003243534964564986,0.011380118586683766,0.005852236041570132
KIM,2019,-0.057415992670149546,-0.09201690309059134,-0.07471644788037043
KIM,2020,-0.13320257107991185,-0.016135393302332927,-0.07466898219112239
KIM,2021,-0.06898640374244501,-0.04443461273966896,-0.05671050824105699
KIM,2022,-0.09321724060059698,-0.015400002512842449,-0.05430862155671971
KIM,2023,-0.01431302692867786,-0.030659681427030246,-0.02248635417785405
KIM,2024,-0.024764148195949024,0.011650444580937903,-0.0065568518075055605
KIM,2025,-0.046997791979082666,-0.04619575035969196,-0.04659677116938731
KRC,2014,-0.13611034535860148,-0.012059130334013119,-0.0740847378463073
KRC,2015,-0.02313948768099753,-0.022528827190552644,-0.022834157435775087
KRC,2016,-0.03160266838759934,-0.03034419781639453,-0.030973433101996937
KRC,2017,-0.08182822373806481,-0.009841429224103899,-0.045834826481084355
KRC,2018,-0.08192572655862651,0.05004337227837703,-0.01594117714012474
KRC,2019,-0.04708266100419094,-0.02316122661850445,-0.03512194381134769
KRC,2020,0.0011044842702193124,0.0010062621145518155,0.001055373192385564
KRC,2021,-0.03719451113325064,-0.028169535288708938,-0.03268202321097979
KRC,2022,0.046670404366456676,-0.08081091030982285,-0.017070252971683086
KRC,2023,-0.09556729454686747,-0.037048802491413936,-0.0663080485191407
KRC,2024,-0.07680723759992164,-0.03670731601320993,-0.05675727680656578
KRC,2025,-0.09879301308318016,-0.021743992591808262,-0.06026850283749421
KRG,2015,-0.05078660248719868,0.028147767629226536,-0.01131941742898607
KRG,2016,-0.01414187958649963,-0.005122996360952775,-0.009632437973726203
KRG,2017,-0.049136835025702416,-0.0755521653299361,-0.062344500177819256
KRG,2018,-0.1105191522810093,0.06416199504560353,-0.02317857861770288
KRG,2019,-0.024950707275627385,-0.07396971722371089,-0.049460212249669136
KRG,2020,-0.055505574050780965,-0.035797483631707185,-0.04565152884124407
KRG,2021,-0.05574723978787932,-0.03690380212961693,-0.046325520958748125
KRG,2022,-0.05027927412097126,-0.03657984698479419,-0.043429560552882725
KRG,2023,-0.10943727230450782,0.006066598409989302,-0.05168533694725926
KRG,2024,-0.014804733209265616,-0.03837260597209101,-0.026588669590678314
KRG,2025,-0.2214934743781165,-0.01700534878741296,-0.11924941158276474
LADR,2017,0.22297825086935127,0.14559328925304207,0.18428577006119667
LADR,2018,-0.00019822929360197028,0.0844706839957497,0.04213622735107386
LADR,2024,0.07057231381481464,0.12130954909539264,0.09594093145510364
LAMR,2014,-0.05406972393525669,-0.06592771842678552,-0.059998721181021106
LAMR,2015,-0.05672162614024231,-0.062098785163642256,-0.059410205651942286
LAMR,2016,-0.07520775699691229,-0.04742495184257036,-0.06131635441974133
LAMR,2017,-0.07875200667105592,-0.06265281847254957,-0.07070241257180274
LAMR,2018,-0.06261911243609611,-0.05842998651525661,-0.060524549475676356
LAMR,2019,-0.027942692810600345,-0.07520837580999737,-0.051575534310298855
LAMR,2020,-0.043978415224690134,0.004271784828941854,-0.01985331519787414
LAMR,2021,-0.05918710788353256,-0.02574247911815962,-0.04246479350084609
LAMR,2022,-0.05350930663763677,-0.03906796769933675,-0.04628863716848676
LAMR,2023,-0.0685809165343203,-0.0837180426818162,-0.07614947960806825
LAMR,2024,-0.07622261114729094,-0.06398704831835238,-0.07010482973282166
LAMR,2025,-0.05257224850238481,-0.046973764541999696,-0.049773006522192256
LINE,2014,-0.11811147313700257,-0.07682554847513606,-0.09746851080606932
LINE,2015,-0.041379509337149005,-0.0776089685641823,-0.05949423895066565
LINE,2016,-0.046377859260469875,-0.06107723534385695,-0.05372754730216341
LINE,2017,-0.06824289939663822,-0.10107369950508528,-0.08465829945086176
LINE,2018,-0.06751204954239325,-0.03261408426111403,-0.05006306690175363
LINE,2019,-0.08116465908850039,-0.07448813450284347,-0.07782639679567194
LINE,2020,-0.03442111088620841,-0.0683375402744025,-0.05137932558030546
LINE,2021,-0.08110179204070299,-0.053727820682475856,-0.06741480636158942
LINE,2022,-0.04638776965460761,-0.05349836862268119,-0.049943069138644394
LINE,2023,-0.047505559717573365,-0.039445712792869236,-0.0434756362552213
LINE,2024,-0.026954378066358604,-0.05435164828624349,-0.040653013176301045
LINE,2025,-0.023034317504652246,-0.020287823277053904,-0.021661070390853077
LXP,2015,0.028323224109018715,-0.03566128093226825,-0.0036690284116247685
LXP,2017,0.03403734641135218,0.0,0.01701867320567609
LXP,2019,0.0,0.0,0.0
LXP,2021,0.16664055654186913,0.24701922813696456,0.20682989233941684
LXP,2022,-0.05078660248719868,0.0,-0.02539330124359934
MAA,2014,-0.16672014109489208,-0.11706665665542802,-0.14189339887516006
MAA,2015,-0.15209600419397232,-0.13087037051206055,-0.14148318735301643
MAA,2016,-0.12376539483206299,-0.14659190448819637,-0.13517864966012968
MAA,2017,-0.15514367240987728,-0.10020722222622129,-0.12767544731804928
MAA,2018,-0.1978709714598447,-0.15458497750424915,-0.1762279744820469
MAA,2019,-0.20355475974632892,-0.1739088133094278,-0.18873178652787836
MAA,2020,-0.12283026246657544,-0.12933593585828723,-0.12608309916243132
MAA,2021,-0.13405446155097378,-0.12751790730767992,-0.13078618442932685
MAA,2022,-0.11877685615836318,-0.11079774743900879,-0.11478730179868599
MAA,2023,-0.1571261265990884,-0.08043080344575128,-0.11877846502241984
MAA,2024,-0.11347830381540504,-0.12025599950307295,-0.116867151659239
MAA,2025,-0.14452126053902425,-0.11991290934585516,-0.13221708494243972
MAC,2014,-0.07437631915501713,-0.08757787040466833,-0.08097709477984273
MAC,2015,-0.06130051479869843,-0.0606839969233144,-0.060992255861006414
MAC,2016,-0.06326933736736594,-0.05024660505368506,-0.056757971210525504
MAC,2017,-0.06636855889210477,-0.022030801348192484,-0.04419968012014863
MAC,2018,-0.039850219872067896,-0.02400851183408065,-0.03192936585307427
MAC,2019,-0.05532180916900227,-0.06309029065803687,-0.05920604991351957
MAC,2020,-0.04086123986970761,-0.00033778706701182055,-0.020599513468359715
MAC,2021,-0.04704346783207304,0.014155894656481498,-0.016443786587795772
MAC,2022,-0.012935094606337206,-0.01008010275781228,-0.011507598682074743
MAC,2023,-0.023788101856963194,0.0408433035386187,0.008527600840827754
MAC,2024,-0.06278904837129959,-0.012604119681411615,-0.0376965840263556
MAC,2025,-0.03423313928225996,-0.06447983574416767,-0.049356487513213816
MFA,2020,-0.021313956379965707,0.24261909819078528,0.11065257090540978
MFA,2021,0.09206330839550869,-0.006738632160297971,0.042662338117605364
MFA,2022,-0.028227365149673705,0.051138777134622546,0.01145570599247442
MFA,2023,-0.1253228078027369,0.13883758137424754,0.006757386785755312
MFA,2024,-0.0380648953083388,0.0,-0.0190324476541694
MPW,2022,-0.004351858629606055,0.0,-0.0021759293148030275
MPW,2023,-0.03373543738322611,0.007029604526039651,-0.01335291642859323
MPW,2024,-0.11271883996433418,-0.014738172427848412,-0.0637285061960913
MPW,2025,-0.040181175060261545,-0.05196526543219568,-0.04607322024622861
NHI,2021,0.026159831963201263,0.08087303273026175,0.05351643234673151
NNN,2014,0.009971582783118747,-0.027158295690780723,-0.008593356453830988
NNN,2015,-0.05671424381136823,0.08554290141669611,0.014414328802663943
NNN,2021,-0.0371412949307151,-0.03888213558358394,-0.038011715257149525
NNN,2022,-0.01644083202502411,-0.02124271568812163,-0.01884177385657287
NNN,2023,-0.18477326394063298,-0.12843322582333908,-0.15660324488198601
NNN,2025,0.02272241366862561,0.20105943709761767,0.11189092538312165
NREF,2021,-0.12165471916681574,-0.046728276281929715,-0.08419149772437273
NREF,2022,-0.07497851413617387,-0.013078456510222132,-0.044028485323198
NREF,2023,0.013263362393960143,-0.050460471320698946,-0.0185985544633694
NREF,2024,-0.006591545809602396,0.020471218207600447,0.006939836198999025
NREF,2025,0.11470474525162513,0.11812125418449262,0.11641299971805888
NSA,2020,-0.10889371382134623,-0.02025773510103447,-0.06457572446119035
NSA,2021,-0.23164422396720388,-0.15216435131281567,-0.19190428764000977
NSA,2022,-0.13398689884119125,-0.050487440934067755,-0.0922371698876295
NSA,2023,-0.09451870285925035,-0.079320675215586,-0.08691968903741817
NSA,2024,-0.13384156307620104,-0.09523126014371161,-0.11453641160995633
NSA,2025,-0.050771722177183856,-0.07109969905328944,-0.06093571061523665
NTST,2022,-0.09750893881049001,0.0008698556793932961,-0.04831954156554836
NTST,2023,0.02949065243633619,0.04402962201061248,0.036760137223474335
NTST,2024,-0.026342711176070076,0.1036140139329633,0.03863565137844661
O,2015,-0.04686864836726049,0.051588704796935135,0.0023600282148373217
O,2016,-0.01586381714161359,0.009183479098150323,-0.0033401690217316343
O,2017,-0.10919499087532036,-0.032254846000818814,-0.07072491843806959
O,2018,0.04925835743484894,-0.0634269681788258,-0.007084305371988432
O,2019,0.0,-0.01990267625241112,-0.00995133812620556
O,2020,-0.04429762217284973,-0.0006500839709846044,-0.02247385307191717
O,2021,-0.024287977266829318,-0.0166404285479425,-0.02046420290738591
O,2022,-0.030397288781680104,-0.01932334642683636,-0.024860317604258234
O,2023,-0.026548470206939002,-0.05337741536093962,-0.03996294278393931
O,2024,-0.03288390795453999,-0.013866486435005074,-0.023375197194772532
O,2025,-0.09420190814239936,-0.03716274536709231,-0.06568232675474583
OHI,2014,0.06946795144186602,0.03775686973552641,0.053612410588696216
OHI,2015,0.13360419312625393,0.0895634389229764,0.11158381602461517
OHI,2016,0.10812264739219182,0.06738876993088525,0.08775570866153853
OHI,2017,0.1358422850387962,0.08991022008361393,0.11287625256120506
OHI,2018,0.1585442396470959,0.13549545683038972,0.1470198482387428
OHI,2019,0.11006023347882805,0.09863817633700245,0.10434920490791524
OHI,2020,0.12776770383944352,0.0945889861514004,0.11117834499542197
OHI,2021,0.12388350736027685,0.11718230096372204,0.12053290416199944
OHI,2022,0.12185479420187391,0.08669775007686711,0.10427627213937052
OHI,2023,0.08554571895115971,0.08837127427739096,0.08695849661427534
OHI,2024,0.09416573474829726,0.07172250354442262,0.08294411914635993
OHI,2025,0.08520439742741763,0.07001187847172848,0.07760813794957305
OUT,2014,-0.04063615486540875,-0.02191312506502746,-0.03127463996521811
OUT,2015,-0.011298311705883406,-0.0206618138011888,-0.015980062753536105
OUT,2016,-0.09711449545513785,-0.06635564832541845,-0.08173507189027815
OUT,2017,-0.07106705387651947,-0.04541146961657974,-0.05823926174654961
OUT,2018,-0.09467204729411532,-0.09166966197989307,-0.0931708546370042
OUT,2019,-0.044854128039552195,-0.03284922363670172,-0.03885167583812696
OUT,2020,-0.046219045951551005,-0.033271855222828176,-0.03974545058718959
OUT,2021,-0.05377158101061931,-0.053285109479107806,-0.05352834524486356
OUT,2022,-0.056570964188538776,0.003640855252181946,-0.026465054468178414
OUT,2023,-0.030870209715792612,-0.027406581049499862,-0.02913839538264624
OUT,2024,-0.028556290801860083,-0.020746081082005177,-0.024651185941932628
OUT,2025,-0.03595431750913257,-0.024071434335234527,-0.030012875922183546
PDM,2015,-0.08628940051472589,-0.029100102516193067,-0.057694751515459476
PDM,2016,-0.07396218409554353,0.023122158492689678,-0.025420012801426927
PDM,2017,-0.031216939494307868,-0.06029979443522223,-0.04575836696476505
PDM,2018,0.04450309470235877,0.09940372969653809,0.07195341219944842
PDM,2019,-0.23528138081395905,-0.13535552528941325,-0.18531845305168615
PDM,2020,-0.07518470115965432,-0.08761358339726433,-0.08139914227845932
PDM,2021,0.014851343557253214,-0.23384169257878257,-0.10949517451076468
PDM,2022,0.0,-0.31363438023444357,-0.15681719011722178
PDM,2024,0.004415670558715289,-0.09289960349460555,-0.04424196646794513
PEB,2015,-0.06541323800209992,-0.13890180817509168,-0.1021575230885958
PEB,2016,-0.04732444664315393,0.07006072118972786,0.011368137273286966
PEB,2020,-0.21166088471715572,-0.06719188976402445,-0.1394263872405901
PEB,2021,0.0,0.0748752115606474,0.0374376057803237
PEB,2022,-0.0399939788007387,-0.0332144643137518,-0.03660422155724525
PEB,2023,0.15033622175030834,-0.07159200047692475,0.03937211063669179
PEB,2024,0.10710089582437671,-0.006755903184929031,0.05017249631972384
PGRE,2016,-0.01410919749094577,0.038714465454657426,0.012302633981855828
PGRE,2017,0.09770190785691202,0.048805985534613516,0.07325394669576277
PGRE,2018,0.059818911980538195,-0.07692343972180452,-0.00855226387063316
PGRE,2019,-0.21941174842580868,0.007359776413489061,-0.10602598600615981
PGRE,2021,0.023927564792215278,-0.001825310993333433,0.011051126899440922
PGRE,2022,-0.11246978338599237,-0.03350227809678829,-0.07298603074139033
PGRE,2023,-0.1453437444612634,-0.041419802763947466,-0.09338177361260544
PGRE,2024,0.1455018818257228,0.0,0.0727509409128614
PGRE,2025,-0.0015812527758968693,0.09703847673440542,0.04772861197925428
PK,2019,-0.34834535141858275,0.0023973090007297013,-0.17297402120892652
PK,2020,-0.12713329879591356,-0.09144857138888095,-0.10929093509239726
PK,2021,0.03696695391878615,0.12130954909539264,0.07913825150708939
PK,2022,-0.05602137945526542,0.0,-0.02801068972763271
PK,2024,-0.09452587557815521,-0.07120423416878978,-0.0828650548734725
PK,2025,-0.0676125982835142,-0.05935428410394801,-0.0634834411937311
PLYM,2021,0.054018119022758715,0.0,0.027009059511379357
PLYM,2022,-0.0806916826589243,-0.017398052735774754,-0.04904486769734953
PLYM,2024,-0.08668767827973027,0.036331044328047034,-0.02517831697584162
PLYM,2025,0.03787068944770935,-0.03606549915142156,0.0009025951481438955
PMT,2014,-0.05135677177297361,-0.02806966768522964,-0.03971321972910163
PMT,2015,0.007806576684970137,-0.033707858586498426,-0.012950640950764144
PMT,2016,-0.03501350463839736,-0.029074851011566667,-0.03204417782498201
PMT,2017,-0.05078669144378244,-0.044115373301411166,-0.047451032372596805
PMT,2018,-0.043623209682435785,-0.014478952007318094,-0.02905108084487694
PMT,2019,-0.03774209907340027,-0.0391602386765562,-0.03845116887497824
PMT,2020,-0.05842122493648453,-0.01940111155858364,-0.038911168247534086
PMT,2021,-0.04002164693156692,-0.029631997900760043,-0.034826822416163486
PMT,2022,-0.04321298850067673,-0.043377171797708135,-0.043295080149192436
PMT,2023,-0.029006610647143837,-0.030565932553141374,-0.029786271600142605
PMT,2024,-0.027512544434432396,-0.0366156254689991,-0.03206408495171575
PMT,2025,-0.017146932500178944,-0.006819966270374193,-0.011983449385276568
PSA,2014,-0.11891759894056753,-0.16865097364800688,-0.1437842862942872
PSA,2015,-0.12420946964062797,-0.15975795196913084,-0.1419837108048794
PSA,2016,-0.1318686136323879,-0.1646129169676302,-0.14824076530000904
PSA,2017,-0.12115918365775845,-0.16598948475438874,-0.1435743342060736
PSA,2018,-0.1399796635612185,-0.19704000720702008,-0.1685098353841193
PSA,2019,-0.17817501547360548,-0.17266535382353645,-0.17542018464857095
PSA,2020,-0.18807842739650554,-0.1777517930463286,-0.18291511022141707
PSA,2021,-0.16522716798604944,-0.17961998126823925,-0.17242357462714436
PSA,2022,-0.16941382296722382,-0.19246485790862264,-0.18093934043792323
PSA,2023,-0.16117730914633657,-0.1950466164784787,-0.17811196281240765
PSA,2024,-0.1939932111106557,-0.1659008882532925,-0.1799470496819741
PSA,2025,-0.14183043133717665,-0.1454526662421094,-0.14364154878964303
PSTL,2022,0.10953648343575423,-0.05193231364291415,0.028802084896420038
RC,2019,0.02543536419031637,-0.0029184401808255564,0.011258462004745406
RC,2020,0.07462789176138925,0.04400060027101507,0.05931424601620216
RC,2021,0.029625747087737395,0.03788197678364558,0.033753861935691486
RC,2022,0.04288870717221943,-0.005871514895710122,0.018508596138254653
RC,2023,0.10593900332315984,-0.1157923525136174,-0.004926674595228782
RC,2024,0.00872419642860929,-0.023235969481672572,-0.007255886526531641
RC,2025,-0.043349457178524245,0.08470357964082158,0.020677061231148666
REG,2014,-0.07052311373025161,-0.033911802481125096,-0.052217458105688355
REG,2015,-0.09067670073059163,-0.008359178683914815,-0.049517939707253225
REG,2016,-0.12252171946289779,-0.09473407470514289,-0.10862789708402035
REG,2017,-0.07773009244532919,-0.06353035440163758,-0.07063022342348338
REG,2018,-0.003863692339918367,-0.06181980021451841,-0.03284174627721839
REG,2019,-0.04786493068277338,-0.033028434406955576,-0.04044668254486448
REG,2020,-0.1858442682200771,-0.08537059117150604,-0.13560742969579156
REG,2021,-0.0772898320294722,0.00012239920649874609,-0.03858371641148673
REG,2022,-0.08856345776621193,0.0009891111459968925,-0.043787173310107515
REG,2023,-0.07426958752416302,-0.0491447194751945,-0.06170715349967876
REG,2024,-0.0645698013314703,-0.031326025521229664,-0.047947913426349985
REG,2025,-0.042924938500119,-0.02493164615166776,-0.03392829232589338
RHP,2016,-0.1772061412045746,-0.04512356565765652,-0.11116485343111555
RHP,2017,-0.10949778582141208,-0.02668802903955766,-0.06809290743048486
RHP,2018,-0.0791967186737558,-0.03851102278819954,-0.05885387073097767
RHP,2019,-0.06699467640809101,-0.0842069856398492,-0.07560083102397011
RHP,2020,-0.07284148261266551,-0.0127822357846627,-0.04281185919866411
RHP,2021,-0.044223736457046595,-0.009859383220049811,-0.027041559838548203
RHP,2022,-0.051613366041522876,-0.051757496578332826,-0.05168543130992785
RHP,2023,-0.057945278307459235,-0.05780328918884736,-0.0578742837481533
RHP,2024,-0.10537612328047563,-0.04579510551934386,-0.07558561439990974
RHP,2025,-0.09823854901859491,-0.04635401201967528,-0.0722962805191351
RLJ,2024,-0.11547857998357147,0.03164306185260643,-0.04191775906548252
RLJ,2025,0.009744523778384263,-0.044280122583868105,-0.01726779940274192
RPT,2019,-0.018351199793564338,0.0,-0.009175599896782169
RPT,2020,-0.10017929300912762,-0.054016583932573345,-0.07709793847085047
RPT,2025,0.0043378246543042155,0.05236903036050493,0.02835342750740457
SAFE,2024,0.03322266145041814,0.08462530178213462,0.05892398161627638
SBAC,2014,-0.03493637976072531,-0.05695864422093517,-0.04594751199083024
SBAC,2015,-0.07746872155307796,-0.07242238921357225,-0.0749455553833251
SBAC,2016,-0.0392083729150354,-0.016689817074110724,-0.027949094994573064
SBAC,2017,-0.023099675492787814,-0.034950913666259326,-0.029025294579523568
SBAC,2018,-0.03894225671022972,-0.037940303448077646,-0.03844128007915368
SBAC,2019,-0.044722884464796116,-0.06958102953475394,-0.05715195699977503
SBAC,2020,-0.03534084406623103,0.0030637391778747065,-0.016138552444178163
SBAC,2021,-0.042487106753036116,-0.02745037962695878,-0.034968743189997445
SBAC,2022,-0.033130593262702485,-0.03431678849972261,-0.03372369088121255
SBAC,2023,-0.05397003522588671,-0.033184563106713416,-0.043577299166300064
SBAC,2024,-0.041897275086618384,-0.01604967024205231,-0.028973472664335347
SBAC,2025,-0.04829533581430912,-0.01773392097783011,-0.03301462839606961
SILA,2017,-0.03373543738322611,0.08087303273026175,0.02356879767351782
SILA,2018,0.1095947579690964,0.0784709887240096,0.094032873346553
SILA,2019,-0.007755781966429781,0.029590187148855685,0.010917202591212953
SILA,2021,-0.11177113668131372,0.0,-0.05588556834065686
SILA,2022,0.0,-0.08530420169372395,-0.042652100846861975
SILA,2023,-0.10467599747416204,-0.12087589770427548,-0.11277594758921876
SITC,2020,-0.039078427160428184,0.01306655188596468,-0.013005937637231752
SITC,2021,0.10973203231625413,0.0841846519171614,0.09695834211670776
SITC,2022,-0.10467511799110286,-0.06312685326592544,-0.08390098562851415
SITC,2023,0.020172143321220037,-0.15483979666867798,-0.06733382667372897
SITC,2024,-0.015560616012882583,-0.020002841809455413,-0.017781728911168998
SITC,2025,-0.28930023685137507,0.0,-0.14465011842568753
SKT,2014,-0.10980326757179995,-0.12489092920414234,-0.11734709838797114
SKT,2015,-0.10779628010425586,-0.018850939552833255,-0.06332360982854456
SKT,2016,-0.03424873105317684,-0.03921851295437249,-0.03673362200377467
SKT,2017,-0.07342986826765167,-0.0770065325272277,-0.07521820039743968
