ticker,year,mnir_score_pros,mnir_score_cons,genai_productivity_index
DOC,2024,-0.05789352098702346,-0.07137618785770297,-0.06463485442236322
DOC,2025,-0.0976376520476363,-0.05580951128204517,-0.07672358166484074
DRH,2015,0.012768908190066227,0.03744870698000298,0.025108807585034604
DRH,2016,-0.04231815382018662,-0.031822861310789284,-0.03707050756548795
DRH,2024,-0.14136780618664657,0.0,-0.07068390309332329
DRH,2025,-0.10009507871615306,0.04369015814333681,-0.028202460286408125
DX,2020,0.09941517990513216,0.07132860933282631,0.08537189461897923
DX,2022,-0.02841860850662094,-0.004480788015894584,-0.016449698261257764
EGP,2014,-0.22437903617806734,-0.026725193041328834,-0.1255521146096981
EGP,2015,-0.14499637480818076,-0.069252232316701,-0.10712430356244088
EGP,2022,0.09367666001405599,0.11230270552270939,0.10298968276838269
EGP,2023,0.0,-0.24037032858239146,-0.12018516429119573
EGP,2024,-0.08893218768037478,0.12130954909539264,0.01618868070750893
ELME,2014,-0.0588350507859097,-0.06174205783313036,-0.06028855430952003
ELME,2015,-0.07599297421755212,0.048121496284202654,-0.013935738966674733
ELME,2016,-0.04510615344969132,-0.010624768239030049,-0.027865460844360687
ELME,2018,0.0661201901023561,0.0,0.03306009505117805
ELME,2019,0.023366819929543224,-0.19292724750393292,-0.08478021378719484
ELME,2020,-0.012659702852012459,0.044935308518787215,0.01613780283338738
ELME,2021,-0.188046868531276,-0.10534554055328088,-0.14669620454227844
ELME,2022,0.011201738941468045,-0.027383936168029005,-0.00809109861328048
ELME,2023,-0.12461180427728925,0.013989011240440547,-0.05531139651842435
ELME,2024,-0.11463431799398202,-0.06916699301733457,-0.09190065550565829
ELME,2025,-0.15752480598531954,0.042249450321267944,-0.057637677832025794
ELS,2014,-0.10597736421571143,-0.11201343729308018,-0.1089954007543958
ELS,2015,-0.06597580719947874,-0.07989572258628065,-0.0729357648928797
ELS,2016,-0.0867825341879141,-0.054849286496009356,-0.07081591034196172
ELS,2017,-0.09409760570829828,-0.0795635176754863,-0.0868305616918923
ELS,2018,-0.07270917492368667,-0.054286893076234355,-0.06349803399996051
ELS,2019,-0.08039640331276732,-0.018580403754609637,-0.049488403533688476
ELS,2020,-0.0927284853660124,-0.04443702769856401,-0.06858275653228821
ELS,2021,-0.0849839898817545,-0.08717727531087004,-0.08608063259631227
ELS,2022,-0.04892688014359892,-0.036998867368591815,-0.042962873756095366
ELS,2023,-0.08745031354687882,-0.06776401801182695,-0.0776071657793529
ELS,2024,-0.07013025161876309,-0.0607966565951171,-0.0654634541069401
ELS,2025,-0.051282855601940666,-0.05917957462783366,-0.05523121511488716
EPRT,2020,0.0,-0.01087686973480867,-0.005438434867404335
EPRT,2024,0.0,-0.014872651723816459,-0.007436325861908229
EPRT,2025,-0.12465887387704239,0.0,-0.06232943693852119
EQIX,2014,-0.042794171189342374,-0.03263423405891065,-0.03771420262412652
EQIX,2015,-0.05349539958431063,-0.007352567688820746,-0.030423983636565687
EQIX,2016,-0.03357218403909825,-0.02015069216061502,-0.026861438099856635
EQIX,2017,-0.04093586462559364,-0.0015233757231250923,-0.02122962017435937
EQIX,2018,-0.026823795135639535,-0.021884247092694837,-0.024354021114167186
EQIX,2019,-0.04878953218137414,-0.00994506724874698,-0.02936729971506056
EQIX,2020,-0.08453408287985366,-0.019214966314492363,-0.05187452459717301
EQIX,2021,-0.05113527981104506,-0.020970482134183725,-0.036052880972614394
EQIX,2022,-0.03729428755754336,-0.00838327397560471,-0.022838780766574036
EQIX,2023,-0.01918061276650307,-0.007861072129775685,-0.013520842448139378
EQIX,2024,-0.019081385499909773,-0.0043609602350583535,-0.011721172867484062
EQIX,2025,-0.02135598318985534,-0.023212821228530002,-0.022284402209192672
EQR,2014,-0.10515172478183965,-0.09350568617451592,-0.09932870547817779
EQR,2015,-0.14428872797302153,-0.14348855196436588,-0.14388863996869372
EQR,2016,-0.1258113037891476,-0.10868969937446642,-0.117250501581807
EQR,2017,-0.14940902087904656,-0.13261406290527164,-0.1410115418921591
EQR,2018,-0.1733873280442974,-0.14048857496927605,-0.15693795150678674
EQR,2019,-0.15477763979535433,-0.12353545738608665,-0.1391565485907205
EQR,2020,-0.18556557540578533,-0.14261288353994978,-0.16408922947286755
EQR,2021,-0.1785958481908895,-0.10054381313362461,-0.13956983066225706
EQR,2022,-0.13928353308774458,-0.12403958629095942,-0.131661559689352
EQR,2023,-0.16055781859321888,-0.10062776095486217,-0.13059278977404054
EQR,2024,-0.10919794308146934,-0.10946593976914831,-0.10933194142530883
EQR,2025,-0.1256139154971182,-0.07881020043706097,-0.10221205796708958
ESRT,2015,-0.0269489488553732,-0.026463251983755005,-0.026706100419564102
ESRT,2016,-0.035763778645339576,-0.017053401317181083,-0.02640858998126033
ESRT,2017,-0.06081760875879641,-0.04519033130941324,-0.05300397003410483
ESRT,2018,-0.006792703608013017,-0.021381750185004912,-0.014087226896508966
ESRT,2019,-0.04493393899738322,-0.01554410512493906,-0.03023902206116114
ESRT,2020,-0.07007354342293913,-0.05478589136153944,-0.062429717392239285
ESRT,2021,-0.02863347170764345,-7.790832432351793e-05,-0.014355690015983484
ESRT,2022,-0.021954768560373348,-0.027322559547846986,-0.024638664054110165
ESRT,2023,0.06108305545236025,-0.022877426017957822,0.019102814717201214
ESRT,2024,0.052841448720613804,-0.0487615164667988,0.0020399661269075026
ESRT,2025,-0.05670795765225027,-0.04235658413108793,-0.0495322708916691
ESS,2014,-0.10751620745079903,-0.08390683320060117,-0.0957115203257001
ESS,2015,-0.0763384242900241,-0.13607743417756676,-0.10620792923379543
ESS,2016,-0.1541719526847421,-0.1055833357063657,-0.1298776441955539
ESS,2017,-0.10070149662846595,-0.11402835263575564,-0.1073649246321108
ESS,2018,-0.1811159456325864,-0.10355907003147745,-0.14233750783203192
ESS,2019,-0.09911262765143289,-0.01673301050820337,-0.05792281907981813
ESS,2020,-0.14160335804349963,-0.07938569985485898,-0.1104945289491793
ESS,2021,-0.16392343995073017,-0.1163336815390671,-0.14012856074489863
ESS,2022,-0.16508337264898107,-0.12571304271865377,-0.14539820768381742
ESS,2023,-0.13270936456041207,-0.06148274291654234,-0.09709605373847721
ESS,2024,-0.12647235430001758,-0.09494223884927587,-0.11070729657464673
ESS,2025,-0.08233043487041947,-0.06956814408691735,-0.07594928947866841
EXR,2014,-0.13115988939295464,-0.12987332413400762,-0.13051660676348115
EXR,2015,-0.19099922246559548,-0.14758475154423475,-0.1692919870049151
EXR,2016,-0.20455662181703482,-0.14582883152498907,-0.17519272667101193
EXR,2017,-0.17956357681082022,-0.13129208949508084,-0.15542783315295053
EXR,2018,-0.1652407072197549,-0.14395047017124557,-0.15459558869550022
EXR,2019,-0.19839675672159104,-0.11785346449674634,-0.1581251106091687
EXR,2020,-0.1953377876079708,-0.13796719970749624,-0.16665249365773352
EXR,2021,-0.18871142378384087,-0.16035381785646166,-0.17453262082015125
EXR,2022,-0.20932784423627646,-0.15748823210851245,-0.18340803817239446
EXR,2023,-0.19906248462018308,-0.15117957632827447,-0.17512103047422878
EXR,2024,-0.2064739889342102,-0.175705606165871,-0.1910897975500406
EXR,2025,-0.1724471289348121,-0.1630124935894848,-0.16772981126214845
FCPT,2021,-0.05081445615763197,-0.05399450938318907,-0.052404482770410515
FCPT,2024,-0.02149311226641674,-0.014644453545112207,-0.018068782905764476
FR,2014,-0.11497699466232969,-0.013377496610473095,-0.0641772456364014
FR,2015,-0.07304188716485194,-0.06604884044497174,-0.06954536380491183
FR,2016,-0.011447966444847649,0.002626011385200427,-0.004410977529823611
FR,2017,0.053244850697005255,-0.091462952790575,-0.01910905104678487
FR,2018,0.015123166966541781,0.04406296653379779,0.02959306675016979
FR,2019,-0.10243351266039062,0.061295056780708096,-0.020569227939841263
FR,2020,-0.01052033441136521,-0.17721781132219305,-0.09386907286677913
FR,2021,-0.12360743114213817,0.0,-0.06180371557106908
FR,2022,0.017617105531172003,-0.022382610351904603,-0.0023827524103663
FR,2024,-0.04721616089538698,0.008726108810832942,-0.01924502604227702
FRT,2014,-0.055901954775405265,-0.13520659617552158,-0.09555427547546343
FRT,2015,-0.03374202441638823,-0.011507104064758744,-0.022624564240573488
FRT,2016,-0.04201251459322504,-0.025982984433361375,-0.03399774951329321
FRT,2017,-0.08061993734776893,-0.01695297816967107,-0.048786457758719995
FRT,2018,-0.04544639702899935,0.0009884381873876552,-0.022228979420805848
FRT,2019,-0.05078660248719868,-0.04454198840221472,-0.0476642954447067
FRT,2020,-0.10339529778836219,-0.031974346556132724,-0.06768482217224746
FRT,2021,0.031290955877736774,-0.018709815100064676,0.006290570388836049
FRT,2022,-0.026278396319913515,0.03978609295337156,0.006753848316729021
