word,coef,t_stat,p_value,converged,mean_count,std_count,status,section
alreadi,-12.31242150273667,-0.0009295709728223248,0.9992583097794306,True,0.037267080745341616,0.21977398773856066,success,pros
alright,-19.208464807166187,-5.3816485304796317e-05,0.9999570606572794,True,0.020703933747412008,0.14948469570339293,success,pros
also,-15.314397624992242,-0.0011138002106869775,0.9991113161918168,True,0.6946169772256728,2.2413653060298078,success,pros
altern,2.2610335259693453,5.2094414446876625e-06,0.9999958434671009,True,0.005175983436853002,0.08496814701437017,success,pros
although,-13.529706691490905,-0.0008388821106348077,0.9993306689940947,True,0.06832298136645963,0.3009486093260669,success,pros
alway,-16.337990409760458,-0.0009381617230111182,0.9992514553554781,True,1.1770186335403727,3.9749122434763375,success,pros
amaz,-16.24114599152304,-0.0014354880040879448,0.998854646677678,True,1.025879917184265,3.0699830729819753,success,pros
amazon,3.7135719107997613,4.645383049440163e-06,0.9999962935205858,True,0.004140786749482402,0.06421557937586261,success,pros
ambigu,4.657637915335813,8.315588180975793e-06,0.9999933651205765,True,0.003105590062111801,0.07187724777159402,success,pros
ambit,-19.190739766530168,-3.400467250582877e-05,0.9999728681968176,True,0.008281573498964804,0.09062554297407573,success,pros
ambiti,1.7408947676237116,4.3537563809971055e-06,0.9999965262050021,True,0.016563146997929608,0.13549613475740102,success,pros
amen,-15.234056685608277,-0.0011177452459427328,0.9991081685110538,True,0.035196687370600416,0.1898111533695474,success,pros
america,-18.622354259735033,-5.3463121988259676e-05,0.9999573426004136,True,0.021739130434782608,0.16576405149170825,success,pros
american,-20.669151054708667,-5.929430495139774e-05,0.9999526899895634,True,0.059006211180124224,0.42396707502677944,success,pros
americold,-5.514099096508613,-0.0004220493487617935,0.9996632533507233,True,0.038302277432712216,0.45681272210797663,success,pros
amh,2.8467551145067085,5.037168216945203e-06,0.9999959809212495,True,0.008281573498964804,0.15740437108694172,success,pros
among,-18.75394371813554,-8.390448956809631e-05,0.9999330539032701,True,0.052795031055900624,0.25801329955960933,success,pros
amongst,-12.951528969807567,-0.0008926259370246169,0.9992877876408555,True,0.031055900621118012,0.19053244285935364,success,pros
amount,-14.788706040638978,-0.0007983492868431867,0.9993630094975654,True,0.14078674948240166,0.5275563828946744,success,pros
ampl,-18.994188676992785,-8.983693032179779e-05,0.9999283205004027,True,0.059006211180124224,0.2942454398005326,success,pros
ampm,-5.495721720141772,-6.264741081152529e-06,0.9999950014598139,True,0.009316770186335404,0.1156319796990124,success,pros
analysi,-19.995709632720406,-3.06842547740782e-05,0.9999755175068599,True,0.006211180124223602,0.09079093974857431,success,pros
analyst,-21.300815043592124,-6.672123562713983e-05,0.9999467641562549,True,0.025879917184265012,0.20938884269098818,success,pros
analyt,-19.91969228945482,-3.3016640693659886e-05,0.9999736565321458,True,0.007246376811594203,0.08481666601970744,success,pros
andor,-18.787706883171055,-4.708013192123004e-05,0.9999624354896334,True,0.016563146997929608,0.13549613475740102,success,pros
angel,0.8802897846989185,2.111195533579486e-06,0.9999983155096789,True,0.002070393374741201,0.04545444803333364,success,pros
anger,0.0,0.0,1.0,False,0.0,0.0,zero_variance,pros
angri,2.5725182939822826,3.2178625071918404e-06,0.9999974325171868,True,0.004140786749482402,0.06421557937586261,success,pros
anim,60.27885627746582,0.00021743155252956426,0.9998265147225722,False,0.0010351966873706005,0.03215781483852809,not_converged,pros
anniversari,1.2134360472054493,2.6284043932721363e-06,0.9999979028367151,True,0.012422360248447204,0.11076120807532303,success,pros
announc,-20.616027017356075,-3.163714661776057e-05,0.9999747572091701,True,0.006211180124223602,0.07856590460045662,success,pros
annoy,4.222704621350103,5.285691898666168e-06,0.9999957826280409,True,0.004140786749482402,0.06421557937586261,success,pros
annual,-14.478829714707901,-0.0011214829273143853,0.9991051862746633,True,0.10662525879917184,0.3914426234813157,success,pros
anonym,5.488068476214267,9.322444840553295e-06,0.9999925617651929,True,0.0010351966873706005,0.03215781483852809,success,pros
anoth,-14.696674132986255,-0.0008685727382931257,0.9993069793093196,True,0.16873706004140787,0.6014955990755865,success,pros
answer,-17.68780964758397,-9.72347882459245e-05,0.9999224178638079,True,0.07971014492753623,0.4278870021214141,success,pros
anticip,3.245382933050838,4.732055770170354e-06,0.9999962243657602,True,0.002070393374741201,0.04545444803333364,success,pros
antiqu,-18.727559503064953,-3.1891874507016386e-05,0.9999745539657201,True,0.0010351966873706005,0.03215781483852809,success,pros
anxieti,-0.10896121724291369,-1.3943750204999551e-08,0.999999988874497,False,0.0010351966873706005,0.03215781483852809,not_converged,pros
anybodi,-16.553320308386677,-2.5401891545024946e-05,0.9999797322229232,True,0.006211180124223602,0.07856590460045662,success,pros
anymor,-17.688265483674435,-5.197585167561168e-05,0.9999585292704322,True,0.022774327122153208,0.16246982456988363,success,pros
anyon,-14.423222750028193,-0.0008832318228040968,0.9992952830565996,True,0.18115942028985507,0.699968278968695,success,pros
anyth,-13.390573792463645,-0.0011697024772880944,0.9990667126654602,True,0.13561076604554864,0.5890960454580912,success,pros
anytim,-20.03215031849217,-3.40408719454804e-05,0.9999728393138437,True,0.020703933747412008,0.14948469570339293,success,pros
anyway,7.095868785320152,9.933019750746861e-06,0.9999920745968989,True,0.005175983436853002,0.07175787505434109,success,pros
anywher,-12.196227143989008,-0.000773197825643566,0.9993830774539423,True,0.07142857142857142,0.31536141902284764,success,pros
apart,-11.769423486475924,-0.0009452175913697808,0.9992458255895479,True,0.3115942028985507,1.436441624035749,success,pros
apm,3.5386265263536707,7.291969006218287e-06,0.9999941818505121,True,0.004140786749482402,0.09090889606666729,success,pros
apolog,0.0,0.0,1.0,False,0.0,0.0,zero_variance,pros
app,1.7948072384982283,3.174641926558866e-06,0.9999974670022207,True,0.008281573498964804,0.1014070136336104,success,pros
appar,-18.32587723469305,-6.824797918716614e-05,0.9999455459911428,True,0.013457556935817806,0.12388238160399657,success,pros
appeal,-16.464387453609522,-2.5265414275430336e-05,0.9999798411160294,True,0.006211180124223602,0.07856590460045662,success,pros
appear,-19.54382251215955,-4.581359965157692e-05,0.999963446036176,True,0.014492753623188406,0.11951030798891768,success,pros
appl,0.1464943777728193,3.512086776594291e-07,0.9999997197760184,True,0.002070393374741201,0.04545444803333364,success,pros
appli,-13.160341334575987,-0.0009095250237551098,0.9992743041259355,True,0.08488612836438923,0.3568892189034049,success,pros
applianc,3.1987040535860802,4.0568618642366614e-07,0.9999996763092553,False,0.003105590062111801,0.055641220084375526,not_converged,pros
applic,-18.58548282926766,-5.7041213852385736e-05,0.9999544876961624,True,0.024844720496894408,0.17446673174146757,success,pros
appoint,-20.15198633274953,-4.889530937166714e-05,0.9999609871875722,True,0.015527950310559006,0.13174682707546706,success,pros
apprais,-13.814509710225233,-2.0998593486892997e-05,0.9999832455464595,True,0.016563146997929608,0.207855534040088,success,pros
appreci,-15.233703140924783,-0.0013136012467442966,0.9989518981475964,True,0.35921325051759834,1.134054545552458,success,pros
approach,-15.198091386170345,-0.0009359853491536232,0.9992531918498152,True,0.18322981366459629,0.6423368334769275,success,pros
appropri,-19.56513896342681,-5.481501108265735e-05,0.9999562639489789,True,0.020703933747412008,0.14239129494036767,success,pros
approv,-14.977766390301477,-4.875686044350924e-05,0.9999610976538343,True,0.027950310559006212,0.19897600595827758,success,pros
approxim,-19.156159515899336,-2.6834766829865967e-05,0.9999785889538563,True,0.005175983436853002,0.07175787505434109,success,pros
apt,-14.37624248192963,-1.6387837437676402e-05,0.9999869243975241,True,0.009316770186335404,0.10630315778174992,success,pros
arbitrari,0.0,0.0,1.0,False,0.0,0.0,zero_variance,pros
arbor,1.0606891809398369,2.0103968559939296e-06,0.9999983959353875,True,0.025879917184265012,0.5250978436581947,success,pros
archaic,0.0,0.0,1.0,False,0.0,0.0,zero_variance,pros
area,-14.979403751852756,-0.0011245163739869173,0.9991027659359234,True,0.2722567287784679,0.8261991600714423,success,pros
arena,1.1667220921124024,2.063626895877997e-06,0.9999983534639605,True,0.008281573498964804,0.09062554297407574,success,pros
arent,-13.290906741721868,-0.0009015892797505191,0.9992806359309592,True,0.08178053830227744,0.3532448483008011,success,pros
argu,-1.4403228524281382,-2.443071075836134e-06,0.9999980507113077,True,0.0010351966873706005,0.03215781483852809,success,pros
aris,3.3264685356434214,8.829525631809757e-06,0.9999929550578193,True,0.018633540372670808,0.14267699506434825,success,pros
arm,-17.46147153993433,-4.375670936515951e-05,0.9999650871971771,True,0.016563146997929608,0.12762761910908854,success,pros
around,-14.328337995245892,-0.001148814234137961,0.9990833790609729,True,0.3105590062111801,0.905945566064251,success,pros
arrang,-17.941696505440387,-4.495927547870043e-05,0.9999641276882427,True,0.016563146997929608,0.15674942634159583,success,pros
array,-20.555572186315693,-3.863278674345951e-05,0.9999691754959242,True,0.009316770186335404,0.09607272234942871,success,pros
arriv,-20.583198117201633,-2.8833823480812928e-05,0.9999769939374189,True,0.005175983436853002,0.07175787505434109,success,pros
arrog,0.0,0.0,1.0,False,0.0,0.0,zero_variance,pros
art,-20.062708414977518,-4.5317033942370975e-05,0.9999638422382884,True,0.013457556935817806,0.12388238160399657,success,pros
asap,-8.106643802639631,-1.1841526977237073e-05,0.9999905518284488,True,0.002070393374741201,0.045454448033333636,success,pros
asid,-19.56877613862173,-4.587119898501422e-05,0.9999634000785572,True,0.014492753623188406,0.11951030798891768,success,pros
ask,-14.639609181752373,-0.0009167442645619397,0.9992685440075565,True,0.18944099378881987,0.7896406776042991,success,pros
asm,2.4576723016956,5.900963373678355e-06,0.9999952917124303,True,0.002070393374741201,0.045454448033333636,success,pros
aspect,-14.00550925353475,-0.0010473096650391988,0.9991643679406471,True,0.09937888198757763,0.39727282963844435,success,pros
aspir,-17.06629851183201,-2.8287135610814016e-05,0.9999774301312297,True,0.007246376811594203,0.08481666601970743,success,pros
assess,-21.470932275693933,-3.80452353103559e-05,0.999969644294141,True,0.008281573498964804,0.1014070136336104,success,pros
asset,-16.61895715612886,-0.001274691330473515,0.9989829437430512,True,0.10455486542443064,0.39984463674310833,success,pros
assign,-19.428235811477354,-7.887897216765204e-05,0.9999370636860007,True,0.043478260869565216,0.2324010799238473,success,pros
assist,-13.332618678252985,-0.0008484762628218828,0.999323013970915,True,0.1956521739130435,1.1256568080980223,success,pros
associ,-15.361266605158836,-0.0009904240777074793,0.9992097560489468,True,0.20082815734989648,1.3215209168292046,success,pros
asst,-17.73106753473429,-2.4838394854175078e-05,0.9999801818282328,True,0.005175983436853002,0.07175787505434109,success,pros
assum,25.996578332959157,3.32579108606427e-06,0.9999973464026399,False,0.0010351966873706005,0.03215781483852809,not_converged,pros
assur,2.8556068501693073,3.094409203554729e-06,0.9999975310186717,True,0.003105590062111801,0.05564122008437553,success,pros
atc,-18.04741381349678,-2.563989453055806e-05,0.9999795423240156,True,0.039337474120082816,0.5483885445941291,success,pros
atlanta,-20.76925189760151,-3.4425053940511905e-05,0.9999725327809614,True,0.007246376811594203,0.08481666601970744,success,pros
atleast,4.606535832349408,6.445893868492979e-06,0.9999948569208018,True,0.005175983436853002,0.07175787505434107,success,pros
atmospher,4.014137079181641,3.9261895616056064,8.630215099202058e-05,True,0.5579710144927537,1.511944719756236,success,pros
