ticker,year,sentiment_score_mean,sentiment_score_std,sentiment_score_median,sentiment_score_min,sentiment_score_max,positive_prob_mean,positive_prob_std,negative_prob_mean,negative_prob_std,neutral_prob_mean,neutral_prob_std,rating_mean,rating_std,review_count,POST_CHATGPT,property_type,tech_intensive,datacenter_REIT,company,sentiment_dispersion,sentiment_agreement,rating_sentiment_diff
AAT,2016,-0.2221052050590515,0.4429806921200088,-0.142596960067749,-0.6994558572769165,0.175737202167511,0.12202152113119759,0.09158426147954746,0.3441267376765609,0.35346077789465763,0.533851703008016,0.2653534940966183,3.3333333333333335,2.0816659994661326,3,0,Diversified,0,0,American Assets Trust,0.4429806921200088,0.6666666666666666,1.3885963459809623
AAT,2020,-0.75925213098526,0.15758387034281834,-0.7517966032028198,-0.9204314351081848,-0.6055283546447754,0.015400316255787935,0.005176277088171732,0.7746524413426717,0.152449312857222,0.2099472569922606,0.14731766375445685,2.6666666666666665,1.1547005383792517,3,0,Diversified,0,0,American Assets Trust,0.15758387034281834,1.0,2.0647969941298165
AAT,2021,-0.5395016252994538,0.3574174368832048,-0.530482828617096,-0.9016423225402832,-0.1048825979232788,0.04679029900580642,0.04709023283029154,0.5862919360399246,0.3316425197137507,0.36691775023937223,0.31090395064273735,3.2,1.3038404810405297,5,0,Diversified,0,0,American Assets Trust,0.3574174368832048,0.6,2.0487540632486345
AAT,2023,-0.442581482231617,0.488201249805911,-0.5813560485839844,-0.8463714122772217,0.0999830141663551,0.08292308573921513,0.09278466457906553,0.5255045667290688,0.3990918445663317,0.3915723537405332,0.31213155737918336,4.0,1.7320508075688772,3,1,Diversified,0,0,American Assets Trust,0.488201249805911,0.6666666666666666,2.6064537055790424
AAT,2025,-0.44476290171345073,0.45048819697024206,-0.3663952648639679,-0.9292932152748108,-0.0386002250015735,0.022877737879753068,0.013995353995282574,0.46764064331849414,0.4366858380133735,0.5094816125929356,0.42289616054634305,2.6666666666666665,2.0816659994661326,3,1,Diversified,0,0,American Assets Trust,0.45048819697024206,0.6666666666666666,1.278573920950293
ABR,2016,-0.04545416124165054,0.598911751237182,-0.0504730381071567,-0.7736479640007019,0.6927773952484131,0.2274618651717901,0.3199347292937352,0.27291603665798897,0.36682576843162323,0.4996221028268337,0.3393279399297363,4.75,0.4999999999999999,4,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.598911751237182,0.5,2.3636354031041265
ABR,2017,-0.23931149765849113,0.6178685350996478,-0.34662302583456034,-0.858947217464447,0.5949472784996033,0.19222047179937363,0.28609352965940443,0.43153196759521956,0.3700454929565476,0.37624757550656796,0.2362304432984281,2.5,1.2909944487358054,4,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.6178685350996478,0.5,0.5982787441462278
ABR,2018,-0.20171341150999064,0.7283921448021634,-0.0452059358358383,-0.9170771837234496,0.8271914124488831,0.19763151407241816,0.37133845110993985,0.3993449233472347,0.47792320722644416,0.40302358865737914,0.4495002964678643,3.4,1.140175425099138,5,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.7283921448021634,0.4,1.4042835287749766
ABR,2019,0.05036787874996662,0.5294938466330583,-0.0029956866055727005,-0.7141480445861816,0.9331047534942628,0.2248428535337249,0.3620656068196013,0.174474973231554,0.2791892987617766,0.600682160196205,0.3710965255832427,3.0,1.7888543819998317,6,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.5294938466330583,0.6666666666666666,0.37408030312508345
ABR,2020,-0.33738024656971294,0.4138392418322348,-0.21689287200570104,-0.951331913471222,0.1346808671951294,0.05866041678624844,0.041181265693567955,0.3960406677021335,0.37877827974547545,0.545298922030876,0.3450722316372856,3.5833333333333335,1.164500152881315,12,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.4138392418322348,0.5833333333333334,1.9267839497576156
ABR,2021,-0.1907786853287531,0.4796444081674968,-0.1183976382017135,-0.9344645738601683,0.7554440498352051,0.13736379656778724,0.21404533659597608,0.32814248303032434,0.3429191115791954,0.5344937176484129,0.31106121008634985,3.1739130434782608,1.6418441381303657,23,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.4796444081674968,0.6086956521739131,1.1508597568001435
ABR,2022,-0.19986868249597373,0.4729945053865027,-0.0365421697497367,-0.9434951543807985,0.730055570602417,0.14239466152395358,0.191518012129918,0.34226334205380193,0.35708420393691614,0.515341993973211,0.3235007771843318,3.074074074074074,1.5423739426343337,27,0,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.4729945053865027,0.5555555555555556,1.0737457803140082
ABR,2023,-0.31784576680511234,0.35732918932406543,-0.2713724970817566,-0.9403210282325744,0.1682014763355255,0.06770180768022932,0.04853063523909156,0.3855475712257127,0.3233470459278673,0.5467506144195795,0.2934841117738187,3.1333333333333333,1.4558640835892125,30,1,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.35732918932406543,0.6333333333333333,1.4279477503461142
ABR,2024,-0.019076909373203912,0.5351868665591748,0.0011163875460624,-0.9455561637878418,0.9299532175064088,0.24026184171024292,0.304552593695929,0.2593387498416834,0.31796209103675743,0.5003994207001394,0.31824418489209383,4.044444444444444,1.3306791764760846,45,1,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.5351868665591748,0.5333333333333333,1.5921367178774544
ABR,2025,-0.05515414842271381,0.5639009987126131,-0.0213858410716057,-0.9495841264724731,0.9110432863235474,0.22541730638061247,0.29890985369557777,0.28057145995886196,0.3492314390094184,0.494011223848377,0.3234734279212341,3.8214285714285716,1.2781227967601094,28,1,Mortgage,0,0,"Arbor Realty Trust, Inc.",0.5639009987126131,0.5714285714285714,1.4593139424853563
AHH,2017,0.3002092440923055,0.7632179618328031,0.6813192963600159,-0.5785085558891296,0.7978169918060303,0.5177404961238304,0.43078330553845534,0.21753124659880996,0.3325528412275034,0.2647282630205154,0.0991446316758044,3.6666666666666665,2.3094010767585034,3,0,Diversified,0,0,"Armada Hoffler Properties, Inc.",0.7632179618328031,0.6666666666666666,0.41614355643590306
AHH,2022,0.06422464083880183,0.23357902199144226,0.0920332428067922,-0.2376217544078827,0.3104538321495056,0.16659662872552863,0.14645460357833293,0.10237198881804943,0.11262425905716594,0.7310313880443573,0.1170777201995388,4.75,0.5,4,0,Diversified,0,0,"Armada Hoffler Properties, Inc.",0.23357902199144226,1.0,2.0894383979029953
AHH,2023,-0.16663040686398745,0.44494052531914513,-0.08988508954644199,-0.7654314041137695,0.6061122417449951,0.16068811551667744,0.19780696796363395,0.3273185219150036,0.34282284062093143,0.5119933565147221,0.33961468773941,3.5,1.3093073414159542,8,1,Diversified,0,0,"Armada Hoffler Properties, Inc.",0.44494052531914513,0.5,1.4165760171599686
AHH,2024,-0.08722334448248148,0.3204524447790716,-0.011726956814527501,-0.8400939106941223,0.1646805107593536,0.08381376904435453,0.058618214546871945,0.17103710817173118,0.29775971807034096,0.7451491155661643,0.2854892973866745,4.375,0.9161253813129043,8,1,Diversified,0,0,"Armada Hoffler Properties, Inc.",0.3204524447790716,0.875,2.0930583612062037
AHT,2021,-0.2611561653514703,0.5824554907700701,-0.35114614665508265,-0.9183374047279358,0.7111614942550659,0.1640953679258624,0.27607337382582475,0.4252515356056392,0.3901521877760841,0.4106530807912349,0.34295199341705485,4.0,1.2649110640673518,6,0,Lodging/Resorts,0,0,Ashford Hospitality Trust,0.5824554907700701,0.5,2.1528904133786755
AHT,2022,-0.13208826507131263,0.34162818776027104,0.0489505566656589,-0.5261344909667969,0.0809191390872001,0.0829405697683493,0.03248134996195752,0.21502882583687696,0.31012102526910423,0.702030618985494,0.2788375200246639,4.333333333333333,0.5773502691896257,3,0,Lodging/Resorts,0,0,Ashford Hospitality Trust,0.34162818776027104,0.6666666666666666,2.163553996011615
AHT,2024,-0.056578879058361044,0.5671516037019998,-0.0368686988949775,-0.8136625289916992,0.7446115016937256,0.19690339304506776,0.32087051318852167,0.2534822698682546,0.3441575961509114,0.5496143341064453,0.3480570710401333,4.0,1.7320508075688772,5,1,Lodging/Resorts,0,0,Ashford Hospitality Trust,0.5671516037019998,0.6,1.6414471976459026
ALX,2021,-0.43906528875231743,0.38007438376417746,-0.5752707719802856,-0.7252375483512878,0.1195179373025894,0.06357360817492005,0.05253210468234857,0.5026388983242214,0.328138719081548,0.433787502348423,0.2764285538311874,4.0,0.816496580927726,4,0,Diversified,0,0,"Alexander's, Inc.",0.38007438376417746,0.75,2.5976632218807936
ALX,2024,-0.568364717066288,0.47799906063734326,-0.7516879439353943,-0.9069079756736756,0.1368249952793121,0.05556418024934825,0.06430765752364138,0.623928893590346,0.41487563529218285,0.3205069173127412,0.3521809830936876,4.0,1.4142135623730951,4,1,Diversified,0,0,"Alexander's, Inc.",0.47799906063734326,0.75,2.92091179266572
AMH,2013,-0.6411221846938133,0.4008733143119126,-0.8062019348144531,-0.907767653465271,-0.044317215681076,0.023727010935544898,0.01879708433691491,0.6648491956293583,0.38213343054261667,0.31142378039658064,0.36339942862977986,2.0,2.0,4,0,Residential,0,0,AMH,0.4008733143119126,0.75,1.1028054617345333
AMH,2014,-0.4676958199124783,0.3693123156386757,-0.5149757415056229,-0.9427297115325928,0.0969993323087692,0.03407165181124579,0.029145924525751293,0.5017674695700407,0.34645882009440315,0.4641608626116067,0.324614879923095,1.9375,1.3889444433333777,16,0,Residential,0,0,AMH,0.3693123156386757,0.5625,0.6067395497811958
AMH,2015,-0.3213309379996824,0.46941721667177994,-0.3273012638092041,-0.944458305835724,0.7696505784988403,0.11457396552088804,0.16257669492159735,0.4359049040244007,0.35314306644999327,0.4495211270500402,0.2862339844417752,2.6721311475409837,1.6605351695102175,61,0,Residential,0,0,AMH,0.46941721667177994,0.5081967213114754,0.9754584925401897
AMH,2016,-0.2518862049095333,0.4737729851348558,-0.19987455010414118,-0.9436514973640442,0.7436293363571167,0.12661855982150877,0.20486136888027454,0.3785047638230025,0.3435105080386417,0.49487668136134744,0.3089894115558121,2.75,1.6602440351979149,40,0,Residential,0,0,AMH,0.4737729851348558,0.525,0.8797155122738332
AMH,2017,-0.21148767767267096,0.4973703551800005,-0.2152687385678291,-0.944010853767395,0.8741678595542908,0.16313315824502042,0.22371883483651522,0.37462083493462867,0.32869585085574965,0.46224600207750444,0.2623068584454679,3.3703703703703702,1.617082118266951,54,0,Residential,0,0,AMH,0.4973703551800005,0.5370370370370371,1.3990895645520476
AMH,2018,0.025141676147914915,0.4685403596650211,0.0445322841405868,-0.9235044121742249,0.8835781812667847,0.24549920358120983,0.2653612613967,0.2203575263743939,0.2702885199794293,0.5341432757471523,0.2596437907218029,4.013698630136986,1.428802438377946,73,0,Residential,0,0,AMH,0.4685403596650211,0.6164383561643836,1.4508444397671987
AMH,2019,-0.17620684055888908,0.43183673155856844,-0.0667621418833732,-0.956844925880432,0.7298707962036133,0.1291960423138547,0.1684312512029461,0.3054028840022201,0.3310386787468139,0.5654010691462045,0.2990458573317448,3.5531914893617023,1.5577088894507276,47,0,Residential,0,0,AMH,0.43183673155856844,0.6170212765957447,1.4937085907589247
AMH,2020,-0.20607132728143437,0.5109818078637932,-0.0519153922796249,-0.9495078325271606,0.8624253273010254,0.15165838135815243,0.19283673246656707,0.35772971188785824,0.3788210491893573,0.49061190913908365,0.3166707652399561,3.3658536585365852,1.6394526153716,41,0,Residential,0,0,AMH,0.5109818078637932,0.5609756097560976,1.3810319767401713
AMH,2021,-0.13235868052658387,0.5196645446682319,-0.0306435264647007,-0.9615232944488524,0.8637809157371521,0.1854023012821957,0.23521685782140436,0.31776098161935806,0.35759205533301447,0.49683671817183495,0.31039790093520025,3.542372881355932,1.611617669838184,59,0,Residential,0,0,AMH,0.5196645446682319,0.559322033898305,1.3732695826723917
