ticker,year,sentiment_score_mean,sentiment_score_std,sentiment_score_median,sentiment_score_min,sentiment_score_max,positive_prob_mean,positive_prob_std,negative_prob_mean,negative_prob_std,neutral_prob_mean,neutral_prob_std,rating_mean,rating_std,review_count,POST_CHATGPT,property_type,tech_intensive,datacenter_REIT,company,sentiment_dispersion,sentiment_agreement,rating_sentiment_diff
AMH,2022,-0.25353423633020034,0.5249413919979459,-0.15865746140480042,-0.9539616107940674,0.9090769290924072,0.14456614460372785,0.2136997907145976,0.39810038107150997,0.37288712641712446,0.4573334702713923,0.30636799785683705,3.6363636363636362,1.4869688228210427,88,0,Residential,0,0,AMH,0.5249413919979459,0.48863636363636365,1.7701992271891371
AMH,2023,-0.29356340706756673,0.49869519953835467,-0.2010904848575592,-0.9581577777862548,0.896851122379303,0.12208295348802041,0.19049910564732347,0.41564636123813176,0.3761598401284454,0.4622706807129187,0.326917978932523,3.219178082191781,1.5920512218035796,73,1,Residential,0,0,AMH,0.49869519953835467,0.4794520547945205,1.4530865998606979
AMH,2024,-0.3890323980615057,0.516562564764123,-0.49891428649425507,-0.95844566822052,0.9315585494041444,0.11812024757844103,0.21830429089068856,0.5071526435364423,0.3720950454127237,0.3747271156452339,0.3246322390872584,3.1724137931034484,1.4646469071463712,58,1,Residential,0,0,AMH,0.516562564764123,0.5,1.6449947882572127
AMH,2025,-0.44859990446517867,0.4208284921263554,-0.4933110773563385,-0.9573859572410583,0.5312796831130981,0.07263394491747016,0.12431132153187179,0.5212338503657116,0.34944012967433846,0.4061322002671659,0.3130923248294312,2.8055555555555554,1.327068615826292,36,1,Residential,0,0,AMH,0.4208284921263554,0.6111111111111112,1.4270553167185023
AMT,2009,-0.3702317662537098,0.24634465493401603,-0.40887928009033203,-0.6057708859443665,-0.0573976188898086,0.0696850977838039,0.05541365958767923,0.43991686031222343,0.20631901570260902,0.49039801955223083,0.17490202834325136,2.75,0.9574271077563381,4,0,Telecommunications,1,0,American Tower Corporation,0.24634465493401603,0.5,1.1755794156342745
AMT,2010,-0.4953524246811867,0.4716046685702513,-0.5040769055485725,-0.9495770931243896,-0.0236787945032119,0.054144577588885974,0.07592882991797859,0.5494970083236694,0.41943122056666154,0.39635843690484757,0.37545238453319935,2.75,0.9574271077563381,4,0,Telecommunications,1,0,American Tower Corporation,0.4716046685702513,0.5,1.4883810617029667
AMT,2011,-0.012085677683353401,0.4118088657068065,-0.0433108434081077,-0.5098865628242493,0.5852804780006409,0.21164387613534924,0.2917825050160083,0.22372955568134784,0.20386516114641506,0.5646265685558319,0.2894987298737274,3.0,0.7071067811865476,5,0,Telecommunications,1,0,American Tower Corporation,0.4118088657068065,0.6,0.5302141942083836
AMT,2012,-0.2887223210806648,0.4795342413749823,-0.2618943005800247,-0.9491886496543884,0.252110868692398,0.1072593786908934,0.1157316110894072,0.395981698607405,0.3843432555828081,0.4967589207614462,0.30376636851327354,3.0,1.3483997249264843,12,0,Telecommunications,1,0,American Tower Corporation,0.4795342413749823,0.5833333333333334,1.2218058027016623
AMT,2013,-0.4143361719325185,0.4115232094716922,-0.4952438771724701,-0.9488014578819276,0.2755565345287323,0.07903034166277693,0.09703901676783026,0.493366517786247,0.3498721904728949,0.42760313612719375,0.30708775759605517,2.6666666666666665,1.2740441145412122,24,0,Telecommunications,1,0,American Tower Corporation,0.4115232094716922,0.5833333333333334,1.2025070964979627
AMT,2014,-0.3579433233193729,0.4462137249533624,-0.3875237703323364,-0.9449408650398254,0.7832852602005005,0.09555011210234265,0.17561618165354312,0.4534934353002388,0.32735550009057973,0.45095645182806515,0.2773060505191831,2.8260869565217392,1.5270939101039855,23,0,Telecommunications,1,0,American Tower Corporation,0.4462137249533624,0.4782608695652174,1.2209452648201715
AMT,2015,-0.3710397370159626,0.4654471198711443,-0.2812167406082153,-0.9621129631996156,0.7169891595840454,0.1027656585435595,0.14687627105490406,0.47380539490596246,0.37125192582477895,0.42342894978559853,0.3196251478687639,2.9649122807017543,1.3358372479019311,57,0,Telecommunications,1,0,American Tower Corporation,0.4654471198711443,0.5087719298245614,1.3925116232416608
AMT,2016,-0.33536833786075154,0.43723266480748474,-0.32000622153282166,-0.9598103761672974,0.930487334728241,0.10245242274756869,0.14537501577171008,0.43782076129930153,0.34474297717354674,0.4597268125282661,0.29797789948020553,3.096774193548387,1.066781238338325,62,0,Telecommunications,1,0,American Tower Corporation,0.43723266480748474,0.532258064516129,1.4351950382002658
AMT,2017,-0.22948818712460775,0.5026103086366694,-0.21244402974843973,-0.9394057393074036,0.9393026828765868,0.14270388386729685,0.22192076328380492,0.3721920704227631,0.35629901626131,0.485104044623397,0.31587735918852033,3.4444444444444446,1.2836661334390518,54,0,Telecommunications,1,0,American Tower Corporation,0.5026103086366694,0.5740740740740741,1.518164912255964
AMT,2018,-0.28662448659395945,0.5172517189170621,-0.1991291046142578,-0.9575610756874084,0.9009507894515992,0.13658381527504665,0.20647055014109778,0.4232083031047995,0.371113976738178,0.44020787669489014,0.3052245160159629,3.0576923076923075,1.613830682598559,52,0,Telecommunications,1,0,American Tower Corporation,0.5172517189170621,0.46153846153846156,1.2742535241772062
AMT,2019,-0.22689345754958964,0.4118412564244338,-0.14947433769702906,-0.9400769472122192,0.9110677242279052,0.10292036291556775,0.16121154619583214,0.3298138178781503,0.3204423380178862,0.5672658115487408,0.2961953608321703,3.1296296296296298,1.4148310959435821,54,0,Telecommunications,1,0,American Tower Corporation,0.4118412564244338,0.6481481481481481,1.196863273503604
AMT,2020,-0.19660913958302084,0.4529168799484965,-0.1241171285510063,-0.9234579801559448,0.8924478888511658,0.1392666680632897,0.19786180502807746,0.3358758068204207,0.3261311894101001,0.5248575287185749,0.29306652802641764,3.5660377358490565,1.152078956333091,53,0,Telecommunications,1,0,American Tower Corporation,0.4529168799484965,0.5849056603773585,1.5575605848066085
AMT,2021,-0.2083181254017879,0.4990483783210638,-0.09625446796417231,-0.9583745002746582,0.9256038069725036,0.15524258516619308,0.22401638374234253,0.36356071249454047,0.35017048692618,0.48119670242144197,0.3107348257686352,3.588235294117647,1.2535331546597008,102,0,Telecommunications,1,0,American Tower Corporation,0.4990483783210638,0.5392156862745098,1.6090306076221168
AMT,2022,-0.12980834586966422,0.4419104709198961,-0.0464864075183868,-0.9558778405189514,0.8284101486206055,0.16145813215764296,0.1895953847650889,0.2912664783978334,0.3255567294666849,0.5472753906362159,0.29762783351422656,3.763440860215054,1.1267291007927174,93,0,Telecommunications,1,0,American Tower Corporation,0.4419104709198961,0.6559139784946236,1.5879617248892144
AMT,2023,-0.3095048413246493,0.4544161767226318,-0.32131427526474,-0.9500232934951782,0.8615458011627197,0.13432611875188874,0.17472191856080363,0.44383095958140456,0.3476022008331991,0.4218429236000852,0.3101870667317798,3.7468354430379747,1.148782571094619,79,1,Telecommunications,1,0,American Tower Corporation,0.4544161767226318,0.5063291139240507,2.020597546349598
AMT,2024,-0.2564430977599543,0.4962445899922797,-0.1898986101150512,-0.9614764451980592,0.869499146938324,0.14212666733617904,0.21263592407767898,0.3985697665541876,0.3560680921426351,0.4593035719800191,0.3126313334419817,3.6885245901639343,1.2320847320234294,61,1,Telecommunications,1,0,American Tower Corporation,0.4962445899922797,0.5081967213114754,1.8296323345638201
AMT,2025,-0.2586026844140646,0.4454788971633383,-0.1934366226196289,-0.9594973921775818,0.9051705598831176,0.1304752567934023,0.20738836344322636,0.3890779427177197,0.3215559754225554,0.48044679238385446,0.30718872188768187,3.5135135135135136,1.1695588347184025,37,1,Telecommunications,1,0,American Tower Corporation,0.4454788971633383,0.5405405405405406,1.660020224548675
AOMR,2020,-0.642793911198775,0.5422215116842178,-0.9531466364860536,-0.9585369229316713,-0.0166981741786003,0.03324864804744717,0.041885961251178085,0.6760425666968027,0.5003371382918159,0.2907088051239649,0.4584530884612417,3.3333333333333335,2.0816659994661326,3,0,Mortgage,0,0,"Angel Oak Mortgage, Inc.",0.5422215116842178,0.6666666666666666,2.440318111330271
AOMR,2021,-0.21133407536480164,0.5677463576596433,0.0417250767350196,-0.9557476043701172,0.4419673681259155,0.1794933062046766,0.18941871454132275,0.390827386536532,0.4279089464555784,0.4296793010499742,0.34005159873883456,3.5555555555555554,1.2360330811826103,9,0,Mortgage,0,0,"Angel Oak Mortgage, Inc.",0.5677463576596433,0.5555555555555556,1.5838907439675594
AOMR,2022,-0.37211797572672367,0.6183687668401472,-0.7375541031360626,-0.9447442293167114,0.7499914169311523,0.14672450920833005,0.2550567951656093,0.518842490123851,0.42136980280969094,0.3344330037278788,0.3206758884554674,3.2857142857142856,1.728875643015133,14,0,Mortgage,0,0,"Angel Oak Mortgage, Inc.",0.6183687668401472,0.5714285714285714,1.7160092250310948
AOMR,2023,-0.5395993689695994,0.28456688740667246,-0.5105520486831665,-0.8375758528709412,-0.2706702053546905,0.02716498511532937,0.00845278464445186,0.5667643547058105,0.2767997378342209,0.4060706893603007,0.2690738615615926,2.3333333333333335,1.1547005383792515,3,1,Mortgage,0,0,"Angel Oak Mortgage, Inc.",0.28456688740667246,0.6666666666666666,1.1823317557573318
AOMR,2024,-0.2673693224787712,0.5877709280390108,0.039703793823719,-0.9450759291648864,0.1032641679048538,0.08515964386363821,0.062114702119211995,0.35252897317210835,0.5258814439047611,0.5623113481948773,0.4640521291389665,4.0,1.0,3,1,Mortgage,0,0,"Angel Oak Mortgage, Inc.",0.5877709280390108,0.6666666666666666,2.168423306196928
APLE,2015,-0.24298926691214243,0.5368996851470303,-0.0968238115310669,-0.8378363251686096,0.2056923359632492,0.09654543176293369,0.11883657959801591,0.33953469805419445,0.44856238783159497,0.5639199018478394,0.37735850518183256,4.666666666666667,0.5773502691896258,3,0,Lodging/Resorts,0,0,"Apple Hospitality REIT, Inc.",0.5368996851470303,0.6666666666666666,2.774139833947023
APLE,2021,-0.014836030080914499,0.044777892577201724,-0.0119494460523128,-0.0609873794019222,0.0284287352114915,0.0534428829948107,0.006494620155642337,0.06827891307572516,0.048806972713021264,0.8782782157262167,0.05332488974867075,4.666666666666667,0.5773502691896258,3,0,Lodging/Resorts,0,0,"Apple Hospitality REIT, Inc.",0.044777892577201724,1.0,2.203756741868953
ARE,2016,-0.01900983927771452,0.3844641738973732,0.10700225830078125,-0.828786313533783,0.3279621303081512,0.1658663339912891,0.10634652972887752,0.18487617629580194,0.30688937585531634,0.6492574829608202,0.25133372311436697,4.125,1.3562026818605373,8,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.3844641738973732,0.75,1.6725245981942862
ARE,2017,-0.21425872668623927,0.298240034405729,-0.157190851867199,-0.5875115394592285,0.0448583364486694,0.07344696298241613,0.027216941932306025,0.28770569711923594,0.28184960730774017,0.638847328722477,0.267231781689882,4.5,1.0,4,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.298240034405729,0.75,2.535646816715598
ARE,2018,-0.058819723315537004,0.41876650787265407,0.11837216839194295,-0.8998533487319946,0.221231147646904,0.1438691396033391,0.0935581183099855,0.2026888608234003,0.33940130139689884,0.653442021459341,0.2693090343418904,4.125,1.6420805617960927,8,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.41876650787265407,0.75,1.7720493082888424
ARE,2019,-0.33227335661649704,0.36063873554650205,-0.23404259979724878,-0.9318362474441528,0.0292342603206634,0.05910225119441743,0.03825959910002754,0.3913756062587102,0.33876164778520207,0.5495221428573132,0.3199784629191777,3.1666666666666665,1.602081978759722,6,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.36063873554650205,0.6666666666666666,1.4973500582079091
ARE,2021,-0.28534353710711,0.46478761615147585,-0.0354826711118221,-0.9273642897605896,0.1416826844215393,0.07923842209856953,0.059705100463281924,0.3645819496596232,0.41114265953319085,0.5561796221882105,0.3594140273710919,3.75,1.3887301496588274,8,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.46478761615147585,0.625,1.963358842767775
ARE,2022,-0.14643948959807554,0.45703713441689925,-0.039231244474649346,-0.9358447790145874,0.5955680012702942,0.11855214081394172,0.17865880223234434,0.26499162862698233,0.357573242453087,0.6164562152698636,0.3326743872929096,4.333333333333333,0.8876253645985945,12,0,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.45703713441689925,0.6666666666666666,2.1994320573285218
ARE,2024,-0.13324352651834487,0.5217170933575765,-0.0933454781770706,-0.9392632246017456,0.4982795119285583,0.14171364791691302,0.20999274566909737,0.2749571748077869,0.3904104821254741,0.5833291746675968,0.3476289372138418,4.8,0.4472135954999579,5,1,Health Care,0,0,"Alexandria Real Estate Equities, Inc.",0.5217170933575765,0.6,2.633108816295862
BDN,2014,-0.04086337983608246,0.4542292498873483,0.1874462217092514,-0.5639561414718628,0.253919780254364,0.1906793688734372,0.1227874121710323,0.23154275305569172,0.3415163716152977,0.5777779122193655,0.23894801498841728,3.6666666666666665,1.1547005383792515,3,0,Office,0,0,Brandywine Realty Trust,0.4542292498873483,0.6666666666666666,1.2688251162568727
BDN,2015,-0.05911119158069292,0.24672737221109906,-0.062362555414438206,-0.439466267824173,0.2696292400360107,0.1349029100189606,0.10393954696750857,0.19401409973700837,0.1995857492108117,0.6710829983154932,0.20100097535118788,4.666666666666667,0.5163977794943222,6,0,Office,0,0,Brandywine Realty Trust,0.24672737221109906,0.8333333333333334,2.314444645618399
BDN,2017,-0.06847948729991912,0.582657894667915,0.1120994985103607,-0.691168487071991,0.6865563988685608,0.22321644164621826,0.2890879516399506,0.2916959181427955,0.3533553152466797,0.48508766293525696,0.27816083393547525,4.4,0.8944271909999159,5,0,Office,0,0,Brandywine Realty Trust,0.582657894667915,0.4,2.071198718249798
BDN,2018,-0.39662206172943115,0.5744357928296905,-0.6458038091659546,-0.8043918013572693,0.2603294253349304,0.10902977176010607,0.14090728842786912,0.5056518266598383,0.4368842273213058,0.3853184183438619,0.3024382172477178,4.0,1.0,3,0,Office,0,0,Brandywine Realty Trust,0.5744357928296905,0.6666666666666666,2.491555154323578
BDN,2019,0.0631980411708355,0.08556207504158947,0.0857333317399025,-0.0313762016594409,0.1352369934320449,0.10583344722787535,0.04727859955271237,0.0426354066779216,0.041481195569018206,0.8515311082204183,0.0243113320148672,4.333333333333333,1.1547005383792517,3,0,Office,0,0,Brandywine Realty Trust,0.08556207504158947,1.0,1.6753382304062443
BDN,2020,-0.1374701857566834,0.5098302538499029,0.06960883736610406,-0.8942931294441223,0.2051947116851806,0.11544772749766705,0.08722347188278706,0.25291791581548745,0.43516934576485894,0.6316343564540148,0.36610613261963865,3.5,1.9148542155126764,4,0,Office,0,0,Brandywine Realty Trust,0.5098302538499029,0.75,1.3436754643917084
BDN,2021,-0.18525585532188416,0.6145833685356711,0.1536788046360016,-0.8946816921234131,0.185235321521759,0.14585254962245622,0.11929684921688373,0.33110841363668436,0.5015086433234185,0.5230390354990959,0.3921384658485369,4.666666666666667,0.5773502691896257,3,0,Office,0,0,Brandywine Realty Trust,0.6145833685356711,0.6666666666666666,2.6298063049713774
BDN,2022,-0.17552042255798975,0.3712100053431785,-0.04867708310484885,-0.8960168361663818,0.0827655270695686,0.06793607817962762,0.051260954510721754,0.24345650430768725,0.3375966423835195,0.6886073959370455,0.3088712977209576,3.5,1.97484176581315,6,0,Office,0,0,Brandywine Realty Trust,0.3712100053431785,0.8333333333333334,1.4388010563949742
BDN,2023,-0.1809044942259789,0.5487108066326014,0.0479521304368972,-0.9155093431472778,0.4478517770767212,0.13595828693360085,0.185170438722944,0.3168627804145216,0.4244698763311778,0.5471789181232453,0.35754993539960894,3.8,1.7888543819998317,5,1,Office,0,0,Brandywine Realty Trust,0.5487108066326014,0.6,1.752261235564947
BDN,2024,-0.33997394936159253,0.4320140697299773,-0.13674812018871305,-0.9387860298156738,0.0646502077579498,0.05028821132145817,0.031460321745043686,0.3902621632441878,0.4024927077965952,0.5594495912082493,0.3732882029289121,4.25,1.164964745021435,8,1,Office,0,0,Brandywine Realty Trust,0.4320140697299773,0.625,2.5999348734039813
