title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Company is selling everyone out for AI,1.0,"Mar 14, 2025",- Great hard working under appreciated staff.,- Making you work multiple properties doing the work of 2-4 people with NO additional pay. - AI and remote leasing taking away opportunities for growth and replacing jobs. The company is encouraging this fully and very quickly. - Lack of care. They ask us about change and then do nothing to really make our lives better. Same thing higher ups do daily to residents. - Bonus structure is the worst I’ve ever seen. Low commission plus It’s purposely confusing to the point no one can really explain it to you outside of HR. - Forced to sell inflated sometimes bad product cause the company won’t invest quick enough to make the building better/safer. - No work life balance as your hour lunch break is not included in your 8 hour shift. So your 9-5 is a 9-6. Really a 7-7 including this is how much of the day you have to give to getting ready and coming home. - CEO only speaks in numbers. - Overall very under appreciated work.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great place to work,5.0,"Aug 5, 2025","Working there is amazing, love that place and I want to go back","Nothing bad, people and team are great","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
More Work and Less Pay,2.0,"Jun 6, 2025",My team is great and the benefits are nice,More work keeps getting added and corporate seems to think adding more tech will help reduce the workload and stress but it makes it worse. Supervisors are doing their jobs and the jobs of managers but not getting paid for the additional work.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great experience,5.0,"Jul 21, 2025","I l working with my team, great support, work life balance is great","other than the pay, I can't think of anything","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great Start In Property Management,5.0,"Mar 25, 2025","AvalonBay is one of the largest publicly traded real estate investment trusts (REITs) in the U.S., known for high-quality communities. Being associated with a respected brand can boost your resume and open future career doors. They have a strong internal promotion culture. They invest in their people. AvalonBay emphasizes creating a great living experience. If you enjoy connecting with people and helping them feel at home, this aligns well with the role.","Leasing goals and quotas can be aggressive, especially in competitive markets. There's often pressure to perform consistently, which can be stressful if traffic is slow or the market is tough. Since leasing offices are open on weekends and holidays, work-life balance can take a hit. Some teams report strong leadership, but others experience micromanagement or rigid oversight from certain community managers.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great Work environment,4.0,"Jun 29, 2025","Work environment is great! Everyone is friendly and very few instances, if any at all, of micromanaging. Very understanding of work life balances.",Career growth is possible but is very limited.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Would avoid,3.0,"Mar 15, 2025",-Benefits are quite good and to some that might be worth the low pay - decent training opportunity if looking to move elsewhere soon,"Set up like a 9-5 sweatshop. Performance standards are data driven but people cheat to achieve a bonus. Can’t blame them because wage is not in alignment with cost of living and it is barely in alignment if a bonus is achieved. Standards are skewed based on cheating behavior and the cycle keeps going if team matches or exceeds because standards will be raised to prevent paying out bonuses. The prefer quick canned answer work style, and good customer service is not really the goal. Habitually understaffed, bonuses can be available but you must chuck ethics out the door to qualify.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
It was okay buy some blatant racism that was not handled correctly,3.0,"Jul 25, 2024",Avalon Silicon Valley has a lot of different roles so you can move around in the company without going to different locations there is a role for all different kinds of people,There are no checks and balances here people will be out that have higher positions for months and your job is to do their job with no compensation or no implication of being promoted. The property manager changed three times while I was there and the last one blatantly disregarded multiple issues regarding racism with one key employee as well as not looking into policy when they were asked if I could wear a head wrap but they told me that it was not something that I could wear at work which is illegal but also they didn't even take the time to look it up they told me they would get back to me in 2 weeks and then did not get back to me so after 3 weeks I went over to ask them if this was something I could do which two weeks seems like way more than the time needed to find this out they seem to frazzled that I came back to ask as I had stated a head wrap makes me feel more conservative and comfortable they quickly told me that it was not something that we could do,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Fine but not great,3.0,"Jun 16, 2025","Benefits
Room for growth
Stability","Lack of work life balance
Poor comp structure","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
A company that Cares,5.0,"Apr 10, 2025",Avalon is a company that values their employees. The pay is great. most importantly there is a strong line of communication between the employees and management.,"Currently no complaints, Grateful to be a part of an amazing Company.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
OK company,3.0,"May 14, 2025",health benefits are good. encourage thinking outside of box.,- salary/hourly wage is below compared to competitors - favoritism becomes a play in terms of promotion opportunities - a lot of short-staffing,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Best Company I've Ever Worked For,5.0,"Apr 8, 2025",Benefits Stability Foward Thinking Equality,Very Corporate Structure : from top to bottom Left Leaning : They say are not into politics but they are,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Political Company,1.0,"Jun 13, 2025",Manage and Control over the budget.,They told us they would first us if we didn't get the vaccine. Highly liberal company.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Not much good to say,1.0,"Jun 16, 2025",I don’t have any to offer,"Minimal pay, no training, constant meetings","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great Place to Work,5.0,"Apr 4, 2025","Lots of growth within the company and TX region. 8 hrs. days, 5 days a week generally Tuesday to Saturday which gives associates a weekend day off even as a entry level position.","Pay is ok, but there are limited opportunities for OT in TX.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Double Standard RTO,1.0,"Apr 8, 2025","Decent compensation, but you have to deal with everything else.","Double standard applied in multiple instances when applying the new return to office mandate. The company employs a “tenure over competency” mindset when promoting people, which has led to incompetence at mid-level management.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Things are changing,3.0,"Aug 1, 2024",I like my job but it’s tough out here.,"Change to hybrid work policy after 4 years remote. Lay people off to save money and then overload people that are left behind. CEO and BOD have false claims for their reasonings for company change. Like collaboration or building culture. Makes no sense when team members are across the country and sites are in different regions. It’s just an excuse. Culture is going down because everyone is scared they’re going to lose their job and are forced to come back to the office. No increase in pay to return, we should get compensated for that. Work life balance is off if I get emails at 10pm at night from people and that is a theme with this company. I don’t care for the new CEO and BOD, the changes in the company are a result of their decisions and it’s made life harder because of them.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Leadership Is Awful,1.0,"Apr 4, 2025",You earn a small paycheck every two weeks.,This company operates on nepotism. There are a number of family members working for the company who aren't qualified for the positions. Human Resources turn a blind eye to EVERYTHING!,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Thriving in a Culture of Innovation and Inclusion at AvalonBay Communities,5.0,"Feb 28, 2024","Working at AvalonBay Communities has been a rewarding journey, thanks to its vibrant and innovative culture. The emphasis on creativity and collaborative thinking creates a dynamic work environment where every team member feels encouraged to contribute unique perspectives. This innovative spirit is not only a part of the company's ethos but is tangibly felt in our day-to-day projects, making each workday exciting and fulfilling. This commitment to innovation is not just a buzzword but a lived reality, shaping our daily work and driving the company's success. What sets AvalonBay Communities apart is its commitment to employee growth. With numerous opportunities for professional development and a leadership team that is genuinely approachable, the company ensures that each employee's potential is recognized and nurtured. This combination of an innovative culture and a focus on individual growth makes AvalonBay Communities an exceptional workplace where one can thrive both personally and professionally.","AvalonBay Communities could further refine certain processes to enhance overall efficiency. While the company is already thriving, there is an opportunity to fine-tune internal workflows to better align with the dynamic nature of our work. This dedication to constant refinement showcases the organization's commitment to staying at the forefront of industry best practices and fostering an environment of continuous growth.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Stay away - unethical practices across all business units,2.0,"Nov 15, 2024","Once upon a time, this company's culture set the bar in the industry. That all changed in the past few years. No longer employee-centric. Now it's all about the bottom line.","Promotions, job status, and merit increases are based on favoritism and take personal details into account (i.e. if you have a family or not). Witnessed first hand how an SVP of Finance said one person on their team was more deserving of higher pay than another as they have kids at home. Listened to a leader in Legal describe one's age as the driving factor for earning a higher salary. Overheard the head of HR describing aggressive behaviour (following someone into the bathroom to demand immediate answers) as needed to be successful.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Working at AvalonBay,3.0,"Aug 21, 2024","fun events and good holiday hours. they have a rent discount, but if you are terminated they can terminate your lease","low salary to start, somewhat limited opportunity to move up in the company. if it is a long-term goal and you love the company it is worth staying at. if you are a person who wants to make money and move up in an organization quickly this is not the correct one. if you are looking for DEI they say that they have goals towards increasing certain numbers, but they do not make it a priority to let you take the time to join in on the team calls. they let you partake in DEI activities if it fits into your schedule that day, you can't make it part of your schedule.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Very Good Company,5.0,"Feb 23, 2025","I love Avanlonbay. I have been employed with them for close to 10 years and have had nothing but a positive work experience with them. Management is supportive and caring, co-workers are fun, CEO is awesome. Keep up the great work.",None. Don't change what you are doing.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
This Company Used to Be Great,2.0,"Sep 2, 2024",My direct team and benefits,"Awful rollouts, insane greed, performative caring, quarterly updates from the CEO about how we're making money when we're all miserable.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Ok but limited by the industry,4.0,"Dec 25, 2024","Decent benefits, consistent schedule, not too difficult","Little support from upper management, high stress job, very little opportunity for upward movement","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Long Tenure,4.0,"Apr 1, 2025",Family atmosphere with strong core values.,Ongoing system changes with little to no advance training/learn as you go.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
It has its pros and cons,3.0,"Jan 23, 2025","Good work life balance, paid holidays and benefits. 20% discount on apartments","Management can be cliquey, vague feedback on performance, management expects you to complete work in an unrealistic time frame, too many training sessions and they change policies too often","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great job,4.0,"Feb 13, 2025","I loved my boss and colleagues! I loved the sense of community the company had and you can tell they cared about your growth within the company, unfortunately until COVID hit.","Work the weekends, work life balance interference. During COVID took extreme measures to require employees to get vaccinated.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great Corporate Climate,4.0,"Mar 27, 2025","Good benefits, great PTO policy, lots of teamwork.",Pay is lower than average for the role.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
"Some pros, more cons",3.0,"Aug 28, 2024","*Great associates *Clear, concise SOPs and training *Big corporation, very well structured","*Used to value employee feedback before making decisions, now it has become ""Do it or leave"" *Concept of ''neighborhoods'': more work for same or less pay. Maintenance team is expected to cover 3-5 different properties for the same pay regardless of commute, gas, car depreciation, and work-life balance. *Very limited growth opportunities: Property Manager positions are becoming obsolete, and are being grouped into a 'pod' for a Senior Property Manager to manage. As a result, lower level associates cannot break into managerial roles. *Some horrible higher level managers who hide behind a desk. You should lead by example by demonstrating your knowledge and experience.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Good Place,5.0,"Mar 15, 2025",The people you work with are great.,The schedule can be annoying,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Work Life Balance,5.0,"Mar 7, 2025",Company encourages personal expression and welcomes feedback. Supportive team environment.,Need to conduct more team building workshops.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Bad management,2.0,"Feb 27, 2025","Takes care of employees in regards to benefits, wellness and morale boosting activities.",Inconsistencies with Management. Improper planning and lack of coverage.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Growth company where you can make impact,5.0,"Feb 10, 2025","Company continues to grow. Interesting work, smart people, kind colleagues,","Tech continues to improve but could be faster, better","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Underpaid,4.0,"Feb 21, 2025",Good company culture but doesn't mean your department will be great,Pay is too low for the amount of work,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Good Company to Gain Experience,4.0,"Dec 6, 2024",Team is good and management is very caring. This role is a great learn role for bigger and better things. Stable enough to help you get your footing professionally.,"Not a lot of growth role wise and can easily get stuck, the pay is not incentive enough to keep you around for too long. Like I said use this role as a way to learn and grow skills.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Good company but you need to advocate for yourself,5.0,"Jan 5, 2025",Good benefits. Great team members,Expected to function without a full staff force most of the time and without proper compensation to make up for the workload.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great,5.0,"Feb 19, 2025","Nice place to work, great interaction",Working on all can be difficult at times,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
No GOOD Managers Including the high up's,1.0,"Mar 5, 2025",The community who live there take care of you more than the actual company.,The list will go on forever so many cons from preconstruction to sales and marketing.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Revolving Door,3.0,"Jan 5, 2025","If you enjoy sales, this would be a decent starting role, but nothing to expect any long-term success in.",The residents can be brutal and quota expectations are at times unrealistic. It is rare for someone in this position to exceed two years of employment.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
A few years and wont get any more of my time,1.0,"Feb 26, 2024",Those that you work alongside and meet along the way.,"Limit on pay increases and not a true evaluation on the associate. ""I cannot score you higher on your evaluation because I'm only allowed to give x number of increases"" This is belittling and demeaning to myself and others. It gives no sense of appreciation and or motivation. The workload should coincide with the pay. The neighborhood is an excellent concept but poorly executed because it currently only benefits the company. Adding extra work and expenses such as vehicle use without compensation. Company continuously shares excitement for the income growth occurring while simultaneously scrutinizing associate recognition spending and cutting events for the associates as well as increasing management bonuses and management events/gatherings. Develop a deeper understanding of the roles and responsibilities of onsite teams, particularly in relation to the unique social and political climates of the communities they serve. Sales Leaders and Directors should are not attuned to the challenges faced by associates on a daily basis. Reevaluate the methodology for determining rental charges and renewal increases for associates living on site. Recognize the significant discrepancy between rent hikes, which can be as high as 10%, and pay raises, which often fall short at just a few cents on the dollar or a mere 3%. This discrepancy has lead to feelings of underappreciation among onsite associates and one of many reasons that I do not find myself at AvalonBay in the next 12 months.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Mixed feelings,1.0,"Sep 2, 2024",Decent benefits Housing discounts A lot of holidays,"No work/ personal life balance. Always shorts on staff. Not enough employees on site for the amount of job. Too many different useless Senior Managers. Crazy emergency call policy when you are in charge of three different properties. Sometimes get 3-4 calls a night, drive and work to different locations and after a long, sleepless night in a few hours you start a early morning shift, in that way you work two week straight. It is extremely difficult, stressful and unfair. HR recruiters are hopeless, by name months they can not find a replacement for a quit Technician.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Glassdoor made me do this,5.0,"Jan 21, 2025","Great Managment, awesome environment, Ability to learn alot.",Never know when they might sell a property,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Downhill We Go,1.0,"Oct 26, 2024",An established company with benefits.,"Been with Avalon for 6+ years now. As management and associates leave, roles are not being filled. From 1 manager per property to one manager for 6 properties. Changes to take away from our customer service are taking a toll on us forced to lock doors and no face to face interactions with residents. Managers are spread way too thin and not able to support the heart of the company on site. It has been brutal. Many times my team jokes that at least we are all suffering together and that is never how it should feel at a job.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Culture in decline,1.0,"Nov 11, 2024",Decent variety of helpful benefits.,"Decreasing budget with increasing workload and an insane amount of red tape, down to the most insignificant of decisions. No recognition or acknowledgement for going above and beyond. Focus on DEI is disingenuous and performative. Reduction of work flexibility in the name of “collaboration” even though many teams are disbursed and have proven to perform well virtually. Overall tone from the top is a lack of trust. It’s sad to watch the devolution of what was once a great company since AvalonBay no longer lives its values.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Leasing Consultant,3.0,"Jan 12, 2025","Full benefits package, good team environment",ultant,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great place to work,5.0,"Jan 9, 2025","Great culture, great teams, interesting work",A more robust career development program,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Nice Place To Work,4.0,"Jan 4, 2025",Family like atmosphere with other employees.,"Pay wasn’t the best, but doable with bonuses.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Excellent place to work,4.0,"Jan 1, 2025","Supportive management, great team work culture, ok benefit, growth opportunity","Minimal over time opportunity, frequent spin-off","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
,1.0,"Feb 13, 2025",You will find Amazing co workers / friends.,Chaotic. Managment doesn’t know what they are doing.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Excellent company to work for,5.0,"Sep 14, 2024",Strong training Good opportunities And good leadership,"They don't have bonuses for technicians The work is quite a lot, because there is one technician for every 200 residents","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Overworked,4.0,"Jul 10, 2024",Benefits and most employees were great!,"Slave-like mentality from my manager when other EAs of the company worked for 2-4, I eventually worked for 13. Finally got help in about my 9th year. Never felt apart of the team, even with EAs. Only one, in the end was cordial to me, I realized I was the senior of EAs but now they are now that I’m no longer there.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Advancement is Key,4.0,"Oct 30, 2024",Great leaders for managers and great staff members. Has various different positions in different fields and has opportunities to grow through side gigs.,"Depending on what position you are in, there will be limited career growth. Raises are 2%-5% and be prepared to be back to work immediately after holidays.","AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Great part-time job!,4.0,"Nov 23, 2024","Truly enjoyed my time at Avalon Court House. Ms. Donna is the absolute best supervisor. Made great friends and the residents were really nice, too!",I have no negative comments.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
Good pay before they changed the pay structure,3.0,"Sep 20, 2024",The pay was decent for an easy job before they decreased the commissions.,Management is toxic but that would depend on which community you work for. Change in pay structure for commissions effectively cut my salary by 30%. Combination of decrease in commissions and very toxic management at my community is why I resigned.,"AvalonBay Communities, Inc.",AVB,2025-11-11,https://www.glassdoor.com/Reviews/AvalonBay-Communities-Reviews-E2616.htm
