title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
Great place to work,4.0,"Jan 25, 2022",Leadership within the Marketing department is outstanding.,Not much room for professional growth.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Admin,5.0,"Sep 26, 2017",Benefits are amazing and they give plenty of time for training,A LOT of information and programs to learn!,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Lease Ops Analyst,2.0,"Jul 11, 2016",worked with some great friends,too many friends and not supervisors,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Administrative,3.0,"Nov 10, 2018","Flexible, established, comfort wear, options for lunch is plentiful",Depends on which department head working for.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
management review,1.0,"Nov 9, 2010",Reconizible name within the community and us,Disconnected upper management Improper communication methods from upper management…aka temper tantrums A public company ran like a private family owned company….can you say family partiality??,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Good company,4.0,"Oct 25, 2020",The onboarding process was easy and friendly HR personnel.,not much training provided for new position,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Good,5.0,"Jan 31, 2022",Love People at company most.,Bad publicity about mall properties,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Admin. Assistant,4.0,"Mar 1, 2016","Flexability, loyalty, communication, experience, enviroment","no insurance, short hours, little growth potential in location",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Lease Analyst,5.0,"Nov 7, 2018",This is a great place to work.,I can not think of any.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Great company,4.0,"Jan 9, 2022",Great company culture. Everyone is very willing to help.,can not think of any,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Lease Maintainability. Analyst,4.0,"Feb 9, 2020",Great Boss and work life balance,Retail industry is not doing well,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Good Employer,4.0,"Sep 12, 2018",Opportunity for advancement if you want.,Lack of communication from senior level/management.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Office,3.0,"Feb 15, 2017","The people, hours, and benefits.","Not enough work, too slow, and low pay.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Run!,2.0,"Apr 2, 2021",Nice people and location too. Enjoyed environment.,Poorly managed by greedy family,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Bottom of the barrel,1.0,"Nov 8, 2018",Clean environment and that’s the best I can say.,Being run by way past retirement family members as if it were still 1957.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Like selling your soul,1.0,"Sep 5, 2021",Some of the the people in mall environment were great.,The corporate mindset and organization were a cluster. Left hand and right hand were never working together and there was total division between the different selling groups. Terrible.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
"Lack of growth, recognition, and respect for employees other than upper management",2.0,"May 22, 2011","Good direct team members, numerous responsibilities forces you to learn and grow individually","Large, publicly traded corporation still run by a small family and few decision makers. Top-down culture, very slow dinosaur-like growth & initiatives. Refuse to spend money and compensate employees accordingly.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
No respect,2.0,"Feb 22, 2012","They have a great conference once a year for the Assistant General Managers, but other than that the communication within the company is terrible.","There is no room for growth in the company. There is a lot of pressure to perform in your role, but the support is not there from upper management. Raises have not been given in over 4 years and commissions have been cut in half for 4 years.",CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Excellent,5.0,"Oct 16, 2019",Nice company. Boss is awesome.,There were no cons here.,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
Good,5.0,"May 20, 2021",Working environment is great in here.,No cons for me right now,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
good,5.0,"Jan 28, 2022",good company to work for,long hours and low pay,CBL Properties,CBL,Retail,2025-11-21,https://www.glassdoor.com/Reviews/CBL-and-Associates-Properties-Reviews-E2378.htm
