title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Employee Experience / Work - Life Balance,5.0,"Jan 29, 2025",Good Pay for location Good Work / Life Balance - Family Time Management understanding of personal needs,Recognition for hard work Leeway for Employees bad habits,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Short Lived,3.0,"Mar 3, 2025",Nice people reasonably good training and nice regional offices and locations,none that I can think of at the present,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
It's Okay; Very Quiet,4.0,"Apr 10, 2025","Travel
Insurance
Bonus
mileage
full time hours
off Sundays",Long hours of non-people interaction,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
The Whole Package,5.0,"Oct 1, 2024","Extra Space has been such a blessing to work for. Everyone I interact with within the company is positive, helpful and kind. We have wonderful leaders who keep us informed with important decisions the company makes and they keep us involved, asking for our opinions and ideas for next steps. They really care about helping their employees grow and reach their professional goals. I believe we are paid well and feel rewarded for our hard work. I'm very lucky to have been hired into this company. I plan to stay and grow for as long as I'm able to.",I really don't have anything negative to say about the company or the people that work for the company.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Good benefits, not great pay for amount of workload",3.0,"Feb 18, 2025",Work/life balance is good Get bonuses each month for renting units Benefits are pretty good,Workload can be overwhelming Getting promoted takes a while and doesn't pay great Ton of upset customers due to rent increases,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Unclear Expectations,2.0,"Apr 4, 2025",Very laid back work environment. Lots of downtime.,Mediocre upper management that set unrealistic expectations.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Best Company Ever,5.0,"Dec 18, 2024","I enjoy the attitudes that employee's have toward their jobs as well as the company's goals, Working for Extra Space Storage is very rewarding, its a company that is recognized as number one in its industry. Our team work together to carry out activity that has a positive impact on everyone. Extra Space Storge will assist you in reaching your goals, and also hold you to a high standard.","Manpower I can say, but Extra Space Storage really doesn't have not many cons and I love that about this company.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Work!!,5.0,"Jan 28, 2025","The work-life balance at Extra space is amazing. They truly care about your well-being and time with family. They also promote lateral moves within the company. When you speak out about the future, superiors are very encouraging and genuinely look out for you. It was the best move I ever made!!",There is nothing I can think of that would be a con.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Decent,3.0,"Mar 30, 2025",Technology is really good here and I think that’s cool.,You have to work in person in salt lake.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"MAKE THE BEST OF IT, WHILE YOU CAN!",5.0,"Nov 18, 2024",1) No micro managing 2) Coworkers are more than willing to answer questions you have when you call them 3) Storage discount,"1) Pay needs to be better 2) Bonus Structure: Expected to hit KPI goals & metrics (Reviews, Easy Pay %, Insurance % and Merch %) monthly but only are compensated for a piece of the total rentals at site. Even if you are carrying the store rental totals 3) Far too many unspoken rules of operations 4) No team building outings 5) Expected to deal with break-ins, homeless, safety/security without any real support 6) No pay difference for being Bilingual 7) Once you're in, you're in. Its hard to move up in the company.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Extra Space Storage is a great company and place to work.,5.0,"Nov 18, 2024","I've been with Extra Space Storage over 3 years now, and I love it. The support from our District Manager, and everyone at the corporate office has been fantastic. The company benefits are numerous, and are very good.","Yes you have to occasionally clean units when someone vacates, but it is not hard at all. Yes there are metrics the company wants everyone to strive to achieve, but what successful company doesn't have these. Yes you have to work most Saturdays because they can be busier days, but if you need it off for a special occasion they are flexible and can work with you.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Good Company to Work For,5.0,"Dec 3, 2024",ESS has been a great company to work here. I've been here for a few years and don't see myself anywhere else. If you work hard and perform well people really take notice and are always very willing to help propel you to that next level.,"The benefits could use some work, although it looks like improvements have been made for the 2025 year.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great Culture where Core values are lived out, top to bottom!",5.0,"May 14, 2024","I’ve been working as a District Manager at Extra Space Storage for nearly 5 years. I can honestly say that it has been an incredible journey. I keep waiting for the dream to end. Here are some highlights: Supportive Leadership: The management team genuinely cares about employee growth and development. They provide regular feedback, mentorship, and opportunities for advancement. Collaborative Environment: The collaborative culture at Extra Space fosters teamwork and creativity. I’ve had the chance to work with talented colleagues who share a passion for excellence. Impactful Work: As a District Manager, I’ve been able to make a real impact on the success of our stores. Whether it’s improving sales, optimizing processes, or enhancing customer experiences, my role feels meaningful. Work-Life Balance: Extra Space Storage values work-life balance. They understand the importance of maintaining a healthy equilibrium, which contributes to overall job satisfaction. Recognition and Rewards: The company recognizes hard work and celebrates achievements. From bonuses to employee appreciation events, they make sure employees feel valued. Overall, my experience as a District Manager at Extra Space Storage has been outstanding. I highly recommend this organization to anyone seeking a supportive, growth-oriented environment.","You have to be comfortable with change. If you are not or are fixed minded, this is not a good role for you.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Not great,2.0,"Mar 29, 2025",Great customers if you are at a good location.,Horrible management that sees you as a number.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
I'm proud to say i work for Extra Space,5.0,"Nov 26, 2024","Consistent hours, Leadership that fully encompass company standards, Amazing coworkers, The community of the job makes the pay worth it - with the possibility for raises each year","istent hours, Leadership that fully encompass company standards, Amazing coworkers, The community of the job makes the pay worth it - with the possibility for raises each year","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Empowered,5.0,"Dec 3, 2024","The company does a really good job of letting you run the site. There are a lot of tools we're allowed to use that other storage companies don't have, or need Upper Management approval for.","While they do empower you to make decisions, there isn't really consistency between districts. Some DMs are way more micro-manage-y than others. Where policies are in place, but they still want to ""way in"" on them before you're allowed to do so. While I don't think this is company-wide, there are DMs that are maybe on a power trip, or again, just micro-managing.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Very Reactive Company,1.0,"Jan 28, 2025",The company has a great work life balance,"A very reactive company opposed to proactive, Very disorganized upper management, No sense of direction overall","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Professional,5.0,"Jan 14, 2024",I’m a professional For this typically in the working field I think everyone should work as a team and I think pros about me. Working here with extra space storage I think it’s lovely to see everyone and new faces I believe in different places and facilities in different areas of. Extra space storage is Amazing how everyone seeks help and is helpful and loves working together with others and getting along while doing so in the work industry Also the pay is good. So like think that’s. A plus’s for extra space storage,I think for. The job properly. I think con’s would be how some people may not want to work together and. Doesn’t do the job right and loves to ramble off about. How there day is going instead of getting the job done when. The job is needed to get done at. Certain time. Period and love conversation but. Not. Focusing on. The job they have infront of them when the jobs is desirable to get done and. Is lazy and slacking on what needs to be done instead not doing what they have to in extra space storage So I believe. Extra space storage. Needs the help,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
My person experience,4.0,"Dec 29, 2024",Easy job for the most part depending on location & customer base,"Low pay, internal politics, company is starting to exhibit greed just like most successful corporations.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great company,5.0,"Apr 1, 2025",Easy overall happy customers there,Low pay bonus structure is challenging,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Terrible at Communication,3.0,"Dec 5, 2024","Depending on where you work, you tend to have a lot of downtime on your hands, which you can use to work a second job (virtually) and get paid twice over for the same time. There is a very low bar for excellence which focuses on number manipulation, so if you're good at that and it doesn't bother your conscience, then you can move up quickly in this company.","This company has a few major issues which will always hold it back. The 1st is how poorly they communicate within their own operations. Changes get made and they never inform the store at the store level until 1-2 months after they did it. Everyone is different, but many of the DTL's and DM's in numerous districts tend to gatekeep information, which hurts their team. The other major issue is that their values are too numerous and all over the place. They have 17 different values which are often times in conflict with each other on any given day, but everything is always important. And lastly, their focus on numbers and nothing else breeds a certain kind of person that learns to manipulate the numbers to show them as a great employee when they're not even a good person. Turning away customers just because they're not going to get the CPP/merch/easypay and upsetting them enough to leave a 1 star review on Google, still keeps your store's numbers looking good and your review interaction high (despite the rating). That's the absolute wrong focus to incentivize on and it's no wonder why customers are always looking to rent somewhere else.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great work/ Life Balance,5.0,"Jan 2, 2025","Upper Management is great. Very cohesive team. We all work together to achieve great District KPI. Benefits keep getting better each year,","If you work at a slower site, you can get quite bored at times, but it's all about finding the little things to do and finding ways to help others so you don't lose your mind. Wish we were paid Holiday pay for holidays we have to work on top of our 40 hr/ week.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
So far so good!,4.0,"Dec 4, 2024","Depending on your location and what type of facility you are running, the pay is decent. I think that the ones who work in an outdoor facility need to make a little more than those who run an indoor facility due to the increase in manual labor for the upkeep of the facility. Sundays off is a big perk for me. I like having a weekend day off for family, friends, or life balance. After working over 20 years in traditional retail, this is a nice balance between customer service and facility upkeep. I like that any mileage you accure by traveling to other locations is directly entered into your timecard. I've worked for other companies and the worst one didn't pay your mileage for almost 3 weeks. There's efficiency in their infrastructure here. Communication between my trainer, other co workers, and direct supervisors has be friendly and helpful-no drama so far! Most of the software has a good help system, so if you prefer to learn on your own you can. I like that there feels like there's a infrastructure that is built with the company that promotes a good work experience for staff.","The training focuses a little too much on the selling and less on site upkeep, which can be overwhelming when you're finally on your own and don't know how to do things. Pay could be better with the way cost of living has increased. Pay for out door unit workers should be more than indoors due to the increased labor. The website really should promote that the sales on the units are temporary so that customers aren't suprised when rates increase after. All corporate storage facilities have the same practices, but the lack of transparency to the customer makes retaining clients difficult. Customers wish we had longer lease options rather month to month, but I understand why we don't. Depending on how far you want to go, there might not be promotions available to you if you don't relocate. Ive heard the insurance isn't the best","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Wonderful place to work.,5.0,"Dec 5, 2024","What can i say there are so many. We are off on Sundays, we get a lot of holidays off. The work life balance is amazing. The company cares about the well being of their employees but all the business side of it as well. The benefits are really good. The culture is what keeps me here. I would recommend this company to anybody that wants to work.",There really isn't any cons to the job for me.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Stable Company - Largest in Utah,4.0,"Feb 20, 2025","Really stable company that has grown a ton - acquired a company in the last year, fairly recession proof","Fairly segregated when it comes to departments, nature of a big company, but easy to work with others","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
My Journey at Extra Space,5.0,"Jan 28, 2025",Manageable Work hours Flexible Schedules Low Stress Environment Great Pay 50% discount on units,No More 100% discount on units,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Wish I had done this sooner,5.0,"Dec 3, 2024","Company culture isn't just talked about, it is an integral part of every interaction. Every day we work hard to make ourselves and our locations the best, but NEVER at the expense of teammates or customers. And I have yet to be even close to bored, every day is different.","There is so much to learn. Not that this is a con, but it can be a challenge.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Best place to work,5.0,"Dec 16, 2024","supportive management, great pay and benefits, company promotes within giving current employees that chance to advance, auto off on Sundays and major holidays, guaranteed 40hrs a week, great staff to work with!",I personally have no cons besides maybe not everyone in the company has the same pride in their job as most of us do. Also some might think this is just an office job and its not. You have to be able to work inside and out without being afraid to get dirty.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great place to work,4.0,"Mar 10, 2025",Great culture and work life balance.,There is a pay gap between genders.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great company and employee care!,5.0,"Jun 6, 2024","Everyone is very appreciative of each other, your work does not go unrecognized! This is the best company I've worked with that really does care about their employees as much as they care about their customers. When needing guidance, there is no shame in asking for help and if you made a mistake, they are great with coaching. There's great support for work-life balance too! Even if your alone, other sites keep up with each other daily so there's always someone to chat with and ask for help that's close by.","Some customers can be very passionate and strict with how they spend their money, such us their monthly rent, so there are times where they may come off aggressive. Customers could also not be respective of the property and not only litter but leave mass items behind. There may be times when dealing with deceased tenants so there are moments where the heart strings are pulled.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
I highly recommend Extra Space for Employment,5.0,"Jan 2, 2025",I have been here 2 years and I absolutely love working for this company. I have the best Senior DM ever that is very caring about the employees. The hours are great and our management team is GREAT! Incentives and bonuses are good as well!!!,I really cannot say anything bad about the company.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Should or shouldn't I work here,3.0,"Dec 3, 2024","Great team, upper management show they care for all employees at every level, Work life balance is a real thing here if your district is fully staffed, the job is not hard at all, growth is a real thing here.",the pay is bad for both store managers and assistant managers. Title should be property or site manager not store manager for part of our work is to manage and care for the outside of our store. Training a store manager from off the streets needs improvement.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to work,5.0,"Mar 18, 2025",well-managed company with very supportive upper management,wish there was more room to grow,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
No values,1.0,"Apr 21, 2025",You’re left completely on your own,Company does not care about the values they pretend to have,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Best Place For Growth,5.0,"Jan 28, 2025",If you are looking for growth opportunities this is the place for you! Extra Space Storage really gives you the tools to be able to put your growth in your own hands.,More team bonding activities during the year.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Work,5.0,"Dec 9, 2024","We are not micromanaged, all upper management is great, they treat everyone with respect, they do not look down at anyone and they have a open door. You also have a work life balance.",Not much to say other than not much in raises to help with the cost of living. That is the only con that I can think of.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Beware of Toxic Management,1.0,"Dec 5, 2024",Work is relatively easy and team members are always there for you to provide training,Senior Leadership doesn’t care about the work they oversee and has targeted people based on personal vendettas. For this reason the accounting department has an extremely high turnover rate from employees who have been there for 5+ years. Office politics are childish and the constant drama is reminiscent of my high school days.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
I'm PROUD to call myself an employee of Extra Space Storage,5.0,"Nov 26, 2024",Consistent hours Excellent communication between different levels of employees Feeling safe and comfortable in a workplace Plenty of opportunities for growth & pay increases,istent hours Excellent communication between different levels of employees Feeling safe and comfortable in a workplace Plenty of opportunities for growth & pay increases,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Growth Culture,5.0,"Mar 14, 2025",Support Resources Work life balance,Some old properties Limited holidays,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
work place,5.0,"Jan 2, 2025",great place to work they are always looking out for the employees i came from an company of 8 plus years and from the first day i started they have always showed me with kindness and always answer with any questions always have room to grow with the company,i really dont have any wrong things to say about this company because i enjoy coming into work everyday,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great job, great company",4.0,"Feb 21, 2025","Pay seems good, benefits are ok, IT dept cares about it's employees. Good life-work balance.","Benefits could rival other Utah companies better, but having a stable job makes up for that.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Extra Space Storage Is Amazing!,5.0,"Oct 1, 2024","When I first applied for Extra Space Storage, I had very low expectations. That being said, I was blown out of the water from day 1. Everyone I've met embodies the culture, and are very kind. In addition, the company culture is the best I've had! Company culture is one of my highest priorities, so this is a big deal. Extra Space Storage puts their employees first, and cares about your development and growth. Another thing that amazed me, is that the C-Suite takes the time to get to know their employees as well. I feel like I am a valued partner. Lastly, work-life balance is very valued here, and implemented since day 1 as well which I appreciate.",I don't have any cons at this time.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Be,5.0,"Feb 26, 2025",Looking for a Work / Life Balance this is the place! Support system is huge in my district!,Better Bonus structure for SM and AM,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place,5.0,"Mar 14, 2025",Room for growth. Leadership is knowledgeable and valued,in person work required twice a week,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
I got lucky and Extra Space started to manage my facility,5.0,"Nov 19, 2024",Great work hours! You are apart of a TEAM! They love to see you grow and excel. Open door policy Upper Management that listens and cares!,"Its not really a con, but Extra Space is EXTRA when it comes to the cleaning of the units. Its like they want them SPOTLESS","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Reach For The Stars!,5.0,"Nov 29, 2024","There is a sense of community here at Extra Space! Not only does this company do an great job at welcoming their customers, Extra Space Storage does a greater job at welcoming their employees. Your opportunity for growth is encouraged and achievable! Its really ok to be who you are meant to be here!","More team members are needed who are willing to be awesome in this line of work, not just do the bare minimum.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Strong, growing company with great culture",5.0,"Oct 7, 2024","I love the culture of teamwork and excellence at Extra Space. I love the work/life balance. I'm also impressed by the steady growth and resilience of the company even through tough economic times. People tend to stay here a lot longer than they anticipated once they get to know the people and the types of challenges we get to solve, whether in technology or other aspects of the business.",Our fast growth over recent years has led to some growing pains as we learn to communicate across larger teams and departments. We're learning how to navigate more complexity. But we're trending in the right direction.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Employee Experience,5.0,"Jan 2, 2025","Teamwork, Excellence, Integrity, Innovation, Passion","Coverage Gaps, Job Anxiety/Stress, Training, Education, Bonus","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Work,4.0,"Dec 4, 2024",- PTO increase as tenure increases - Monthly rental incentive - Annual merit pay increase - Great alternative to traditional retail - Duties clearly outlined - Ability to manage your daily routine -,istent improvement to services and tech - Ability to build rapport with customers,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great place to be,5.0,"Dec 16, 2024","Paid time off, a few national holidays off every year, always a full time set schedule, No late nights-always off by 6pm on weekdays and off at 5:30pm on Saturdays, and monthly bonuses depending on your sales from previous month.","Customer interactions can be hard depending on the situation and where you may work, but that is also with any customer service job. You need to be sure your good at de-escalating situations if needed.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great company,5.0,"Feb 26, 2025",Awesome team and resources to excel at your job.,None that I came across.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Awesome company,5.0,"Dec 3, 2024",I have worked in this industry for 26 years and for Extra Space about 18 months. I love my job and I am secure in the knowledge that if help is needed it is there! The DTL's and DM'S are on the ball and have made the transition easy! You could not ask for a better place to work!,I cant think of any.... If you like running your property and are good at management then there are no Cons,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Easy job - ok money,4.0,"Jun 18, 2024","The job touts a strong work-life balance. If you have had any success in sales, this is the easiest sales job I've had. Great people to work with and are very helpful at getting you where you need to be sales-wise.","Shift bids every quarter Can't request PTO more than 6 weeks in advance unless an exception is made. It takes at least 3 months (on the sales floor - so 4 months with the company) to really start seeing any commission. But most won't see what a ""full"" commission check looks like until around month 6. Most people working here work a 2nd job to make ends meet. Myself included. Glaringly white males top of that executive tree.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Fantastic place to work,5.0,"Nov 19, 2024","Full time hours with guaranteed Sundays off Friendly work environment accommodating Cares for their employees, promotes internally before looking outside.","Pay is a bit low for the industry benefits are ok, but there's is room for improvement Management is communicates clearly for most things, but there are some things that seem to change without warning","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great place to work,5.0,"Mar 7, 2025",This is Great place to work,"Management, work orders being submitted in a timely manner","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
"Great culture, team, and pay",5.0,"Feb 24, 2025","hybrid schedule, stock options, good benefits, competitive pay, amazing culture - work hard play hard",can't think of any. I'm happy here,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Job,5.0,"Jan 3, 2025",I appreciate the type of environment it is here. I work with customers and build relationships while helping with there needs in storage. I have an office. I get to go outdoors and move around. Its a healthy work environment overall with great benefits and places to move forward if interested!,I have no complaints in the company or how the staff operates.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Work experience,5.0,"Dec 4, 2024",This is a wonderful company if you’d like to work and not be micromanaged this would be a job for you. Strong worth ethics are a plus.,Dealing with the regrets of selling guests items due to lack of payment for their storage unit is the hardest part of the job,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Thankful for change,5.0,"Dec 4, 2024","Coming from an exhausting food and retail background, I took the leap of faith and accepted Extra Space as my new career. And I'll forever be thankful for it and the team I'm apart of! I needed a change and the amount of patience and teamwork I've experienced is beyond impressive! I am forever thankful for the change I took and the relief to finally have a well balanced work and home life!",Pay could be better for store managers,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Wonderful place to work!,5.0,"Sep 30, 2024","I came from a retail background so I was in the headspace of ultimate rigidity, inflexibility, and stress. Coming to ESS was such a life changer. I now feel like I have a team that genuinely supports me and wants to see me succeed, and they remind me everyday that they are here for me. I always feel like I know what is expected of me and what I can do to improve, if not, I know my DTL or DM is a short message away.","It can be tricky with only one person in the office at a time, especially on busy days like Monday and Saturday.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Love working here,5.0,"Jan 3, 2025",Amazing management Great teamwork Communicative boss,Hours are a bit unreliable,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Almost Great,4.0,"Jul 12, 2024",The work load in this job is definitely manageable. You get a lot of freedom to run your store how you want it to be run. I rarely come in dreading my day at work. The bonus incentive is nice as well. A lot of room to grow!,"The pay just isn't cutting it. I'm managing an entire site of 780 units, being expected to come in after hours if there is an emergency, and handling all the operations and not even making $22 per hour. The lack of a livable wage is essentially the only negative in this position. This of course results in a high turnover rate.","Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Incredible work place!,5.0,"Jan 28, 2025",30 minute lunch break Meeting new people everyday! Allowance for uniforms and shoes 40 hours a week,Traveling as an Assistant manager is sometimes stressful. Not always having double coverage,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Wouldnt reccommend,1.0,"Apr 10, 2025",Customers were nice and easy to work with,Working with dan. Controlling abusive micromanager,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Work/Life,4.0,"Dec 3, 2024",Great work/life balance which allows more time for family. You don't have to take the work home with you. Your travel can be reimbursed. Decent time off and benefits. Opportunities for advancement. Team atmosphere even when working solo.,Being short staffed will cause more travel and working at multiple locations for AMs. Customers can be hard to deal with due to aggressive increases.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Wonderful Company!,5.0,"Oct 21, 2024","I have worked for Extra Space for a few years and am continually impressed as time goes on. It's a growing company in a stable industry that has an amazing people focused culture. The values run deep and are actually cared about. I'm not sure what else you could really ask for! I feel I can go to almost anyone across the company and they would be more than happy to help me. I am supported, valued, and have opportunities to grow. I can see myself here for a very long time.",No major cons outside small tweaks any business tries to make.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Excellent Place to Work !!,5.0,"Dec 4, 2024","Extra truly cares about its customers and employees, it is a great work environment and we have an abundance of support from managers all the way up to corporate,",To Be truly honest I cant think of any,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
No night work All Sundays off,3.0,"Dec 20, 2024","No night work, all Sundays off,decent PTO, Pay is almost where it needs to be",Dealing with customers can be difficult at times.Schedules are sometimes a challenge to deal with.,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
Great Place to Work,5.0,"Jan 28, 2025",There are a lot of opportunity for growth if you want it. Managers truly care about your success.,Some Saturday work is possible,"Extra Space Storage, Inc.",EXR,2025-11-11,https://www.glassdoor.com/Reviews/Extra-Space-Storage-Reviews-E35227.htm
