title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Poor leadership,3.0,"Sep 17, 2025",The employees are generally nice,Leadership is poor and the talent pool is bad. Poor performers are not held accountable,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Toxic Work culture,1.0,"Apr 22, 2025","Global exposure, Remote work. Good Insurance benifits","Very toxic work culture. Stubborn managers and leadership with no recognition for any creative work or working overtime to get additional last minute tasks done. Managers are waiting for you to make 1 small mistake to play the blame game even if you do 9/10 things right. Feels like everyone has fit into this mold to keep their position and throw someone else under the bus. For a dinosaur company like iron mountain they sure hire and fire faster than a silicon valley start-up. Even though the company just started unlimited PTO, management makes it utterly difficult to approve even 2-3 day leave requests. Feels like company was forced to implement unlimited PTO to avoid paying a bulk of employees they constantly fire instead of actually benefitting the employee which is how it was presented, but sadly that is not the case. For any employee thinking of join IM, please do your due diligence before leaving your current job.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
,2.0,"Sep 14, 2025",You have a job. You have benefits,No advancement. Pay is not competitive with other companies that are similar,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
It's a job for now,2.0,"Sep 12, 2025","paycheck
Let's you request off freely
Provide lunches","Lack of proper training
Lack of communication
Must kiss up too get along",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Here's to Making it Work,3.0,"Mar 5, 2025","You can look forward to a stable schedule, plenty of overtime opportunities, flexible schedule changes, and leadership that is very accepting of time off when given enough notice. The PTO itself is very easy to track with an online system and onsite clock in device. The leadership is very transparent with company & HIPAA policies, and are easy to ask questions about any task. Additional training on something you do not understand is easy to get.","The starting pay is very low, barely minimum wage to keep up with how costly the times are. The workplace is very physically crowded which fosters gossip, and is probably unsafe for HIPAA policy honestly. The supervisors are transparent, but tend to over complicate tasks, focus on the odd parts of workplace solutions, or don't compromise well with staff making them feel unheard or misunderstood.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Alright place,2.0,"Sep 10, 2025",Good hours (early in early out),"High demand, pretty dirty, management was kinda lacking and not great",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Great view from the outside, spoiled on the inside.",2.0,"May 25, 2025","Decent pay, fast paced, always learning new methods. I always enjoyed how diverse that specific location was.","Constant changes between management, went through 3 managers within the 3 years I was there. They have been laying off agents in the US since 2022 to hire and underpay agents in Colombia and India. Very contradicting, especially knowing the majority of client's have expressed difficulties regarding the extreme delay it takes to get to a US based agent due to the language barrier. It was also hard to explain client's billing concerns when we are able to see the price gauging ourselves as agents. I mean, we're talking about client's rates being increased twice within a 1 year period.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Horrible work environment,1.0,"Sep 25, 2025",You have a job atleast,"All of them. Hostile work environment. Bias, nepotism and favoritism.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Decent environment, easy work",4.0,"Aug 20, 2025","Easy work, great supervisor, good pay and benefits","In a man made cave, no sunlight, no fresh air, sitting at desk all day with computer screen",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Do not work here,1.0,"May 1, 2025","The people are great, I really do like my teammates","Horrible pay and commission structure. Changes constantly, making it impossible to reach your quota. If you are at 75% or less to goal in the quarter, you're fired. Generates a culture of fear, everyone is afraid of that 1:1 on their calendar, thinking it is their last day. Management promotes sneaky tactics just so they can hit their goal to look good on the dashboard, but you will never be paid on it. Please, do not waste time here, there are other jobs out there that will pay you better and treat you with respect and have a better company culture. No room for promotions - people stuck in the same role for 6+ years with no promotion but management keeps promising them. Iron Mountain is slammed in the BBB, so you also have to deal with angry customers 24/7. Iron Mountain gouges their clients and locks them in contracts they have to pay six figures to get out of.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Iron Mountain Review,3.0,"Jul 23, 2025",Good culture among close teams Big company with opportunities to network with other teams and learn about their work,Not enough communication from the upper management Sudden structural changes Upper management does not think about employees Very bad experience during the layoff call - the manager who laid me off didn't even ask how I was feeling.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Sales,5.0,"Jul 5, 2025","People were so helpful and the job required lots of mental ""thinking on your feet:"" when talking with customers to position the company correctly.","Unfortunately a ""sales reorganization"" occured and apparently happens frequently which I didn't know when I went to work for them.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
They're not ethical,2.0,"Jul 22, 2025",They pay you on time. Coordinators are reasonable and flexible,Daily quotas You must do unethical things to meet quotas Revenue generating tasks (Rebox / Relid) are unfair to customers Physically exhausting work Workers are unhappy No assigned positions Can be transferred anytime Temporary workers often get paid more than new employees,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Team Collaboration,5.0,"May 12, 2025","The leadership team is approachable and transparent, and they genuinely care about employee well-being. There’s a strong focus on work-life balance, and the flexibility offered—especially in today’s hybrid environment—is a huge plus. Collaboration is part of the culture here, and I’ve had the chance to work cross-functionally with incredibly smart, driven people who are passionate about what they do. The finance and accounting teams are highly respected within the business and play a key role in strategic decision-making, which makes the work feel meaningful.","As with many large organizations, navigating internal processes and layers of approval can be slow at times. It requires patience and persistence to drive change, but strong communication and a proactive mindset go a long way in getting things done.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"People are nice, but lack of vision seems to hold back progress",2.0,"Jun 18, 2025","There are no shortages of great ideas and products that they want to implement, always striving for looking at the next best thing. Sometimes at the determent of the clients they serve, even though they should be in a better place",Lack of alignment at the leadership levels seems to always get in the way of progress. Needs to find a better way to align on actual strategy,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Computer Technician Phoenix, Arizona",3.0,"Aug 8, 2025","Entry Level, Low learning curve, easy tasks/work","Little room for growth, very repetitive work",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Great company,3.0,"Aug 6, 2025",Management team is tenured and mature,Software quite pricey vs competition,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Great job, Great people,",5.0,"Jul 8, 2025",This was a great job. Training was as long as it needed to be. Management wanted you to succeed. Team felt like a family. I miss this job!,No cons at all. Loved it here!,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Directionless,1.0,"Jan 9, 2025",Experience navigating frequent change and developing resiliency,"The company is completely directionless and does not have realistic expectations aligned with their current market position in the SMB or Mid-Market space. You are forced to choose between meeting deadlines for low impact administrative tasks or taking the necessary actions to be effective at your job. The executive leadership team is extremely out of touch and far removed from their front-line employees leading to bottle-necks and inefficiencies in process. There is very little being invested into customer support and as a result, customer satisfaction is at an all time low. There are class action lawsuits and many complaints against the company due to their failing business model forcing 200%+ price increases onto their customer base within 1 to 2 years. Their priority is on scaling their digital solutions lobs while not having a competitive product or solution. Absolutely horrible profit over people culture and sales leadership team that is incapable of inspiring or engaging employees. No budget for incentives to drive competition or motivate representatives. I would describe as the merry-go-round of misery.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Changes are becoming impossible to navigate,2.0,"Jun 4, 2024",Huge 70 year legacy of protecting some of the worlds most protected information An attempt for Digital Transformation internally to bring new products and solutions to our customers as we tout how we can help customers with their Digital Transformation Increased global positioning as a leader in the ITAD/ITAM arena,"Mass layoffs and a drastic change in compensation indicate it's now profits over people as shareholders seem to be more important The majority of salespeople still don't understand our 2024 compensation plan. Layoffs and resignations are significantly impacting sales opportunities which then impact sales compensations Generic ""we listen to what you have to say"" on nearly every post on Glassdoor implies no one bothers to even look at this or care",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Iron Mountain INC,5.0,"Jul 8, 2025",Very rewarding and Challenging work.,You have to make yourself unplug and not get encompassed in work or it will bleed into Work Life Balance.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
I love working for Iron Mountain,5.0,"Jan 14, 2025",Iron Mountain's biggest asset is its people. I love working with my team and I find the culture at Iron Mountain is the best I have worked in Corporate. No backstabbing or fear from leadership makes you do things that you don't think are right. I find the leadership is very transparent and there is a lot of room for growth in the organization. There are different teams that own their work and there are lot of enablement tools provided to get the work done effectively. I love my work and my team and would highly recommend working at Iron Mountain,"Large organization similar to any other company sometimes takes longer to get things across the finish line with many approvals. Another con is there can be budget constraints at times, but that I think comes in every company. Sometimes we work in silos and it be cause duplication of work but for the most part we work well across teams for the most part.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
I love Iron Mountain!,5.0,"Jun 15, 2025",Iron mountain is an amazing place to work. They pay really well. The people I’ve met who work here are really nice and want to see you thrive.,None that I can think of.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
good and caring,4.0,"Jun 29, 2025",they are always offering over time,the pay is very low compared to what i do,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
,1.0,"Jun 23, 2025",Not really any pros to mention. Was a newly created role that only about 40% of reps were successful in.,"Poorly executed plan, touted as a promotion when in reality it was the same base pay, a much higher quota while limiting the rep to only sell select services. Many of which customers didnt want to buy.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Survival,2.0,"Jun 27, 2025",money and clients are abundant,you aren’t just a saler,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Well Designed Organic Growth,4.0,"Mar 27, 2025","Great company to work for, top talent colleagues, world class operations, and phenomenal financial blueprint - recession proof!","Like any large org, over processed and too focused on top line revenue growth instead of being business growth driven. IRM does not partner well with business partners.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Frustrating company with little regard for customers.,2.0,"Jun 16, 2025",Lots of good co workers.,Terrible customer support and predatory billing practices that result in disgruntled employees and customers.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Iron Mountain,3.0,"Jun 24, 2025","Easy job, but a bit redundant",Not enough pay for work load,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Good Job,3.0,"Jun 18, 2025",Lots of great people work there,Corporate is cutting costs left and right. No overtime for some,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Great Benefits - Solid company,4.0,"Jun 3, 2025",Great company to work for and they are moving in the right direction.,In office requirements mandate that you need to be in office a lot.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Operations Manager,5.0,"Apr 8, 2025","""Working here has taught me the importance of collaboration in achieving a common goal. No individual is more important than the team. When everyone is encouraged to share their suggestions, it leads to better decision-making.""","Lately, I’ve been finding it difficult to see a future filled with opportunity here. I'm hopeful for the chance to continue adding value as an individual contributor, where I can bring my strengths to the table and continue developing professionally.""",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Not worth it,1.0,"May 18, 2025",Only Pro is Work from home.,"It's not worth it! There is too much bureaucracy. No one understands or has relevant product experience, moving into the product from no relevant experience. They don't analyze before jumping to conclusions. It's like, ""Oh! I think this should be a feature."" The engineering team dominates, doesn't follow the product process, and thinks of themselves as owning the company.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Not a bad company,4.0,"Jan 27, 2025",1. Remote Work 2. Market salary 3. Laid back work environment,"1. Politics and favoritism(IRM Vs X-Nielsen, EIT Vs Digital etc.) are rampant, with senior management mostly looking after their own interests. 2. Layoffs are a recurring issue, happening every year. 3. Promotions mainly happen within management, leaving technical employees undervalued. 4. EIT favors managers, but the technical expertise is lacking, and there are too many managers masking inefficiencies. Meanwhile, the Digital team is highly skilled but operates in a cutthroat, high-pressure environment.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
,3.0,"Jun 9, 2025",Very easy job to do,Violent and management were horrible.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Great Company,4.0,"May 6, 2025","Challenging, innovative, tries to create and maintain a positive culture",Sometimes they move a little too fast. Not sure if they've figured out how to pay women equally.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Good Company,5.0,"May 4, 2025",Good Solid Company with lots of opportunity.,Highly Political needs to be more practical.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Nice environment,4.0,"Apr 30, 2025",- Flexibility - No micromanagement - Good coworkers and management teams,- Need to try to get a rise plenty times before getting it,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Very inhuman environment focus on financial results,2.0,"May 20, 2025",Good Compensation and benefits package,"Inhuman, decentralize environment, managers lack of soft skills",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Enjoy to work,5.0,"Apr 6, 2025","Job Stability: Iron Mountain is a well-established company with a long history, which can provide job security for its employees. Competitive Compensation: The company typically offers competitive salaries and benefits packages, including health insurance, retirement plans, and more.","""I'd like to say there were good managers in the group but there were none",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Production,1.0,"Jun 9, 2025",None that I can think of,Feel like walking on eggshells all the time. Feel that if you sneeze wrong you get written up for it.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
,2.0,"May 15, 2025",Remote working schedule allows flexibility,Team culture is toxic and not long term oriented,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Account Executive,2.0,"Apr 23, 2025","Salary, some great colleagues, and good benefits","Years of inconsistent customer service mean a negative perception of the company. Selling all the different services, some unrelated to others, is a challenge.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Fine,2.0,"May 6, 2025","People were great, management trys.","Everything else, customer's were rightfully angry due to company's rates.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Great place to work!,5.0,"Apr 18, 2025",Great people to with for and with. I have fond memories from my time working here!,No cons that I can remember.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Iron Mountain,4.0,"Apr 24, 2025",People care about the work they do and the clients,"Strategy changes very often, resulting in many layoffs",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Beware of Indian politics at this company,1.0,"Sep 9, 2024","* Benefits are good ( health insurance, dental and vision) * remote friendly * wlb * lots of history","he leadership here is incredibly corrupt, full of bias and internal politics. They have the wrong people in key positions, and the directors clearly have no idea what they’re doing. Talent is constantly overlooked, and the overwhelming number of Indians in leadership roles is destroying what was once a great American company. They’re bringing in toxic politics that are ruining the organization from the inside out. These people need to go if this company ever wants to return to its former glory. The constant internal conflicts and power struggles are leading nowhere. *Interacting with people like this every day can seriously damage your mental health. * I initially thought I was stuck in a toxic team and wanted to switch, only to discover that the same problems exist in other teams as well.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Awesome place,5.0,"Apr 27, 2025",Great pay on time. Never late.,"None, it’s just great as it is",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Hard working employees,2.0,"Jan 2, 2025",Very organized operation. All of the employees are very dedicated and hard working.,"I was hired on as a temp to be hired. I had a non work related medical issue that needed immediate attention. I got into a word battle with a supervisor because I need to go to the hospital before lunch. I received a phone call from the temp agency that I was terminated because of low production goals; the goals that were never discussed even though I brought up to my LEAD. Including the Company's ""policy"" of exiting the plant that was never explained.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Decent company to work for,4.0,"Mar 6, 2025",-Home at the end of the day -Overtime hours available if desired -Easy onboarding process -Relatively easy to request time off -Close-knit driving team -Easy job to pick up -Off on weekends,-GPS in trucks can be oversensitive and ping for minor occurrences -Routes can be heavy on certain days -May have to assist on unfamiliar routes when other drivers are out,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Sales,3.0,"Apr 10, 2025",Large company room for growth,Customers feel they are trapped. Highest prices in the industry. Very diffucult to break ties with the company.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Horrible,1.0,"May 21, 2025",Hybrid work schedule They don’t micromanage,Management is horrible all they are worried about is surveys They will lay you off with no notice,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Great company, great pay, solid customer base, ample sales opportunities",5.0,"Feb 23, 2024","Lots of great supportive people who are more customer focused than other tech giants I have worked for. The offer I accepted was higher than I had expected for my experience level (Around $100k base / $100k comm for Enterprise AE role with 10 yrs B2B exp.). Lots of selling tools, a dedicated CSM (vital to your success), a shared SDR, and a shared SME for each major product category. Customers generally like us, are easy to engage with and accept meeting requests. Competitive offerings with lots to upsell within accounts across other departments and LOBs.. The products are competitive and sufficiently suited for customers' needs,","It can be easy to get stuck in discussions about legacy paper-based services that customers know Iron Mountain for (offsite records storage and doc shredding are their bread and butter). While there is a big opportunity for converting these legacy customers to digital services, Iron Mountain has most room to grow in it's cloud, digitization, and digital storage businesses. Nearly all sales are generated within existing customers who have large offsite storage accounts already, by forming relationships with the right people to find new projects, expansions, and renewal upsells. Frequent account team changes and annual rep reassignments seem to have the most damaging impact to these relationships. Rarely are deals won from a position of clear product superiority or lowest price, but rather from trusted relationships with the customer's AE and account team.",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Exciting time of tremendous growth and opportunity,4.0,"Jan 14, 2025","-Aggressive and accelerated growth creates lots opportunity -Evolving business with a lot of new services and offerings -Collaborative, Team oriented -Exciting journey of transformation -Share price hit an all time high in 4th quarter '24",-lots of change and transformation which is not for the faint of heart -Need to operate and be comfortable with a level of ambiguity -Org design can create some challenges regarding attrition/retention,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Decent job,4.0,"Apr 15, 2025",Good people with great benefits,Very old school thinking and not willing to change,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
"Great, supportive company and culture",5.0,"Apr 2, 2025",Great company. Flexible working environment. Supportive culture.,"Top, down leadership. Frequent organizational changes (as most employers do)",Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Working here is like being in hs,2.0,"Mar 20, 2025",Easy work and can get busy if work is available. A lot of opportunities for OT when busy.,Management clearly have favorites. Communication skills are horrible,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
Decent job,3.0,"Apr 9, 2025","Steady work, easy work. Good benefits. Tuition reimbursement",Does not give yearly pay increases,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
No longer a great place to work,1.0,"Jan 11, 2025","This was a great place to develop skills, there is no longer a clear direction by senior leadership. There is a trickling stress that goes top down and makes it difficult to sell for employees.",After working for Iron Mountain for 12 years being successful and high performer in every role. I was Laid off within a few weeks of going on parental leave. This is the second time being laid off at iron mountain while welcoming a child into this world. This company that was a thriving fun company to work for has become so heartless putting me in a difficult place with healthcare.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
SDR Team Was Great,3.0,"Feb 5, 2025",Sales leadership was very supportive and cared for your work / life balance and your well being.,Onboard training needs a lot of work. Communication amongst teams is tough. Way too many moving parts and people to rely on to do my sales job efficiently. Executive leaders are clear money grabbers don't care for their employees.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
It's a Living,3.0,"Mar 30, 2025",I like to be off work at 3:30pm,The bathroom is FAR walk from work area.,Iron Mountain,IRM,2025-11-11,https://www.glassdoor.com/Reviews/Iron-Mountain-Reviews-E6774.htm
