title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
Tenant Services Coordinator at Vornado: A Dynamic Role with Growth Potential and Diverse Exposure,5.0,"Oct 9, 2025","Pros: Exposure to a wide variety of Class A properties across New York, offering diverse experience. Opportunity to work closely with property managers, leasing teams, vendors, and tenants. Involvement in both operational and financial aspects like payroll, invoice processing, and budgeting. Collaborative team environment with chances for long-term career growth within Vornado. Experience working with high-profile commercial properties and interaction with executive management.","Cons: Job requires adaptability to frequently changing schedules and locations across different properties. The role can be high-pressure, balancing tenant needs, vendor coordination, and multiple administrative tasks. May involve handling complex service requests and urgent building operations issues. Possibly limited relocation support for the New York office position. Work-life balance can be challenging given the dynamic and fast-paced environment.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Accounting Associate,4.0,"Nov 7, 2025",Teams are friendly and helpful,Pay can be slightly below average,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Not the greatest place to work,2.0,"Jun 17, 2025",There are limited pro's to this company.,"Salary, work/life balance, the office is gossipy and people like to throw their titles around when they're clearly underqualified and the reason that the development is not going where it needs to.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Underpaid,2.0,"Jan 21, 2025","Decent PTO, summer fridays (half-days)","It depends on which building you are placed at, could be a great job or a horrible job. Also severely underpaid.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Great company to work for,5.0,"Jan 7, 2025","Great benefits including paid time off, summer Fridays, and bonus. Everyone is very supportive.",Have to go in the office 5 days a week,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Smart people but no direction,3.0,"Nov 23, 2024","Lots of smart capable people, pay is on par with market",Lack of direction and no chance to do anything interesting,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Favoritism,3.0,"Nov 10, 2024",Most people are friendly and cordial.,They take advantage of employees.,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
"Great people, good culture",4.0,"Jun 20, 2024",Work with excellent people who are smart and available to help,None that I can think of currently,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Solid,4.0,"Jun 6, 2024","Solid company, excellent good benefits",Heavy into office market which isn't good market currently,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Excellent Company,5.0,"Mar 1, 2024",Everyone is willing to help and upper management has been here a long time.,The location is not ideal for everyone,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Average,2.0,"Feb 12, 2024",Good medical benefits package and salary is OK,poor work life balance and very stressful,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Great Culture,5.0,"Oct 14, 2023","Collaborative and professional with years of experience in commercial real estate ownership, investing, and operations",None that come to mind,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Great Company,5.0,"Sep 5, 2023","Company cares about employees. Great benefits, and overall great place to work.",None that I can think of.,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Ok company,4.0,"Sep 23, 2023",Decent benefits. Good 401K and medical,Expectations are over the top,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
A solid place to work!,4.0,"Jul 25, 2023",Vornado has some great people and good benefits. Executive Management emphasizes core values. They tend to promote from within and show appreciation to employees.,Working from home is not really allowed.,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Assistant Property Manager,4.0,"Aug 9, 2023",Good work life balance and can learn from industry pros,Working conditions are sub par in most buildings.,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Assistant Property Manager,5.0,"Jun 1, 2023",Great working environment. Get to work and learn from very knowledgeable people.,I have no cons other than the long hours 8am to 5pm or 9am to 6pm.,Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Good place to work,4.0,"Apr 26, 2023",Very nice people and good work life balance,"None at this time, keep it up",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Great Team...not culture,3.0,"Feb 5, 2019","Enjoyed working with the people directly related to the job , benefits were very good and comfortable work environment within your group.","Actually it was very stressful to communicate if you needed to work outside of your department. Some people were not so willing to give you the time of day, even for a signature, they were unapproachable. You can tell people were stressed out and it made the job not worth it. Cliques and nepotism rated very high, made it impossible to feel welcome. You were perpetually an outsider, so you have to not care about that to make it essentially. Not recommended.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Make the most of your position,3.0,"May 9, 2019",Vornado is a large company with a very generous benefits package.,"Communication is an area that can be improved on in a major way. As well, departments work in silos, which can be very frustrating. Invariably, it often took a lot of time to get concrete information from other departments or associates. Many people just didn’t have the information or didn’t know whom to ask. This can be detrimental as some people specialize in blindly following standard operating procedures. Most in the real world can speak to the concept of acquiring critical thinking skills and being successful in that endeavor. Unfortunately, the organization is entrenched in operating in a particular fashion that requires a lot of leadership and muscle to unravel.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
Mr. Roth left an indelible and inspirational footprint in my world!,5.0,"Jan 26, 2023","My two years working with Mr. Roth and his amazing team of Executives when I was 25 and just a few years out from Seton Hall University, and learned how the best in the business function, perform and transcend to excellence!! That was almost 30 years ago and now, from time to time, living my dream life in California, something grabs my attention and my mind goes back to one of the most important, motivating and empowering times in my life.","Every second of my experience at Vornado brings a positive, wonderful and empowering feeling in my soul. Amazing leader, the corporate culture was professional, luxurious, progressive and rewarding and the experience on my resume is one of the many life achievements that are tools I have gained that will always be diamonds that have blessed my world.",Vornado Realty Trust,VNO,2025-11-11,https://www.glassdoor.com/Reviews/Vornado-Realty-Reviews-E708.htm
