title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
AWFUL,1.0,"Nov 8, 2017",Not a lot of nice things to say about this company. Nice picnic I guess. The owner is a good man who just has bad people under him.,"Awful HR. While I was there a a VP was indicted. For 6 months I listened to my manager lie, gossip and discriminate against co-workers and customers. She was away from the office 30% of the week with no explanation. Did not follow company policies 50% of the time. Also a girl transferred over from another office because her boss had been verbally abusing her and forcing her to take on the manager's duties while the manager was absent. HR would never respond to emails. Huge violation. My last day she lied about losing her keys and asked for mine then had HR call me after I left and tell me not to come back with no explanation. Terrible place.",American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Rady isn't as great as you think.,2.0,"Sep 29, 2020",Multiple locations throughout the city,"-Extremely disorganized within each site all the way up to corporate office. What I mean is that you have a procedure to follow and you follow it, corporate adds more steps. So then you follow it the next time, and then you're asked ""Why did you do it that way"" and you run in circles and the corporate office continues to move the goal posts. -Extremely low pay for the position",American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Happy New Hire!,5.0,"Mar 30, 2016",Great working environment. Awesome medical benefits including 401(k) plan. 17 PTO days the first year of employment! That doesn't even include the 3 sick days! Free life insurance for you and your family! Onsite gym and a discount to the in-house cafeteria. Excellent work-life balance.,"None. Ok, well with the great food at the in-house café, I may gain some weight. But then that'll come off going to the onsite free gym. Best of both worlds! :)",American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Egg Shells,3.0,"Aug 27, 2015","Great Company Portfolio, Great Benefits, Intelligent Co-workers, Great Experience in Corporate Setting","Uncomfortable working environment, management taking credit for your work, very unappreciative, raises are rare, only Execs get raises, low self-esteem and cocky upper-management",American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Women In Leadership,4.0,"Dec 29, 2021","The VP of the company is a woman and she is a wealth of knowledge, strong sense of teamwork and that the company is a family.",Managers have a tendency to micromanage and high turnover rate.,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
"Small company, great pay",4.0,"Oct 4, 2020",Pay was insane Benefits were insane Co-workers Lots of money in the company so if you ever needed anything it was usually a yes Company events,Favoritism can happen at times,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
,3.0,"Feb 12, 2021",Promote from within. Multi cultural,Company but operates like a mom and pop shop,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Great Compaany,4.0,"Aug 26, 2016",Company has a bright future n multi family housing. Lots of great employees. Great bonuses and incentives.,Decision made by CFO without considering the impact on lower level employees,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Beautiful location,2.0,"Jun 4, 2014",Attractive real estate portfolio and corporate location,"Disconnected management and leadership, lack of communication",American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Great company to work for!,5.0,"Feb 2, 2022","competitive pay
easy going work culture
diverse",everyone one loves their job so not enough growth opportunities,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Nice place to work,4.0,"Jan 30, 2021",Nice office and friendly people,Lack of communication from management,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Community Manager,1.0,"Aug 4, 2017",None that I can think of,A horrible company to work for doesn't care about staff or people. Wants to capitalize money for shareholders at any costs and will run nice assets into the ground.,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Leasing Consultant,1.0,"Aug 11, 2018","Great healthcare benefits, hr staff is friendly.",ultant,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
90 days pay,1.0,"Aug 5, 2019",Get 90 days of pay,Company Sends temps through staffing agency to avoid hiring full-time.,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Toxic culture,1.0,"Dec 29, 2021",The property is very attractive.,Would 10/10 not recommend. Management is extremely toxic.,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Good,5.0,"Jun 9, 2022",Good company and and culture,Bad work overtime exhausting stress,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
Good,4.0,"Jun 7, 2021",Everything is very good woo,Nothing is bad for them,American Assets Trust,AAT,Diversified,2025-11-21,https://www.glassdoor.com/Reviews/American-Assets-Trust-Reviews-E354669.htm
