title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
Great place to work.,4.0,"May 4, 2021",Family feel between employees inside Chatham,Has had several down turns in the past causing the company to have to reset.,Chatham Lodging Trust,CLDT,Lodging/Resorts,2025-11-21,https://www.glassdoor.com/Reviews/Chatham-Lodging-Trust-Reviews-E354384.htm
"High stress, little opportunity for advancement",3.0,"Sep 20, 2019","Great benefits such as hotel rooms for free or low costs, great company parties, a few great supervisors and good experience for a starter job",truction accountant,Chatham Lodging Trust,CLDT,Lodging/Resorts,2025-11-21,https://www.glassdoor.com/Reviews/Chatham-Lodging-Trust-Reviews-E354384.htm
West Coast Regional Engineer,2.0,"Jul 22, 2015",Friendly property management side employees,"No communication between corporate, have to learn under fire.",Chatham Lodging Trust,CLDT,Lodging/Resorts,2025-11-21,https://www.glassdoor.com/Reviews/Chatham-Lodging-Trust-Reviews-E354384.htm
