title,rating,date,pros,cons,company,ticker,scrape_date,glassdoor_url
No Work Life Balance & Low Salary,1.0,"Feb 9, 2022",- Coworkers - Bonuses -Remote work,"-Be ready to work over 55 hours a week -No rewards or recognition for hard work - rarely happens, almost non-existent -Promotions only happen once a year. You may be due or eligible for a promotion in June, they will drag their feet and wait until February or March to promote you. They do not value hard work -Yearly salary increase does not exceed 3% -Salary is very low -Be ready not to do much Engineering, just know how to plug numbers into tools and spreadsheets -Quite frankly the job doesn’t require an Engineering degree, just some common sense -No project development for Engineers. We are a production asset. All we are here for is to help them make billions that they spend into acquiring more sites or overworking us. They are very greedy people. It breaks my heart that so many great people work for a company that only cares about money",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Awful Experience,1.0,"May 22, 2020",Nothing to mention because there was no pros for me.,"I am very highly educated in the field of Structural Engineering, which at that time thought to be a great help for this company. However, 1) The basis of this company stands on only production and not employee growth. There are numerous number of towers needed to be analyzed very fast (almost 2 hours each). Everything is pre-set for you to only put loads and run the spreadsheet and then create the report which is with only one click. This process which you are supposed to do it in 2 hours should be done every day, every month and so on. I have seen some people even with no structural engineering background which were employed there and were doing the same thing. Therefore, you wont be exposed to new challenges and learn more things and strengthen your knowledge and experience to enjoy as structural engineer. Since I was so bored of this job it effaced my health at that period. 2) Management is very awful. My weekly meetings with my manager were almost like a court trial answering questions about why I didn't finish 20 structures this week or why I had this many mistakes or etc. 3) Report reviewers were not consistent in their comments. They even modified their own comments after multiple rounds which I was shocked. Some of them really enjoyed seeing you fail. I resigned from that company and moved to another structural industry and now I feel very happy and successful as I am solving different challenges and very appreciated by this industry. So far I never recommended my friends to join this company as reasons mentioned above.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Underpaid at ATC,3.0,"Mar 6, 2023",I enjoy the work I do here.,They could pay their engineers a better salary considering the amount of money we pull in for the company instead of paying us the bare minimum.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Salaries are OK,3.0,"May 15, 2023",Nice place to challenge yourself,Too much leg pulling in some teams,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Dog and pony show with middle management- huge disconnect,2.0,"May 23, 2021","Decent benefits, they do some thoughtful things for employees occasionally to boost morale","It is very interesting, once you get into publicly traded companies things get very strange with decision making. I think the people in the trenches are great (really good people) , the executives have good vision, but there’s this middle management dog and pony show that I just can’t wrap my head around... they put a divide between the bottom and top due to lack of engagement and a working in silo mentality. Some in management don’t even know the day to day activities of the trench crew. That’s disheartening because it seems they don’t care to know either. Do as I say not as I do. Transparency and collaboration are hugely lacking between middle management and subordinates. You’re essentially treated like you should shut up, keep your head down, and not ask questions or make recommendations or suggestions for improvements internally. For those who would like to keep growing and advance internally it seems you’re not allowed to ‘until you have been there long enough’ maybe they are more concerned with turnover than hiring qualified people who would add the most value to a given position?! Very strange ... doesn’t give much incentive to keep grinding hard, does it?",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Best job,5.0,"Mar 29, 2023",Home and work life balance. Company provided vehicle. Bonuses throughout the year. Teamwork.,truction manager,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great place to work!,5.0,"Sep 19, 2018","American Tower is a great company to work for. I have never worked at a place where you can trust leadership to do the right thing all of the time, this is the case at ATC. I also believe that American Tower takes care of its people and puts people first in all decisions. The culture is really a positive solution based culture. If you have a positive attitude and a solution based mindset you will do well at ATC.",ATC is a little bit old school in some of its policies around flex schedules and working from home. Its benefits are very strong though and half day summer Fridays were introduced over the last few summers which is a great start.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Place To Work,5.0,"Apr 28, 2023","Benefits, Leadership, Development Opportunities, People",None - This is a great organization,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great foundation but still lacking,4.0,"Oct 9, 2016","I am very happy to come to work everyday. The culture is very laid back and everyone is very friendly. No micromanaging in my department. Very flexible with hours and cool events throughout the year including a paid Friday off in the summer for the Canobie Lake company outing. You start with 3 weeks of PTO, 3 floating holidays, a day each to spend time at a child's school or with the elderly and a volunteer day. All holidays off and Black Friday.",Collections team does not have laptops but everyone else in the company does. This means that when the bad weather comes you will need to use vacation time if you don't want to come to the office. This also makes it difficult in meetings to not be able to pull up things to add to the conversation. You must rely on printing things off beforehand or using a notebook. It is 2016 - everyone should have a laptop and the opportunity to work from home in bad weather.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Contract Ending,5.0,"Apr 14, 2023",Cross functional communication with team members involved in projects,Extend my contract by transferring to another department in need.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Operations,2.0,"May 9, 2019","Stock benefits, 6% 401k match, annual bonus is usually good. Good place to start your career post college or get your foot into the door, but I wouldn’t stay longer than 2-3 years if you haven’t moved either laterally or up.","For a company that’s doing as well as we are, ATC treats their employees like crap. Work life balance is a joke. You’re lucky if you are allowed to work from home without having to take time off. There is a current campaign to promote Diversity and culture because it’s becoming obvious that you only make it somewhere here if you aren’t Caucasian and male, you won’t make it very far up in the company.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Penny Pay Produces Poor Performance,1.0,"Jun 29, 2014",The best part of American Tower is the day you walk out the door for good!,"I should have known better than to accept when I was offered my position and attempted to negotiate a minute pay increase. I was told, ""It's non-negotiable,"" which pretty much sums up working at American Tower. From the day I started until the day I left, they were concerned about numbers (as in more pay for upper management and horrible salaries from middle-management down). CEO Jim Taiclet earned more than $12 MILLION in 2013; Chief Financial Officer Tom Barlett earned more than $4.5 MILLION in 2013; President Steven Marshall earned more than $4.2 MILLION in 2013; Exec. VP William Hess earned more than $4 MILLION in 2013; and Exec. VP Edmund Disanto earned more than $3.8 MILLION in 2013. The company scrimps in regard to across-the-board company salaries - again for middle management and below - and tends to hire fresh-out-of-college graduates who will work for pennies on the dollar - only to leave at the first growth opportunity. As for customer service, I worked with great people, who cared about the industry and client goodwill; however, with the limited resources (as in too few people for too great a workload), staff just could not provide the ""premium"" level of service on which American Tower supposedly prides itself. It is a shame that American Tower does not understand the simple concept, ""You get what you pay for."" Their executives seem to ba$k in the glow of that knowledge.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good company,5.0,"Mar 25, 2023",Stable company. No recession worry. Benefits are great,Slowing growth. Career growth is limited. Low base pay.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good Company,4.0,"Mar 14, 2023",Smart people to work with and a stable company,Limited advancement opportunities and a pretty old school management team,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great company with great benefits,5.0,"Mar 5, 2023","Flexible schedule, great training, good benefits",Pay is slightly below industry standard,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Was the top employer in Wireless,4.0,"Jun 23, 2021",Great people making up strong teams. People love to work together here to get it done and all are appreciated for their efforts. Great work/life balance and unbelievably great benefits.,"Hostile workplace from senior executive level that has spawned an exodus of truly great people. Under Jim Taiclet, American Tower was the best employer in wireless with many spending decades here. When he left, Tom Bartlett stepped into that roll and the workplace has become toxic. I've never seen nor heard discrimination of any type here but now we are bombarded with social agenda. There is a constant harassment of employees with the pushing of LGBTQ agenda. We are expected to participate in forums pushing LGBTQ as well as race-based favoritism. If you are a white male, particularly if you are Christian, the message has been you are sub-human. I've never heard anyone even slander another here, much less discriminate because of a personal choice. All people care about is can you do your job.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Bureaucratic, division of labor makes no sense, low pay, ""busy work"", management is ok but could be better",3.0,"May 18, 2014","Good benefits, work-life balance, stable company","Management has no sense of what motivates employees (at times, they kill motivation), low salaries, promotions take a life time, problem employees get away with a lot because managers do not have the skills to handle them which results in the loss of good employees who are smart enough to move on; IT is a joke; legal department is dysfunctional and it's lawyers do not nothing but complain and talk about each other.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"A ton of potential, but steadily embracing mediocrity",2.0,"Sep 5, 2015","Good benefits, good paid-time off (3 weeks + 3 floating + 1 week at 3 and 6 years), stable and company, stock awards.","A company that stands for nothing but the lowest common denominator. Senior leadership appears oblivious, stumped by culture issues, and focused solely on acquisitions. The company is in a constant state of reorganization to scrape small gains out of processes and try to cope with aggressive expansion. Extremely high turnover due to low base salaries and minimal investment in most employees while growth is record-breaking year after year. Appalling treatment of contract employees. Massive IT issues stemming from talent drain, antiquated methodologies, and lack of leadership. Incomprehensibly slow at responding to serious issues. Virtually no environmental responsibility initiatives and a minimal approach to philanthropy for a company of this size.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good for early to mid- career only,2.0,"Mar 3, 2015","OK if you are early in your career development and located in Cary, Atlanta, Boston or Woburn offices, good training, good benefits","Managers often inexperienced in leadership and promoted often due to politics vs talent. Senior Mgmt/ Executive level is perfect example of a company that grew quickly and carried some poor managers all the way to Sr VP positions. HR is a joke, a mouthpiece of corporate and two-faced with employees. No raises, overly complex yearly reviews that contribute little to actual growth...just a showpiece for HR. Bonus structure becomes tilted every year to favor corporate. Poor communications and support between major divisions of the company. Top heavy with chiefs...little room for advancement. Many leave to go work for competitors. Competition never comes to work for American Tower..hmmm...",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Setup for Failure,1.0,"May 14, 2018","From the outside it's a great company that ""cares"" about it's employees. Great pay and benefits. Friendly team members.","Extremely high turn over rates due to poor management. They lose a lot of good employees due to poor senior management. Upper management does not address ongoing issues or concerns brought to their attention. There is absolutely NO training for new employees and they are setup for failure from day one. Employees are lacking resources needed to be successful, but managers don't seem to care. Management has an attitude consistent with, YOU owe them for doing you a favor and hiring you. By working here you can expect to be thrown into a situation without resources and tools needed to succeed. Expect to work long hours with no work life balance due to large workloads/volume and being understaffed. Internal departments don't communicate with each other and mediocrity seems to be consistently rewarded. There is no clear career path or professional development available.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"High growth, incredibly stable. Not for everyone.",3.0,"Dec 1, 2012","Very high growth company. Fantastic benefits (they're even increasing 401k match in 2013... and there will be no increase in healthcare premiums) - stock purchase plan, equity for all, bonus program. It's wonderful working for a company that is growing and seems to be recession-proof. Global growth.","incredibly bureaucratic. SVPs are involved in nearly every decision. Very little autonomy, even for managers. Many micro-managers. The company is very cautious and doesn't seem to trust its employees - employees are blocked from viewing blogs at work. Facebook and twitter are blocked. There are about 400 people in the Woburn office, but at lunch everyone eats their desks (the cafeteria probably has about 10 small tables). Nobody seems to talk to each other. Most people don't see to be particularly happy, but stick around because of the great benefits. Don't get me wrong, American Tower is a very good place to work - but it's really not for everyone. I believe there are many changes under way to change the culture in a good way.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Pros outweigh Cons,4.0,"Jul 10, 2022",outweigh,"Heavy work load. Most employees average well over 40 hours/week. I think this causes a lot of turnover, so we’re constantly being told “once this position is filled/once so and so is trained up everything will calm down.” But in reality it’s a never ending cycle. I think given the amount of overtime we average, pay should be higher and we should get an extra week of PTO. We need time to unwind. Also, in our field it’s completely possible to WFH full time, and we have proven ourselves successful doing it. Most of us do not want to have to add 4 hours commute/week to our already overloaded schedule to work in the office. It’s fine when there are things we are working on together, but we mostly do our own things.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Dead end job,1.0,"Jan 15, 2015","Benefits, pay (for younger kids getting out of college).","The collocation team seems like a fun frat house environment when you start working there. However, the catty, high school mentality of management knows within a day of knowing you if they are going to fast track you. The superficiality of management is outrageous. If they want you apart of their ""clique"" you will succeed. If you don't drink the koolaid you will be left in the dust. Nothing, and I mean nothing, is based on merit. I moved to the accounts receivable team thinking I would be relieved. The management was extremely aggressive and verbally abusive constantly (for no reason mind you as I was a top performer). I brought my concerns to HR and they fell on deaf ears. I had no choice but to resign from my position due to this harassment I was incurring on a daily basis.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Horrible communications regarding project expectations for the newbie,1.0,"Jul 4, 2014","Modern offices, independent work environment, great location from home","Training is a joke (bad scheduling, jumped from conference room to conference room); no real direction - as a contractor I was put in a fishbowl of interruptions while my coworkers was in a quiet environment so we couldn't coordinate our projects. Also had another contractor CONSTANTLY interrupting me to teach me her job simply by imitating the steps of her project (i.e. she shows us one step, then we each sit down and imitate the step) when all I needed was a step list; also, would be ""reasonable"" for those of us who have to drive to get alternative schedule (even just a few days a week)",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Overworked and underpaid,2.0,"Mar 25, 2021",Health insurance and fringe benefits are pretty good. Lower/middle legal management is competent and try to promote a healthy team atmosphere (despite negativity from other departments). Job security is decent. Yearly bonus has been consistent for several years.,"Unrealistic timelines. Legal teams are wholly understaffed. Sales and Leasing management is out of touch and promote a toxic work environment. For a company that loves to say it promotes a healthy work-life balance, they do little to help alleviate the incredibly heavy workload. Salary is not competitive with other similar employers. Anytime you ask for a raise they give you an excuse as to why it’s not possible. Instead, they give you more projects and increase your workload as a way to “get you more exposure.” Little room for advancement. Upper management is completely out of touch.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"If you need a decent job, work here; if you need any money, work elsewhere.",3.0,"Dec 2, 2008","Wireless industry, National Corp, semi-unstructured, casual atmosphere, good people around you, in general. Interesting work.","No pay, no pay, and no pay.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Busy but fulfilling,5.0,"Oct 12, 2012","Been with the company (IT) for a little over a year. The department is growing quickly and due to a huge surge of projects and expansion a few years ago there was a need to hire many people very fast. This led to some growing pains but within the past 6 months the team and culture have really been solidified, mostly due to significant changes in personnel - and for the best. Overall the environment is fast paced and exciting. If you are a people person with a desire to be challenged and to learn a lot while meeting and getting to know dedicated and very smart co-workers this is the company for you. Company is very financially solid and is the leader in the industry. Everyone's opinions are valued and respected.",Significant foundational projects and new vision for the organization lead to some hectic days. Could have more even and fair salaries. The company runs very lean so sometimes you are asked to do interim periods of additional responsibilities. Expectation is that this will be lowered in the next few months.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Fast Paced, Deadline Driven, Cost Cutting Focus",3.0,"Sep 13, 2019","Financially strong company. Good pay. Opportunity to interact with offices in other countries, sometimes travel. Company is beginning to offer flexible / remote work. Lots of good, skilled people to work with.","No sick time - comes out of your PTO. Like most companies where software is not the company focus, IT is perceived as a financial drain which means CIO is constantly looking to cut costs even though this company has one of the highest employee to revenue dollar ratios. Nice talk about work / life balance, but always need to meet the deadlines no matter what. And once you deliver you are expected to deliver even more. Some vestiages of promotions to manager due to longevity at the company instead of based on skills and performace.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Propaganda Machine - Don’t believe the hype,1.0,"Aug 5, 2019",There are a few good people in the lower ranks. That’s about it.,"This company gets low marks across the board from underpaid wages (company has absurdly high margins) and refuses to reward their front line workers with meaningful base pay raises. Too many good people are realizing they are being used and abused and thus leaving. In turn, HR pushes all sorts of propaganda on the workforce of how “important” they are, while making no effort to compensate commensurate with the level of work required. Don’t let them fool you with survey results- they cherry pick the results to publish in order to make the company appear good, when management absolutely sidesteps the company’s principles.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Stumbling, Rambling, Machiavellian - and that's just the IT department!",1.0,"Jul 7, 2014",A chance to learn a the business of a new industry.,"Where to begin.... IT is a MESS. One of the managers proudly informs new hires that they have no IT experience - only HR experience. That should be your first red flag. Second red flag - the department is mostly contractors. Many who do not want extensions to to become permanent employees. And those that do become permanent employees had to simultaneously walk on water while kissing serious butt and stroking egos to accomplish the hiring on. There is little consideration towards treating contractors - or even FTEs - as human beings with ideas and thoughts that might actually help the business. The IT motto when it comes to documentation - ""Make it pretty. Who cares about the content"". Each time a contractor leaves, management asks them to write a 'positive' review on this site. Be sure that the only positive reviews you are reading on this site are from management themselves, who are fabricating the reviews to make the company look more attractive. Were I you, I would look elsewhere than American Tower.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Great Financials but IT needs some work,3.0,"Nov 7, 2013","The folks at this company really like what they do. That's reflected in the financials. They are going through a complete overhaul so right now may be unstable, but on the whole it's a great company to showcase your skills.","If you are looking for the latest and greatest and most cutting edge technology, you won't find it here. With many legacy applications and too much work for the IT staff on hand, there is not a lot of room for brand new applications. The business has unreal expectations of IT given staffing levels. There are a lot of contractors so sometimes feels like the co has a revolving door.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Good place if you want a 9-5 job with low stress in exchange for low pay,3.0,"Oct 30, 2009","If you're looking for a 9-5 job with low stress and don't mind a below market salary in exchange, then this is the place for you. I liked the casual atmosphere. Benefits were on par with market. The group I worked in was family friendly in the sense that managers were willing to accomodate adjusted work schedules but they did not allow employees to work from home.",No advancement opportunities or career growth. Jobs are very narrow in scope with little room to expand into a larger or more complex role. While this may be efficient for the company it makes for a very monotonous and excessively routinized job. Very little communication between departments except among management.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Tremendous growth potential,4.0,"Apr 2, 2013","High-growth, fast paced environment that is creating significant shareholder value and along the way plenty of career progression opportunity for those team members and employees that want to be part of an exciting industry. Between the skyrocketing demand for telecommunications and wireless, coupled with a great business strategy by incorporating as a Real Estate Investment Trust, there is really no end in sight for how successful this company can be.",The growing pains associated with an acquisitive company are challenging and the global organization structure sometimes lessens the efficiency and goal of rapid growth and delivery value to customers faster.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
disappointed current employee,1.0,"Aug 16, 2017",The atmosphere is pleasant only due to good teammates.,"We were mis-informed about the positions we would be working. We are currently in the same dissatisfied boat under leadership of poor management with no sight of rescue, other than quitting. Boca / Cary ""life and shift"" team management seems to be chosen on the basis of brown-nosing, not on actual work experience or knowledge. Repetitive work, no chance for growth, daily annoyance of the new-to- the -area self-centered, competitive yet poor sport of a manager boasting mundane details about her life in order to gain acceptance from her reportees, although no one truly cares to hear it. Employees were warned early that we ""haven't seen the worst of this manager yet"" . Complete disregard for you if you are not like the manager. Leave quickly if you have the chance- there are better companies and better managers elsewhere to work for.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
It's a job not a career,2.0,"Aug 2, 2021",The benefits were above average with great medical coverage. They cover the cost of your PE exam and study materials. Upon passing the PE you get a pay bump.,"The culture was toxic and really stemmed from the top. The engineering department is not treated as a revenue stream, but rather a sweat shop. The production demands were really high and the work was monotonous. If you are wanting to utilize or develop your technical aptitude then this is not the place to do it.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Don't bother,2.0,"Mar 10, 2022",- Good benefits/bonus - Decent salary,"- Long hours are expected. 60 hour weeks are getting more and more common. - The team is severely understaffed. People have many aging tasks that they don't have the time to complete. - Management does not appreciate hard work. If you put in 60 hours in a week but you had 80 hours worth of tasks in your queue, your manager will call you up and yell at you for not working fast enough. - Company is completely siloed and communication between teams is terrible, if it exists at all. - No personal/career development. Management has never expressed any interest in developing or training employees on my team. - People are regularly interrupted and talked over during team meetings. - Remote work will soon be limited to three days per week (corporate policy).",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Territory Manager Business Development,3.0,"Dec 28, 2016","There is a great opportunity to learn many aspects of the tower business, and American Tower has a wealth of resources to help you.","1. Compensation for Sales isn't aligned with company goals, and OTE, is low by many standards. 2. There is often no sense of urgency internally unless you escalate to the highest levels. 3. Everyone looks to the TMBD to sell, provide forecasts, develop relationships across the industry, resolve internal process issues, and generally be ""where the buck stops,"" until it comes to compensation and recognition. It's as if the upper management still has no clear understanding of what is required of the role and the level of knowledge it takes to get through the day. As a result, turnover in this position has been very high. I've never worked so hard to make so little.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Horrible management,1.0,"Feb 16, 2018","Good company that wants to care about employees, but doesn't. Flexible hours.","High turn over rates due to poor management. This company loses a lot of good employees due to their managers. Absolutely no respect for employees with the attitude of ""if you don't like it, you can leave"". Absolutely no training to help you improve your skills or even to understand how to do your job properly. Managers will blame employees for their mistakes so they don't get in trouble. When a complaint is made regarding management, the whole department will find out and nothing gets solved. You have complete access to work from home but will not be able to even during snow storms due to management not trusting employees to actually do their jobs from home.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
One word if you're interviewing for an IT Position -- RUN!!!,1.0,"Jun 18, 2012","Financial stability, good CEO and Senior Vice Presidents, most employees are nice, strategic vision for the company is sound","Management is extremely critical of their employees, they micro-manage, and they're very unpleasant to work for. For the most part they're new to managing IT which has also resulted in roadblocks taking way too long to get resolved. The IT Organization has a revolving door so avoid getting too attached to any of the coworkers. Given the financial stability of the company it's extremely sad to see the poor culture IT Management has decided to foster, there's just no reason for it other than their own egos.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Build your resume with this company, then go somewhere else to make more money.",2.0,"Jan 3, 2009","Challenging, interesting work. Good people surround you. Salary falls short, but benifits are pretty good.","Employees are treated like sheep...simply fall in line and do what you're told. Executive's receive between 5-12% annual increases to their massive base salaries, and cash bonuses (not to mention huge equity based benefits). I imagine the same reward exists for senior leadship. The ""sheep"", however are lucky to receive a cost of living adjustment (3-4%). Quarterly ""team award"" bonuses are pitiful, and the criteria to receive them gets increasingly more difficult (without the benefit of increased reward). Efforts to discuss increased value with Management, goes unheard.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Terrible leadership,1.0,"Mar 3, 2016","Depending on what team you are on, the work life balance can be good. If you're on the ""wrong"" team then you're work life balance will be terrible. Compensation at the higher management levels are competitive with the market. Lower level experience compensation is below market.","The accounting leadership is terrible. They are reactionary without purpose, finger point when things go wrong without looking at what happened or why, and have no vision. Instead of fixing problems, they react and blame and put band aid patches on issues rather than getting to the root of the problem and possibly working across teams. Extreme favoritism among the accounting leadership. Leadership weren't very up front or transparent on company issues and news, very poor communication but it honestly felt more than just that...almost secretive.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
The worst experience of my extensive and expansive career,1.0,"May 8, 2012","Stable industry, financially sound, good place for entry level exposure to the Business.",Inconsistent ethics regarding treatment of employees across and among business units and functions. Targeting of individuals for set up to fire. More firing of employees without significant reasons than I have ever seen. Management is allowed to bully and torment employees without recourse. Work / life balance is inconsistent. Employees appear to be punished like children for having a personal life or being out sick.,American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Good Company - Growing pains, US Tower management plan is a mystery",3.0,"Nov 29, 2012","Good Compensation and benefits, Corporate (Boston/International) management is top notch","US Tower management (Woburn) offers little to no advancement for existing talent. Sr. Management has made the decision to go external for almost every avalaible Mid to Sr. level management position over the past 2 years. Acheiving promotion or hire is often not based on talent or capability, but rather who you know in management and where you came from prior to AMT. Multiple Sr. Level managers/executives are in the wrong job or are lacking due to legacy employment or buddy system. Good people are held back or overlooked, average or external talent is promoted, both often for the wrong reasons.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
In crowd and out crowd,3.0,"Jun 21, 2020","Plenty of coffee and snacks, but being your own cup Training seems adequate enough Company pays 80% of medical premiums","Some managers are snobs and wont give you time of day, will stab you in the back the 1st chance they get Hidden agenda with regards to company culture and image SVP trying to convey Constant moving of desks so upper management can showcase certain types of employees",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Disconnect in Management; Company makes A LOT of money, but also wastes much due to bad processes and poor Management",1.0,"Aug 25, 2017",For the most part great people,"Base Salaries typically below industry norm. Executive Management out of touch with teams 2 tiers below. Last manager had the WORST Management style ever! Micromanaged and treated employees like infants. Unable to visualize bigger picture and processes, and unable to visualize down stream impacts of her poor decisions. Said Manager was unproductive and clueless of impact. For a company who's motto is ""Hire good people and Empower them"" this manager is absolutely clueless and unproductive. Once heard someone refer to this person and the team as ""an abused dog still loves it's owner"" Manager's advancement through company was via longevity not performance. Sad.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Extremely high turnover due to senior PM.,1.0,"Jul 3, 2018","None whatsoever, pay was very average.","Training was minimal, you are thrown into the work without the proper resources to succeed. You'll realize quickly just how inefficient the processes are but any suggestions to higher-ups are shot down because ""that's just not how we do things"". Senior PM is unfit for her job, but shifts blame for her shortcomings on everyone around her, including you. Difficult to work with someone who is so passive aggressive in a professional setting. Her talking down to her team and having a condescending attitude created an overall negative atmosphere. Imagine putting in your two weeks notice and the response, ""No you can leave right now."" Huge red flag. Constant micro-managing was another. Contractors were also treated very poorly here. Everyone leaves within a month. Everyone on my team was hired within the last month. Chaotic.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
Absurd,2.0,"Aug 16, 2012","Great insurance benefits from day 1, positive expected growth rate (company is thriving), overtime is available, ""flextime"" time off from day 1.","Do not expect to ""climb company ladder""; its a dead end job. Position is remotely based; you will be expected to live on the road with another man 4 days a week (24/7), Management has no clue what actually goes on in the field (not in a good way), Directives are highly ambiguous; leaves you guessing, Dual roles are required; you will need to be blue and white collar simultaneously.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
"Decentralized inconsistency, Millennials who?",3.0,"Jul 27, 2016","Great work-life balance in Corporate offices. Above average pay almost everywhere. Great environment for older workers. Battlefield promotions still in existence. Amazing C-suite team, easily explained company values and the revenue-generation model is beyond rich.","Top-down environment and highly political. Not everyone follows the values, and HR department is not helpful. Out of touch with what Millennials want from a company - e.g. training, opportunity, career path options. So process-driven (and several types of process planning) that company can't get out of it's own way, and it takes at least a year for any change to occur.",American Tower Corporation,AMT,2025-11-11,https://www.glassdoor.com/Reviews/American-Tower-Reviews-E8043.htm
