ticker,year_month,ai_mentioned,ai_mention_count,review_count,ai_mention_pct
AHR,2022-04,0,0,1,0.0
AHR,2022-12,0,0,1,0.0
AHR,2023-07,1,1,1,100.0
AHR,2024-04,0,0,1,0.0
AHR,2024-09,0,0,1,0.0
AHR,2025-05,1,1,1,100.0
AHR,2025-08,0,0,1,0.0
