title,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url,pros_raw,pros_cleaned,cons_raw,cons_cleaned,title_raw,title_cleaned,category_ai_technology,category_management,category_culture,category_compensation,category_work_life_balance
The type of company you want to work at for decades,2025-09-05,"Dedicated, brilliant and engaged leadership team, amazing work-life balance, competitive pay and agile teams.","Not necessarily a con because it is just a part of being at such a fast-growing company, but there could be strong communication across business lines. This is something that the company is clearly working on as a part of its strategic growth of new business lines.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Dedicated, brilliant and engaged leadership team, amazing work-life balance, competitive pay and agile teams.",brilliant engag leadership amaz life competit pay agil,"Not necessarily a con because it is just a part of being at such a fast-growing company, but there could be strong communication across business lines. This is something that the company is clearly working on as a part of its strategic growth of new business lines.",necessarili con part fast grow strong commun across busi someth clearli part strateg growth new busi,The type of company you want to work at for decades,type want decad,False,True,False,True,False
A job,2024-08-26,You get paid on time,The company is full of people who don't know how to do their jobs.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,You get paid on time,paid,The company is full of people who don't know how to do their jobs.,full know,A job,,False,False,False,False,False
Would give 6 stars if I could,2025-03-19,"- Smart, caring leaders - Interesting work - Fantastic culture","- So much to do, so little time - Meeting heavy","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"- Smart, caring leaders - Interesting work - Fantastic culture",care leader interest fantast cultur,"- So much to do, so little time - Meeting heavy",much littl meet heavi,Would give 6 stars if I could,give star,False,False,False,False,False
So many opportunities!,2025-09-15,-Supportive and collaborative colleagues -Wide range of career growth opportunities -Excellent benefits package -Engaging and enjoyable office events -Modern and well-designed office spaces -Leadership that genuinely values and supports employees,"I'm still fairly new, so no cons so far...","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,-Supportive and collaborative colleagues -Wide range of career growth opportunities -Excellent benefits package -Engaging and enjoyable office events -Modern and well-designed office spaces -Leadership that genuinely values and supports employees,support collabor colleagu wide rang career growth opportun excel benefit packag engag enjoy offic event modern well design offic space leadership genuin valu support employe,"I'm still fairly new, so no cons so far...",still fairli con,So many opportunities!,mani,False,True,False,True,False
THE BEST PLACE TO WORK..,2024-09-13,"Prologis is more than just a workplace; it feels like going to your own office, where your voice and opinions truly matter. As a global leader in logistics real estate, Prologis fosters a culture of innovation, diversity, and inclusion, ensuring that everyone can contribute meaningfully. The company’s commitment to sustainability and community involvement allows employees to make a positive impact. With strong career growth opportunities, a supportive environment, and a focus on work-life balance, Prologis is a place where you can bring your true self and thrive both personally and professionally.","If you work at Prologis, you'll be so spoiled, no other company will ever measure up! You'll wonder how you ever settled for anything less. 😄","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis is more than just a workplace; it feels like going to your own office, where your voice and opinions truly matter. As a global leader in logistics real estate, Prologis fosters a culture of innovation, diversity, and inclusion, ensuring that everyone can contribute meaningfully. The company’s commitment to sustainability and community involvement allows employees to make a positive impact. With strong career growth opportunities, a supportive environment, and a focus on work-life balance, Prologis is a place where you can bring your true self and thrive both personally and professionally.",prolog workplac feel go voic opinion truli global leader logist real prolog foster cultur ensur everyon contribut commit sustain commun involv allow employe posit strong career growth support focu life prolog place bring true self thrive person,"If you work at Prologis, you'll be so spoiled, no other company will ever measure up! You'll wonder how you ever settled for anything less. 😄",ever measur wonder ever settl anyth,THE BEST PLACE TO WORK..,best place,False,True,False,False,False
Continuing excellence,2025-09-28,"The workplace community and colleagues is one Prologis' greatest strengths. Everyone is expected to work hard, but doing so with a team you value makes a big difference. Innovation is a constant - team members are encouraged and expected to try what has not been done before.",Prologis is not for employees looking for a static environment.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The workplace community and colleagues is one Prologis' greatest strengths. Everyone is expected to work hard, but doing so with a team you value makes a big difference. Innovation is a constant - team members are encouraged and expected to try what has not been done before.",workplac commun colleagu prolog greatest everyon expect team valu make big innov constant team member encourag expect tri done,Prologis is not for employees looking for a static environment.,prolog employe look static,Continuing excellence,continu excel,False,False,True,False,False
Prologis is a great place to work!,2025-06-13,"Culture - It's the reason I am still here after almost 13yrs. People - You will be challenged and pushed as you are surrounded by truly the best in the industry. Expect change, its a differentiator for us and our people and its constant... which means you will always be learnign something new. Innovative - We welcome new ideas and are eager to find better ways of doing things. This is a culture that welcomes innovative ideas that challenge the status quo. Offices - The offices are all newly remodeled and provide a welcoming, unique feel that attracts top talent in the markets we serve. Inclusive - We have an incredibly diverse workforce which provides a welcoming and inclusive work environment where all voices are welcomed and heard.","Challenging/Expect Constant Change - Not for everyone as we are looking for people who are willing to push themselves to maximize their potential and grow together. This is a place to create a career, not just have a job.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Culture - It's the reason I am still here after almost 13yrs. People - You will be challenged and pushed as you are surrounded by truly the best in the industry. Expect change, its a differentiator for us and our people and its constant... which means you will always be learnign something new. Innovative - We welcome new ideas and are eager to find better ways of doing things. This is a culture that welcomes innovative ideas that challenge the status quo. Offices - The offices are all newly remodeled and provide a welcoming, unique feel that attracts top talent in the markets we serve. Inclusive - We have an incredibly diverse workforce which provides a welcoming and inclusive work environment where all voices are welcomed and heard.",cultur reason still almost challeng push surround truli best expect differenti us mean alway learnign someth innov welcom new idea eager find better way cultur welcom innov idea challeng statu offic offic newli remodel provid uniqu feel attract top talent market inclus incred divers workforc provid welcom inclus environ voic welcom,"Challenging/Expect Constant Change - Not for everyone as we are looking for people who are willing to push themselves to maximize their potential and grow together. This is a place to create a career, not just have a job.",challeng expect constant chang everyon look will push maxim potenti grow place creat,Prologis is a great place to work!,prolog great place,False,False,False,False,False
Time Flies when you love what you do,2025-06-12,"It’s true—time flies when you enjoy what you’re doing. The work is meaningful, the team is supportive, and the culture is collaborative and inclusive. What makes it even more rewarding is the real impact we have on the communities we serve. Grateful to be part of something that matters.","Lean organization with limited career advancement opportunities, but offers strong learning experiences and personal growth.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"It’s true—time flies when you enjoy what you’re doing. The work is meaningful, the team is supportive, and the culture is collaborative and inclusive. What makes it even more rewarding is the real impact we have on the communities we serve. Grateful to be part of something that matters.",true fli enjoy team cultur collabor make even reward real impact commun grate part someth,"Lean organization with limited career advancement opportunities, but offers strong learning experiences and personal growth.",lean organ limit career advanc offer strong learn experi person,Time Flies when you love what you do,fli love,False,False,True,False,False
Thriving in a Supportive and Dynamic Work Environment,2025-03-24,"Fantastic company that values it's employees, fostering a positive and inclusive workplace. One of the stand-out aspects is the leadership - management genuinely cares about employees well being and professional development. The work environment is dynamic and inspiring with a perfect balance of professionalism and teamwork.",Based on my experience there are no cons for me working here at Prologis.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Fantastic company that values it's employees, fostering a positive and inclusive workplace. One of the stand-out aspects is the leadership - management genuinely cares about employees well being and professional development. The work environment is dynamic and inspiring with a perfect balance of professionalism and teamwork.",fantast valu foster posit inclus stand aspect leadership manag genuin care employe well profession environ dynam inspir perfect balanc profession,Based on my experience there are no cons for me working here at Prologis.,base experi con,Thriving in a Supportive and Dynamic Work Environment,thrive support dynam environ,False,True,False,False,False
Why I Chose Prologis,2024-10-04,"Prologis remains the best employer I have worked for. I started as temp nearly 12 years ago and within my first week I decided that I wanted to work for and retire from this company. Luckily they wanted me as much as I wanted them. The culture, values and commitment to excellence were evident then and continue to be so today. The sense of pride I continue to feel in our shared values - integrity, mentorship, passion, accountability, courage and teamwork - is why I stay. It is a rare opportunity to find a company that aligns so closely with one's personal values.",After 12 years of employment here the pros heavily outweigh the cons. The pace for professional advancement - especially on the operations side of our business is slow and often frustrating. Opportunities for promotions are not easy to come by.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis remains the best employer I have worked for. I started as temp nearly 12 years ago and within my first week I decided that I wanted to work for and retire from this company. Luckily they wanted me as much as I wanted them. The culture, values and commitment to excellence were evident then and continue to be so today. The sense of pride I continue to feel in our shared values - integrity, mentorship, passion, accountability, courage and teamwork - is why I stay. It is a rare opportunity to find a company that aligns so closely with one's personal values.",prolog remain best work start temp nearli year ago within first week decid want retir luckili want much want valu commit excel evid continu sens pride continu feel share valu courag teamwork rare opportun find align close person,After 12 years of employment here the pros heavily outweigh the cons. The pace for professional advancement - especially on the operations side of our business is slow and often frustrating. Opportunities for promotions are not easy to come by.,year employ pro heavili outweigh pace profession advanc especi oper side busi slow often opportun promot easi come,Why I Chose Prologis,chose prolog,False,False,False,False,False
"Great company, people and culture",2024-09-06,* Work is interesting and makes an impact on the world * People are great * Leadership is accessible and engaged * Strong culture * World-class offices,"Work/life balance can be a challenge but given the pace of our world and how technology has blurred the lines between work and home, I think this is the case for most corp jobs. The modern way of working means it can be tough to unplug and keep the work moving forward.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,* Work is interesting and makes an impact on the world * People are great * Leadership is accessible and engaged * Strong culture * World-class offices,interest make impact world great leadership access engag strong cultur world class offic,"Work/life balance can be a challenge but given the pace of our world and how technology has blurred the lines between work and home, I think this is the case for most corp jobs. The modern way of working means it can be tough to unplug and keep the work moving forward.",life balanc challeng given pace world technolog blur line think case corp modern way mean tough unplug keep move,"Great company, people and culture",great cultur,False,True,False,False,False
"Strong culture, great people",2024-09-22,Strong company culture. Very talented and dedicated people who are great to work with.,Work life balance is tough at times but not always.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Strong company culture. Very talented and dedicated people who are great to work with.,strong talent dedic great,Work life balance is tough at times but not always.,life balanc tough time,"Strong culture, great people",strong great,False,False,False,False,False
Good place to work,2025-04-03,"The company is full of smart, high performing people.",The workload and pace can be exhausting,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The company is full of smart, high performing people.",full high perform,The workload and pace can be exhausting,workload pace exhaust,Good place to work,good place,False,False,False,False,False
"A Phenomenal Place to Work: Prologis, Leading the Future of Logistics Real Estate",2024-10-07,"Working at Prologis is an incredible experience! The company’s forward-thinking leadership is truly inspiring, with a clear vision of transforming the logistics real estate industry. Management here doesn’t just support—they actively encourage innovation, and every day you feel like you're part of something that's reshaping the future. If you're looking for a company where innovation meets opportunity, with a supportive team that genuinely cares, Prologis is the place to be. I couldn’t be more proud to contribute to a company that's constantly evolving and always leading from the front!","Its not for an average 9-5'er, Its a very high performing team. You will be pushed to grow, think outside of the box, accept change and be a champion of it - a way maker!","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Working at Prologis is an incredible experience! The company’s forward-thinking leadership is truly inspiring, with a clear vision of transforming the logistics real estate industry. Management here doesn’t just support—they actively encourage innovation, and every day you feel like you're part of something that's reshaping the future. If you're looking for a company where innovation meets opportunity, with a supportive team that genuinely cares, Prologis is the place to be. I couldn’t be more proud to contribute to a company that's constantly evolving and always leading from the front!",prolog incred forward think leadership truli clear vision transform logist real estat manag support activ encourag everi day feel part someth reshap look innov meet support team genuin prolog place proud contribut constantli evolv alway lead,"Its not for an average 9-5'er, Its a very high performing team. You will be pushed to grow, think outside of the box, accept change and be a champion of it - a way maker!",averag high perform push think outsid accept chang champion way,"A Phenomenal Place to Work: Prologis, Leading the Future of Logistics Real Estate",phenomen place lead futur logist real estat,True,True,True,False,False
Over 2 decades of job satisfaction,2024-10-07,"I love the company culture, the benefits, and the fact that we are constantly leading the industry in how we operate and strive to keep our customers happy.","Part of being a leader in the industry means a lot of initiatives, change, testing and scrapping ideas, data collection -- it's a busy place!","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"I love the company culture, the benefits, and the fact that we are constantly leading the industry in how we operate and strive to keep our customers happy.",love fact constantli lead industri oper strive keep custom,"Part of being a leader in the industry means a lot of initiatives, change, testing and scrapping ideas, data collection -- it's a busy place!",part leader industri mean lot test scrap data collect busi,Over 2 decades of job satisfaction,decad satisfact,False,True,False,False,False
"Not too good, Not too bad",2025-10-31,"Work-life balance is great, lots of PTO and holidays, rarely working a full 40 hours, great office location, and perks","Very lean company with lots of turnover, constant reshuffling of department structure, fast-paced, and very easy to get behind","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Work-life balance is great, lots of PTO and holidays, rarely working a full 40 hours, great office location, and perks",life balanc lot pto rare full great offic perk,"Very lean company with lots of turnover, constant reshuffling of department structure, fast-paced, and very easy to get behind",lean lot constant reshuffl depart fast easi behind,"Not too good, Not too bad",bad,False,False,False,False,True
Always something new to get involved in and be at the forefront of,2024-09-11,"Prologis offers a dynamic and inclusive work environment where innovation and collaboration are at the forefront of everything we do. The company provides ample opportunities for growth in and above your role, with a strong focus on professional development and career advancement. With a commitment to sustainability, community engagement, and employee well-being, Prologis fosters a culture that values both individual contributions and teamwork. There is a strong emphasis during the interview process on identifying candidates that make a good team and cultural fit to ensure collegiality and longevity of employment with the company - this is evident in how many people you speak with have been with the company 5, 10, 20 years. The company’s global reach and dedication to industry leadership make it an exciting place to build an impactful career and be at the forefront of a fast growing industry.",Workload can sometimes be very overwhelming,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"Prologis offers a dynamic and inclusive work environment where innovation and collaboration are at the forefront of everything we do. The company provides ample opportunities for growth in and above your role, with a strong focus on professional development and career advancement. With a commitment to sustainability, community engagement, and employee well-being, Prologis fosters a culture that values both individual contributions and teamwork. There is a strong emphasis during the interview process on identifying candidates that make a good team and cultural fit to ensure collegiality and longevity of employment with the company - this is evident in how many people you speak with have been with the company 5, 10, 20 years. The company’s global reach and dedication to industry leadership make it an exciting place to build an impactful career and be at the forefront of a fast growing industry.",prolog offer dynam inclus environ innov collabor forefront everyth provid ampl opportun growth strong focu profession develop career commit commun well prolog foster cultur valu individu contribut strong emphasi interview process identifi candid good team cultur fit ensur collegi longev employ evid mani speak global reach dedic industri leadership excit place build impact career forefront fast grow,Workload can sometimes be very overwhelming,workload sometim overwhelm,Always something new to get involved in and be at the forefront of,alway someth new involv forefront,False,True,True,False,False
"Great culture, secret gem",2024-09-16,"The people are truly, genuinely great. Leadership is open to criticism, willing to change. Big ambitions in sustainability / reducing carbon footprint at scale. Real goals around equal pay, diversity and inclusion. Proactive, hard-working people.",Very fast-paced company. Some parts of the business are still very old school (it's real estate). Technology needs an upgrade -- employees have way too many disconnected tools and platforms.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"The people are truly, genuinely great. Leadership is open to criticism, willing to change. Big ambitions in sustainability / reducing carbon footprint at scale. Real goals around equal pay, diversity and inclusion. Proactive, hard-working people.",genuin leadership open will big ambit sustain reduc carbon footprint real goal around equal divers hard,Very fast-paced company. Some parts of the business are still very old school (it's real estate). Technology needs an upgrade -- employees have way too many disconnected tools and platforms.,fast pace part busi still old school real estat technolog need upgrad employe way mani disconnect tool,"Great culture, secret gem",great secret gem,False,True,False,False,False
Great Perks Heavy Work Load,2025-10-04,Company has lots of perks. Snacks lunches outings etc. Remote day.,Pretty unrealistic work load. They ask a lot of their employees and aren’t the best with training their leadership.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Company has lots of perks. Snacks lunches outings etc. Remote day.,lot snack lunch outing remot,Pretty unrealistic work load. They ask a lot of their employees and aren’t the best with training their leadership.,pretti unrealist ask lot employe best train,Great Perks Heavy Work Load,great perk heavi load,False,False,False,False,False
Fantastic Company!,2025-04-21,Executive management is very proactive on being transparent to everyone on a frequent basis.,istent branding and processes across all regions and groups considering we are a global company. Offers great work and life balance and terrific office amenities.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Executive management is very proactive on being transparent to everyone on a frequent basis.,execut manag proactiv transpar everyon frequent,istent branding and processes across all regions and groups considering we are a global company. Offers great work and life balance and terrific office amenities.,istent brand process across region group consid global offer great life balanc terrif offic,Fantastic Company!,fantast,False,False,False,False,False
Talented team and forward-thinking culture,2025-03-26,"I work with highly competent people who take pride in what they do. There’s a strong push to stay ahead of the technology curve, which keeps the work fresh and challenging. I’m consistently encouraged to develop new skills and explore innovative solutions—especially in the Microsoft ecosystem. Leadership is technically aware and open to modern approaches.","Inter-departmental communication could be stronger. Sometimes, alignment between teams takes longer than necessary and leads to duplicated efforts or unclear responsibilities. While the intention is good, some cross-team processes could be streamlined.","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"I work with highly competent people who take pride in what they do. There’s a strong push to stay ahead of the technology curve, which keeps the work fresh and challenging. I’m consistently encouraged to develop new skills and explore innovative solutions—especially in the Microsoft ecosystem. Leadership is technically aware and open to modern approaches.",highli compet take pride strong push stay ahead technolog keep fresh consist encourag develop new skill explor innov solut especi microsoft leadership technic awar open modern,"Inter-departmental communication could be stronger. Sometimes, alignment between teams takes longer than necessary and leads to duplicated efforts or unclear responsibilities. While the intention is good, some cross-team processes could be streamlined.",inter department commun align team take longer necessari lead duplic effort unclear intent cross team process,Talented team and forward-thinking culture,talent team forward think cultur,False,True,False,False,False
Really impressed with this company,2025-09-08,"After spending a decade in big tech, I was surprised to find a company that takes many of the great attributes and leaves the negative aspects of many other big Silicon Valley corporations (in my experience since being here 1.5 years). From the comprehensive (and fun!) multi-day, in-person onboarding trainings, to company-wide volunteer days (IMPACT Day), social events that embrace different cultures and celebrate diversity - Prologis is a company that invests in its employees. I also appreciate that it routinely asks employees what it can do better, and listens. Teams are continually driving towards excellence - whether that’s finding a more effective process or implementing new technology to help teams work smarter. But in my experience, being “human” is still valued. People lead with kindness and empathy in a way that feels really genuine. The cascading effect creates a team dynamic that is pretty rare in my experience.","For those that love remote work, we’re currently in the office 3x/week (may vary based on the team). At least the snacks are good :)","Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"After spending a decade in big tech, I was surprised to find a company that takes many of the great attributes and leaves the negative aspects of many other big Silicon Valley corporations (in my experience since being here 1.5 years). From the comprehensive (and fun!) multi-day, in-person onboarding trainings, to company-wide volunteer days (IMPACT Day), social events that embrace different cultures and celebrate diversity - Prologis is a company that invests in its employees. I also appreciate that it routinely asks employees what it can do better, and listens. Teams are continually driving towards excellence - whether that’s finding a more effective process or implementing new technology to help teams work smarter. But in my experience, being “human” is still valued. People lead with kindness and empathy in a way that feels really genuine. The cascading effect creates a team dynamic that is pretty rare in my experience.",spend decad big surpris find take mani great attribut leav neg aspect mani big silicon valley corpor experi sinc year comprehens multi person onboard wide volunt day impact day social event embrac differ cultur celebr divers prolog invest appreci routin ask employe team continu drive toward excel whether find effect process implement new technolog help team human still lead kind empathi way feel realli cascad effect creat team dynam pretti rare,"For those that love remote work, we’re currently in the office 3x/week (may vary based on the team). At least the snacks are good :)",love remot current offic week may vari base team least snack good,Really impressed with this company,realli impress,False,True,True,False,False
Great place to work,2025-06-05,Love working at a large company that feels small!,Many people need to be involved in decision making,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,Love working at a large company that feels small!,love larg feel,Many people need to be involved in decision making,mani need involv decis make,Great place to work,great place,False,False,False,False,False
Prologis is a great place to work!,2025-09-25,"I have only been here for a couple months but the culture at Prologis is amazing! It truly feels like a connected team and everyone is very willing to help/support each other. Given the scale and size of the company, the opportunities for growth or development are endless, especially if you have a natural curiosity to explore potential solutions. The benefits package far exceeds any of my previous employers.",Work from home is available and possible but given the need for significant team interaction and culture development there is limited work from home opportunities,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"I have only been here for a couple months but the culture at Prologis is amazing! It truly feels like a connected team and everyone is very willing to help/support each other. Given the scale and size of the company, the opportunities for growth or development are endless, especially if you have a natural curiosity to explore potential solutions. The benefits package far exceeds any of my previous employers.",coupl month cultur prolog truli feel connect team everyon will help support given scale size opportun growth develop especi natur curios explor potenti benefit packag far exce previou,Work from home is available and possible but given the need for significant team interaction and culture development there is limited work from home opportunities,home avail possibl given need signific team interact cultur develop limit home opportun,Prologis is a great place to work!,prolog great place,False,True,True,True,False
"High-speed, high-autonomy environment with the right balance of structure",2025-08-29,"A company where you can move fast, take ownership, and still count on solid support systems.",Fast-pace isn’t for everyone. Less hand-holding. Evolving processes can be tough to navigate. Workload balance can fluctuate. Not a fit for everyone.,"Prologis, Inc.",PLD,Industrial,2025-11-18,https://www.glassdoor.com/Reviews/Prologis-Reviews-E2631.htm,"A company where you can move fast, take ownership, and still count on solid support systems.",move take still count solid support,Fast-pace isn’t for everyone. Less hand-holding. Evolving processes can be tough to navigate. Workload balance can fluctuate. Not a fit for everyone.,fast pace less hand evolv process tough workload balanc fit,"High-speed, high-autonomy environment with the right balance of structure",high high autonomi environ right balanc structur,False,True,False,False,False
